training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours,completed_flag
301712,100431,Secure Coding Basics,Technical,2024-04-10,2024-05-02,Completed,70.5,9.6,True
301713,100432,New Hire Onboarding,Onboarding,2021-07-04,2021-08-06,Completed,86.2,8.6,True
301714,100432,Leadership Essentials,Leadership,2021-09-03,2021-09-15,Completed,67.4,12.0,True
301715,100432,New Hire Onboarding,Onboarding,2021-11-15,2021-12-12,Completed,74.3,7.9,True
301716,100432,Manager Coaching Skills,Leadership,2023-07-24,2023-08-29,Completed,73.4,17.1,True
301717,100433,New Hire Onboarding,Onboarding,2022-02-25,2022-10-03,Completed,78.3,8.1,True
301718,100434,New Hire Onboarding,Onboarding,2023-05-21,,In Progress,,7.1,False
301719,100434,Product Discovery Basics,Product,2022-06-30,,Completed,77.8,7.6,True
301720,100434,Sql For Business Analysts,Technical,2025-04-18,,Not Started,,23.9,False
301721,100434,Leadership Essentials,Leadership,2025-10-06,,Completed,49.3,27.1,True
301722,100435,Power Bi Fundamentals,Technical,2025-07-29,,Not Started,,10.3,False
301723,100435,Sql For Business Analysts,Technical,2021-06-03,2021-10-06,Completed,82.7,11.0,True
301724,100435,Leadership Essentials,Leadership,2021-01-10,2021-02-19,Completed,66.7,18.7,True
301725,100435,Product Discovery Basics,Product,2021-05-05,,Completed,81.2,10.5,True
301726,100435,Data Privacy And Gdpr,Compliance,2026-04-23,2026-05-14,Completed,60.7,3.5,True
301727,100436,New Hire Onboarding,Onboarding,2022-02-10,2022-02-20,Completed,84.4,7.6,True
301728,100436,Manager Coaching Skills,Leadership,2026-04-15,,In Progress,,17.2,False
301729,100436,Secure Coding Basics,Technical,2022-11-27,2023-01-05,Completed,85.0,8.0,True
301730,100436,Data Privacy And Gdpr,Compliance,2023-07-20,2023-07-29,Completed,84.2,3.2,True
301731,100437,New Hire Onboarding,Onboarding,2023-12-18,2024-01-29,Completed,,6.1,True
301732,100437,Cybersecurity Awareness,Compliance,2021-12-17,,In Progress,,2.4,False
301733,100437,Data Privacy And Gdpr,Compliance,2021-01-07,,Not Started,,3.4,False
301734,100438,New Hire Onboarding,Onboarding,2022-11-01,,In Progress,,9.1,False
301735,100438,Enterprise Sales Methodology,Sales,2022-09-28,,Not Started,,23.0,False
301736,100439,Advanced Customer Handling,Customer Experience,2023-02-28,,Completed,73.5,12.3,True
301737,100440,Enterprise Sales Methodology,Sales,2023-01-16,,Completed,70.8,16.7,True
301738,100440,Conflict Resolution,Soft Skills,2025-04-13,2025-04-26,Completed,61.8,6.3,True
301739,100441,New Hire Onboarding,Onboarding,2024-05-12,2024-12-06,Completed,93.8,9.0,True
301740,100442,Power Bi Fundamentals,Technical,2021-01-27,2021-03-01,Completed,81.6,13.5,True
301741,100442,Sql For Business Analysts,Technical,2021-03-12,2021-04-15,Completed,98.2,21.3,True
301742,100442,Leadership Essentials,Leadership,2021-02-28,2021-04-07,Completed,74.2,27.9,True
301743,100442,Secure Coding Basics,Technical,2021-01-23,2021-08-02,Completed,72.8,9.6,True
301744,100443,Manager Coaching Skills,Leadership,2022-04-20,2022-05-02,Completed,69.0,18.2,True
301745,100444,New Hire Onboarding,Onboarding,2025-07-02,2025-08-05,Completed,86.0,9.0,True
301746,100444,Leadership Essentials,Leadership,2024-07-13,,In Progress,,21.6,False
301747,100444,Leadership Essentials,Leadership,2023-03-03,2023-03-22,Completed,83.5,21.4,True
301748,100445,New Hire Onboarding,Onboarding,2024-04-13,,In Progress,,6.4,False
301749,100445,Manager Coaching Skills,Leadership,2021-09-23,2021-04-11,Completed,72.3,17.3,True
301750,100445,Secure Coding Basics,Technical,2024-01-27,,Not Started,,11.7,False
301751,100445,Power Bi Fundamentals,Technical,2022-09-02,2022-10-12,Completed,80.8,15.4,True
301752,100445,Cybersecurity Awareness,Compliance,2024-12-13,,In Progress,,2.1,False
301753,100445,New Hire Onboarding,Onboarding,2024-04-04,,Not Started,,7.5,False
301754,100446,New Hire Onboarding,Onboarding,2021-04-07,,Not Started,,6.6,False
301755,100446,Manager Coaching Skills,Leadership,2021-04-30,2021-06-10,Completed,83.7,13.6,True
301756,100446,Leadership Essentials,Leadership,2021-05-30,2021-06-14,Completed,76.7,18.1,True
301757,100447,New Hire Onboarding,Onboarding,2025-06-25,,Completed,66.4,5.7,True
301758,100448,New Hire Onboarding,Onboarding,2021-12-03,2022-01-17,Completed,88.5,8.8,True
301759,100448,Data Privacy And Gdpr,Compliance,2025-04-01,2025-04-29,Completed,80.0,2.7,True
301760,100448,Conflict Resolution,Soft Skills,2021-10-02,2021-10-28,Completed,67.0,6.3,True
301761,100448,Leadership Essentials,Leadership,2025-10-16,2025-11-16,Completed,72.8,26.1,True
301762,100448,New Hire Onboarding,Onboarding,2023-02-25,2023-03-07,Completed,67.9,7.6,True
301763,100449,New Hire Onboarding,Onboarding,2025-04-04,2025-04-15,Completed,93.4,8.7,True
301764,100449,Leadership Essentials,Leadership,2024-04-06,,In Progress,,22.9,False
301765,100449,Power Bi Fundamentals,Technical,2022-10-16,2022-10-25,Completed,76.2,15.5,True
301766,100449,Sql For Business Analysts,Technical,2022-04-09,2022-12-05,Completed,,16.9,True
301767,100449,Manager Coaching Skills,Leadership,2024-03-04,,Not Started,,15.9,False
301768,100449,Conflict Resolution,Soft Skills,2021-02-27,,In Progress,,6.2,False
301769,100449,Cybersecurity Awareness,Compliance,2024-11-16,,In Progress,,2.2,False
301770,100450,New Hire Onboarding,Onboarding,2025-04-25,2025-05-25,Completed,76.2,9.6,True
301771,100451,Data Privacy And Gdpr,Compliance,2024-08-04,2024-08-26,Completed,91.0,3.2,True
301772,100451,Advanced Customer Handling,Customer Experience,2021-04-16,,Not Started,,7.3,False
301773,100451,Power Bi Fundamentals,Technical,2024-09-24,2024-11-06,Completed,85.3,16.3,True
301774,100452,Data Privacy And Gdpr,Compliance,2025-07-30,,Not Started,,2.4,False
301775,100452,Enterprise Sales Methodology,Sales,2024-10-19,2024-11-19,Completed,73.3,16.7,True
301776,100452,Secure Coding Basics,Technical,2025-03-01,,Incomplete,,12.4,False
301777,100452,Cybersecurity Awareness,Compliance,2024-05-13,,In Progress,,2.5,False
301778,100452,Advanced Customer Handling,Customer Experience,2024-10-19,2024-11-08,Completed,74.3,9.5,True
301779,100452,Manager Coaching Skills,Leadership,2026-03-15,2026-03-22,Completed,88.5,17.5,True
301780,100453,Secure Coding Basics,Technical,2026-02-16,2026-02-18,Completed,100.0,10.8,True
301781,100453,Leadership Essentials,Leadership,2026-03-04,2026-04-07,Completed,51.0,18.2,True
301782,100453,Advanced Customer Handling,Customer Experience,2025-09-15,2025-10-24,Completed,93.2,13.5,True
301783,100453,Cybersecurity Awareness,Compliance,2023-06-28,2023-07-20,Completed,78.9,2.0,True
301784,100453,Data Privacy And Gdpr,Compliance,2024-10-04,2024-10-10,Completed,81.0,3.0,True
301785,100453,Conflict Resolution,Soft Skills,2024-08-28,2024-09-13,Completed,84.2,4.3,True
301786,100454,Manager Coaching Skills,Leadership,2023-03-01,2023-03-04,Completed,66.9,19.8,True
301787,100454,Data Privacy And Gdpr,Compliance,2024-01-26,2024-02-15,Completed,70.9,3.7,True
301788,100454,Advanced Customer Handling,Customer Experience,2023-09-25,,Completed,65.1,10.9,True
301789,100454,Leadership Essentials,Leadership,2024-06-29,,Not Started,,22.4,False
301790,100454,Conflict Resolution,Soft Skills,2022-04-05,2022-04-16,Completed,85.8,4.6,True
301791,100454,Sql For Business Analysts,Technical,2022-01-04,,Not Started,,15.7,False
301792,100454,Enterprise Sales Methodology,Sales,2021-03-27,,In Progress,,15.8,False
301793,100455,Advanced Customer Handling,Customer Experience,2022-05-11,2022-06-23,Completed,90.5,14.7,True
301794,100455,Secure Coding Basics,Technical,2025-02-14,2025-03-03,Completed,73.3,13.0,True
301795,100455,New Hire Onboarding,Onboarding,2023-06-13,2023-07-28,Completed,71.5,10.1,True
301796,100455,Cybersecurity Awareness,Compliance,2025-12-09,,In Progress,,1.6,False
301797,100455,Conflict Resolution,Soft Skills,2024-09-18,2024-09-25,Completed,78.7,7.1,True
301798,100455,Leadership Essentials,Leadership,2022-03-15,,In Progress,,16.6,False
301799,100456,New Hire Onboarding,Onboarding,2024-02-03,,Completed,68.1,9.8,True
301800,100456,Power Bi Fundamentals,Technical,2023-02-21,,In Progress,,13.8,False
301801,100456,Data Privacy And Gdpr,Compliance,2022-12-26,2023-02-06,Completed,85.6,3.8,True
301802,100456,Product Discovery Basics,Product,2024-03-10,2024-04-22,Completed,75.7,10.7,True
301803,100456,Manager Coaching Skills,Leadership,2024-02-20,2024-02-25,Completed,35.0,15.5,True
301804,100457,New Hire Onboarding,Onboarding,2026-04-09,,Not Started,,6.8,False
301805,100457,Data Privacy And Gdpr,Compliance,2025-10-10,2025-11-10,Completed,55.3,1.9,True
301806,100457,Advanced Customer Handling,Customer Experience,2025-10-16,2025-11-17,Completed,81.2,14.0,True
301807,100457,Enterprise Sales Methodology,Sales,2023-04-19,2023-05-17,Completed,86.8,14.6,True
301808,100457,Conflict Resolution,Soft Skills,2023-05-29,2023-06-01,Completed,91.3,5.4,True
301809,100457,Leadership Essentials,Leadership,2025-05-06,2025-06-07,Completed,70.7,15.0,True
301810,100458,Product Discovery Basics,Product,2025-03-21,2025-04-22,Completed,62.4,10.0,True
301811,100459,New Hire Onboarding,Onboarding,2024-09-26,2024-09-30,Completed,68.4,11.2,True
301812,100459,Cybersecurity Awareness,Compliance,2023-05-29,2023-06-29,Completed,74.6,2.2,True
301813,100459,Product Discovery Basics,Product,2023-01-17,2023-02-26,Completed,66.2,7.6,True
301814,100459,Data Privacy And Gdpr,Compliance,2022-04-06,2022-04-09,Completed,68.9,2.7,True
301815,100459,Conflict Resolution,Soft Skills,2025-09-10,2025-09-26,Completed,91.0,5.3,True
301816,100459,New Hire Onboarding,Onboarding,2026-04-24,,Not Started,,7.0,False
301817,100459,Manager Coaching Skills,Leadership,2025-04-12,,Completed,88.9,19.0,True
301818,100460,Product Discovery Basics,Product,2021-01-01,,In Progress,,7.5,False
301819,100460,Secure Coding Basics,Technical,2021-01-01,,Not Started,,10.0,False
301820,100461,Product Discovery Basics,Product,2025-07-07,,Completed,89.0,8.2,True
301821,100461,Leadership Essentials,Leadership,2024-09-17,,In Progress,,21.1,False
301822,100461,Sql For Business Analysts,Technical,2025-02-23,,Completed,67.2,22.2,True
301823,100461,Cybersecurity Awareness,Compliance,2025-07-15,,Completed,63.6,2.1,True
301824,100461,Data Privacy And Gdpr,Compliance,2024-12-30,,In Progress,,2.6,False
301825,100462,New Hire Onboarding,Onboarding,2023-12-29,2024-02-12,Completed,82.8,11.3,True
301826,100462,Secure Coding Basics,Technical,2023-03-21,2023-05-01,Completed,71.7,11.9,True
301827,100462,Leadership Essentials,Leadership,2022-04-05,,Not Started,,22.7,False
301828,100463,New Hire Onboarding,Onboarding,2026-01-12,,Completed,93.1,9.6,True
301829,100463,Conflict Resolution,Soft Skills,2025-08-31,,In Progress,,6.3,False
301830,100463,New Hire Onboarding,Onboarding,2025-05-09,2025-05-12,Completed,96.0,9.3,True
301831,100463,Cybersecurity Awareness,Compliance,2026-03-04,,Not Started,,2.0,False
301832,100463,Product Discovery Basics,Product,2025-11-14,,Not Started,,8.1,False
301833,100463,Data Privacy And Gdpr,Compliance,2025-03-29,,In Progress,,2.4,False
301834,100463,Advanced Customer Handling,Customer Experience,2025-07-03,2025-07-14,Completed,91.5,12.7,True
301835,100464,New Hire Onboarding,Onboarding,2026-03-10,2026-04-04,Completed,58.3,4.4,True
301836,100464,Enterprise Sales Methodology,Sales,2024-05-16,2024-06-14,Completed,86.8,16.4,True
301837,100465,New Hire Onboarding,Onboarding,2026-01-18,,Incomplete,,7.4,False
301838,100465,New Hire Onboarding,Onboarding,2025-06-20,2025-07-06,Completed,70.0,8.5,True
301839,100465,Secure Coding Basics,Technical,2025-11-30,,In Progress,,9.2,False
301840,100465,Cybersecurity Awareness,Compliance,2025-09-09,,Not Started,,3.2,False
301841,100465,Leadership Essentials,Leadership,2025-08-31,,Completed,100.0,19.3,True
301842,100466,New Hire Onboarding,Onboarding,2025-09-02,2025-09-10,Completed,81.2,7.9,True
301843,100466,Enterprise Sales Methodology,Sales,2025-05-07,2025-05-23,Completed,72.6,14.9,True
301844,100466,Cybersecurity Awareness,Compliance,2025-01-14,,Incomplete,,2.1,False
301845,100467,Leadership Essentials,Leadership,2024-09-26,,In Progress,,21.3,False
301846,100468,New Hire Onboarding,Onboarding,2026-01-09,2026-02-21,Completed,92.6,8.6,True
301847,100468,Sql For Business Analysts,Technical,2026-02-15,2026-03-06,Completed,100.0,22.5,True
301848,100468,Cybersecurity Awareness,Compliance,2025-02-04,2025-05-17,Completed,62.9,2.0,True
301849,100468,Product Discovery Basics,Product,2025-09-10,2025-10-10,Completed,82.5,12.0,True
301850,100468,Secure Coding Basics,Technical,2025-12-26,2026-02-02,Completed,77.4,8.9,True
301851,100468,Advanced Customer Handling,Customer Experience,2025-08-26,,In Progress,,14.6,False
301852,100469,New Hire Onboarding,Onboarding,2025-07-27,,In Progress,,7.3,False
301853,100469,Manager Coaching Skills,Leadership,2021-05-11,2021-06-12,Completed,64.9,20.1,True
301854,100469,Cybersecurity Awareness,Compliance,2021-04-14,2021-02-05,Completed,86.4,2.6,True
301855,100469,Data Privacy And Gdpr,Compliance,2023-08-12,2023-09-13,Completed,65.6,3.3,True
301856,100470,Sql For Business Analysts,Technical,2023-08-05,,In Progress,,15.8,False
301857,100470,Product Discovery Basics,Product,2024-07-18,,In Progress,,10.7,False
301858,100470,Manager Coaching Skills,Leadership,2024-05-10,2024-05-25,Completed,89.0,14.3,True
301859,100470,Power Bi Fundamentals,Technical,2023-07-04,2023-07-27,Completed,72.5,14.6,True
301860,100471,New Hire Onboarding,Onboarding,2022-08-16,2022-08-21,Completed,80.4,8.4,True
301861,100471,Advanced Customer Handling,Customer Experience,2023-01-14,,Not Started,,13.5,False
301862,100471,Data Privacy And Gdpr,Compliance,2021-12-17,2021-12-23,Completed,84.1,2.6,True
301863,100472,New Hire Onboarding,Onboarding,2021-07-31,,Completed,89.4,10.5,True
301864,100472,Product Discovery Basics,Product,2026-01-06,2026-01-11,Completed,63.9,12.2,True
301865,100472,Leadership Essentials,Leadership,2023-09-24,2023-10-06,Completed,72.3,17.2,True
301866,100473,New Hire Onboarding,Onboarding,2022-03-24,2022-04-25,Completed,71.0,10.6,True
301867,100473,Product Discovery Basics,Product,2025-01-19,,Not Started,,12.9,False
301868,100473,New Hire Onboarding,Onboarding,2024-02-23,,In Progress,,9.5,False
301869,100473,Data Privacy And Gdpr,Compliance,2025-07-20,2025-08-28,Completed,56.7,3.5,True
301870,100473,Secure Coding Basics,Technical,2024-06-12,,Completed,86.6,8.7,True
301871,100473,Power Bi Fundamentals,Technical,2025-03-04,2025-04-06,Completed,71.9,13.0,True
301872,100473,Enterprise Sales Methodology,Sales,2021-04-19,2021-04-23,Completed,58.4,13.7,True
301873,100474,Leadership Essentials,Leadership,2023-10-18,,Not Started,,21.1,False
301874,100475,Data Privacy And Gdpr,Compliance,2021-08-03,2021-08-26,Completed,82.6,2.2,True
301875,100476,Conflict Resolution,Soft Skills,2024-01-31,,Not Started,,5.1,False
301876,100476,Product Discovery Basics,Product,2022-12-12,2022-12-26,Completed,94.0,9.9,True
301877,100476,Power Bi Fundamentals,Technical,2025-03-28,2025-04-19,Completed,94.3,13.9,True
301878,100477,New Hire Onboarding,Onboarding,2025-04-06,2025-04-23,Completed,58.3,8.3,True
301879,100477,Leadership Essentials,Leadership,2025-08-08,2025-08-09,Completed,90.8,17.5,True
301880,100478,New Hire Onboarding,Onboarding,2025-12-08,,In Progress,,7.8,False
301881,100478,Power Bi Fundamentals,Technical,2021-08-23,,In Progress,,15.3,False
301882,100478,Product Discovery Basics,Product,2025-07-28,2025-08-26,Completed,78.1,12.6,True
301883,100478,Data Privacy And Gdpr,Compliance,2025-05-13,,Not Started,,3.4,False
301884,100478,Advanced Customer Handling,Customer Experience,2025-08-28,,In Progress,,8.6,False
301885,100478,Sql For Business Analysts,Technical,2025-12-24,2026-02-04,Completed,82.4,23.8,True
301886,100479,New Hire Onboarding,Onboarding,2026-01-01,,In Progress,,7.0,False
301887,100479,New Hire Onboarding,Onboarding,2024-03-21,2024-04-23,Completed,73.1,10.5,True
301888,100480,New Hire Onboarding,Onboarding,2024-04-10,2024-08-05,Completed,80.7,7.7,True
301889,100480,Cybersecurity Awareness,Compliance,2024-01-22,2024-02-26,Completed,76.4,1.7,True
301890,100480,Product Discovery Basics,Product,2023-12-06,2024-01-16,Completed,70.9,9.5,True
301891,100480,Enterprise Sales Methodology,Sales,2024-02-07,2024-02-19,Completed,79.3,17.4,True
301892,100480,Power Bi Fundamentals,Technical,2024-01-20,,Incomplete,,12.5,False
301893,100481,New Hire Onboarding,Onboarding,2026-03-14,2026-04-04,Completed,91.0,8.5,True
301894,100482,New Hire Onboarding,Onboarding,2023-06-04,2023-06-12,Completed,71.7,7.1,True
301895,100482,Leadership Essentials,Leadership,2026-04-06,,In Progress,,12.6,False
301896,100482,Data Privacy And Gdpr,Compliance,2021-06-09,2021-07-06,Completed,79.4,2.7,True
301897,100482,Enterprise Sales Methodology,Sales,2022-09-27,,Incomplete,,19.1,False
301898,100483,New Hire Onboarding,Onboarding,2024-12-12,,In Progress,,6.4,False
301899,100483,New Hire Onboarding,Onboarding,2023-08-20,2023-10-04,Completed,68.8,8.7,True
301900,100484,New Hire Onboarding,Onboarding,2024-07-02,2024-07-14,Completed,80.7,8.8,True
301901,100484,Enterprise Sales Methodology,Sales,2024-06-12,2024-07-09,Completed,76.8,13.7,True
301902,100484,Product Discovery Basics,Product,2024-03-30,2024-05-05,Completed,72.0,12.2,True
301903,100484,Leadership Essentials,Leadership,2023-02-20,2023-03-06,Completed,77.3,21.5,True
301904,100484,Conflict Resolution,Soft Skills,2021-08-18,2021-08-31,Completed,51.2,5.7,True
301905,100484,Data Privacy And Gdpr,Compliance,2021-03-16,2021-04-27,Completed,90.6,2.8,True
301906,100485,Cybersecurity Awareness,Compliance,2021-08-20,2021-08-24,Completed,62.5,1.4,True
301907,100485,Manager Coaching Skills,Leadership,2024-02-11,,Not Started,,17.1,False
301908,100486,New Hire Onboarding,Onboarding,2025-08-29,2025-09-04,Completed,65.8,8.9,True
301909,100486,Sql For Business Analysts,Technical,2023-05-03,2023-05-19,Completed,92.9,17.3,True
301910,100487,Advanced Customer Handling,Customer Experience,2022-03-22,2022-04-27,Completed,56.1,12.1,True
301911,100487,Sql For Business Analysts,Technical,2023-10-09,,Completed,64.0,18.3,True
301912,100487,Leadership Essentials,Leadership,2021-04-28,2021-05-17,Completed,68.2,19.7,True
301913,100487,Enterprise Sales Methodology,Sales,2021-04-18,2021-05-16,Completed,70.7,15.1,True
301914,100487,Product Discovery Basics,Product,2023-10-07,,In Progress,,10.1,False
301915,100487,Cybersecurity Awareness,Compliance,2022-09-01,2022-10-07,Completed,70.6,2.3,True
301916,100488,New Hire Onboarding,Onboarding,2021-01-01,,In Progress,,6.9,False
301917,100488,Data Privacy And Gdpr,Compliance,2021-01-01,,Completed,59.6,3.0,True
301918,100488,Leadership Essentials,Leadership,2021-01-01,2021-01-13,Completed,75.4,15.7,True
301919,100488,Enterprise Sales Methodology,Sales,2021-01-01,,Completed,97.9,16.0,True
301920,100488,Sql For Business Analysts,Technical,2021-01-01,2021-01-08,Completed,73.0,19.2,True
301921,100488,Advanced Customer Handling,Customer Experience,2021-01-01,2021-01-04,Completed,77.7,9.8,True
301922,100488,Conflict Resolution,Soft Skills,2021-01-01,,Not Started,,5.0,False
301923,100489,Product Discovery Basics,Product,2021-12-05,2022-01-05,Completed,75.7,8.4,True
301924,100489,Enterprise Sales Methodology,Sales,2021-02-16,2021-04-02,Completed,75.4,16.3,True
301925,100489,Data Privacy And Gdpr,Compliance,2021-06-17,2021-07-07,Completed,85.9,3.2,True
301926,100489,Conflict Resolution,Soft Skills,2022-05-31,2022-07-07,Completed,73.3,6.0,True
301927,100489,Power Bi Fundamentals,Technical,2022-03-11,2022-04-24,Completed,71.0,8.6,True
301928,100489,Secure Coding Basics,Technical,,,Completed,,9.2,True
301929,100490,New Hire Onboarding,Onboarding,2022-10-13,,In Progress,,8.1,False
301930,100490,Secure Coding Basics,Technical,2024-04-09,2024-04-17,Completed,74.8,10.0,True
301931,100491,New Hire Onboarding,Onboarding,2025-10-23,2025-11-15,Completed,75.0,6.6,True
301932,100492,New Hire Onboarding,Onboarding,2022-04-03,,Not Started,,9.8,False
301933,100492,Data Privacy And Gdpr,Compliance,2023-08-11,2023-09-15,Completed,54.1,2.0,True
301934,100493,Data Privacy And Gdpr,Compliance,2024-11-26,,Not Started,,3.0,False
301935,100493,Product Discovery Basics,Product,2025-07-11,2025-07-27,Completed,82.5,8.7,True
301936,100494,Product Discovery Basics,Product,2025-05-24,2025-07-06,Completed,,11.1,True
301937,100495,New Hire Onboarding,Onboarding,2024-05-22,,In Progress,,9.4,False
301938,100495,Secure Coding Basics,Technical,2021-03-22,,In Progress,,10.0,False
301939,100495,Advanced Customer Handling,Customer Experience,2026-03-11,2026-03-16,Completed,63.5,8.8,True
301940,100495,Conflict Resolution,Soft Skills,2023-04-07,2023-05-08,Completed,75.6,7.0,True
301941,100495,Data Privacy And Gdpr,Compliance,2023-07-13,2023-08-07,Completed,81.3,2.5,True
301942,100496,New Hire Onboarding,Onboarding,2026-01-02,,In Progress,,6.7,False
301943,100497,New Hire Onboarding,Onboarding,2023-05-15,2023-05-28,Completed,56.9,8.1,True
301944,100497,Leadership Essentials,Leadership,2022-09-20,2022-10-27,Completed,60.3,18.9,True
301945,100497,Power Bi Fundamentals,Technical,2023-04-21,2023-05-30,Completed,80.8,14.7,True
301946,100497,Enterprise Sales Methodology,Sales,2024-11-01,,In Progress,,16.2,False
301947,100497,Cybersecurity Awareness,Compliance,2025-07-25,,Completed,82.8,2.6,True
301948,100497,Product Discovery Basics,Product,2024-05-11,,In Progress,,6.4,False
301949,100498,Leadership Essentials,Leadership,2026-04-11,2026-04-19,Completed,68.7,19.8,True
301950,100498,Manager Coaching Skills,Leadership,2026-03-10,,Not Started,,8.2,False
301951,100498,New Hire Onboarding,Onboarding,2025-11-23,2025-12-02,Completed,75.9,10.9,True
301952,100498,Power Bi Fundamentals,Technical,2026-03-10,,In Progress,,14.1,False
301953,100498,Sql For Business Analysts,Technical,2026-02-01,2026-03-07,Completed,85.0,9.1,True
301954,100498,Manager Coaching Skills,Leadership,2026-04-18,2026-05-22,Completed,89.7,16.3,True
301955,100499,New Hire Onboarding,Onboarding,2026-02-06,2026-03-10,Completed,79.0,7.8,True
301956,100499,Manager Coaching Skills,Leadership,2025-12-03,2025-12-25,Completed,83.5,17.4,True
301957,100499,Enterprise Sales Methodology,Sales,2025-11-13,2025-12-12,Completed,66.8,14.6,True
301958,100499,Conflict Resolution,Soft Skills,2026-04-07,2026-04-21,Completed,90.0,5.6,True
301959,100499,Leadership Essentials,Leadership,2025-05-29,,Not Started,,19.5,False
301960,100499,Data Privacy And Gdpr,Compliance,2025-09-13,2025-09-29,Completed,79.5,3.4,True
301961,100500,Secure Coding Basics,Technical,2021-08-27,2021-09-14,Completed,,8.9,True
301962,100500,Manager Coaching Skills,Leadership,2023-02-14,2023-02-19,Completed,71.3,17.8,True
301963,100500,New Hire Onboarding,Onboarding,2021-04-25,2021-06-04,Completed,79.8,5.3,True
301964,100500,Advanced Customer Handling,Customer Experience,2023-01-21,,Not Started,,11.6,False
301965,100500,Power Bi Fundamentals,Technical,2023-11-19,2023-12-24,Completed,87.6,12.6,True
301966,100501,New Hire Onboarding,Onboarding,2022-08-05,2022-09-05,Completed,,6.6,True
301967,100501,Leadership Essentials,Leadership,2022-09-11,2022-10-09,Completed,78.8,15.4,True
301968,100501,New Hire Onboarding,Onboarding,2022-05-26,2022-06-12,Completed,77.7,6.9,True
301969,100501,Manager Coaching Skills,Leadership,2021-04-17,2021-05-11,Completed,50.3,15.2,True
301970,100501,Product Discovery Basics,Product,2025-03-02,,Completed,80.7,8.8,True
301971,100502,New Hire Onboarding,Onboarding,2021-02-16,2021-03-23,Completed,78.4,9.2,True
301972,100502,Power Bi Fundamentals,Technical,2021-06-02,2021-07-08,Completed,78.2,13.8,True
301973,100502,New Hire Onboarding,Onboarding,2021-04-20,2021-05-08,Completed,98.5,8.8,True
301974,100502,Data Privacy And Gdpr,Compliance,2021-04-01,2021-04-07,Completed,57.6,2.5,True
301975,100502,Manager Coaching Skills,Leadership,2021-04-26,,Completed,84.0,15.3,True
301976,100502,Conflict Resolution,Soft Skills,2021-06-07,2021-07-01,Completed,49.4,4.8,True
301977,100503,Data Privacy And Gdpr,Compliance,2025-06-09,,Not Started,,2.8,False
301978,100503,Power Bi Fundamentals,Technical,2023-06-16,2023-07-05,Completed,80.4,11.4,True
301979,100503,Leadership Essentials,Leadership,2024-12-27,,Not Started,,26.2,False
301980,100503,Advanced Customer Handling,Customer Experience,2023-11-18,2023-12-17,Completed,84.7,12.1,True
301981,100503,Product Discovery Basics,Product,2024-09-02,,Not Started,,11.1,False
301982,100504,New Hire Onboarding,Onboarding,2024-12-11,2025-01-15,Completed,79.8,9.3,True
301983,100504,Sql For Business Analysts,Technical,2025-02-13,2025-03-01,Completed,90.3,17.4,True
301984,100504,Product Discovery Basics,Product,2024-11-20,,In Progress,,11.0,False
301985,100504,Leadership Essentials,Leadership,2025-05-19,2025-07-02,Completed,72.1,17.3,True
301986,100505,New Hire Onboarding,Onboarding,2026-01-10,,Not Started,,5.9,False
301987,100505,Cybersecurity Awareness,Compliance,2026-04-14,,Not Started,,1.6,False
301988,100505,Sql For Business Analysts,Technical,2026-04-19,,Not Started,,19.8,False
301989,100505,Manager Coaching Skills,Leadership,2026-03-05,2026-03-31,Completed,67.6,18.6,True
301990,100505,Conflict Resolution,Soft Skills,2026-01-08,2026-02-14,Completed,70.2,4.5,True
301991,100505,Enterprise Sales Methodology,Sales,2026-02-14,,In Progress,,17.5,False
301992,100505,Product Discovery Basics,Product,2026-02-10,2026-03-16,Completed,92.9,7.5,True
301993,100506,New Hire Onboarding,Onboarding,2025-03-27,,Completed,80.8,7.9,True
301994,100507,New Hire Onboarding,Onboarding,2024-10-19,,Not Started,,7.4,False
301995,100507,Leadership Essentials,Leadership,2025-04-29,2025-05-10,Completed,82.7,19.3,True
301996,100507,Enterprise Sales Methodology,Sales,2025-09-13,,Completed,86.2,22.7,True
301997,100507,Secure Coding Basics,Technical,2023-07-21,,Incomplete,,10.8,False
301998,100507,Product Discovery Basics,Product,2022-10-28,2022-11-06,Completed,92.8,7.5,True
301999,100507,Conflict Resolution,Soft Skills,2023-11-19,2023-12-08,Completed,66.9,6.3,True
302000,100507,New Hire Onboarding,Onboarding,2026-01-17,,Not Started,,6.3,False
302001,100508,New Hire Onboarding,Onboarding,2022-03-11,,Completed,89.3,8.2,True
302002,100509,Product Discovery Basics,Product,2021-05-07,,In Progress,,11.2,False
302003,100509,Advanced Customer Handling,Customer Experience,2025-03-08,,In Progress,,9.1,False
302004,100509,Leadership Essentials,Leadership,2021-12-22,2022-01-22,Completed,82.6,19.8,True
302005,100509,Manager Coaching Skills,Leadership,2022-12-29,2023-02-08,Completed,88.0,10.2,True
302006,100509,Cybersecurity Awareness,Compliance,2025-04-21,,In Progress,,1.8,False
302007,100510,New Hire Onboarding,Onboarding,2026-04-28,2026-05-05,Completed,68.6,9.4,True
302008,100511,New Hire Onboarding,Onboarding,2021-01-01,2021-02-10,Completed,74.3,9.1,True
302009,100511,Product Discovery Basics,Product,2021-01-01,,Incomplete,,11.2,False
