salary_id,employee_id,salary_amount,currency,effective_date,bonus_amount,pay_frequency,exchange_rate_to_usd,salary_amount_usd,bonus_amount_usd,annual_salary_usd,salary_band
501338,100501,17738.67,USD,2021-01-31,0.0,Annual,1.0,17738.67,0.0,17738.67,Low
501339,100501,18000.0,USD,2023-06-01,0.0,Monthly,1.0,18000.0,0.0,18000.0,Low
501340,100501,20044.18,USD,2026-01-20,0.0,Annual,1.0,20044.18,0.0,20044.18,Low
501341,100502,22239.85,INR,2020-01-18,0.0,Annual,0.012,,0.0,,Unknown
501342,100502,23638.15,USD,2020-05-16,0.0,Annual,1.0,23638.15,0.0,23638.15,Low
501343,100502,24517.85,USD,2020-05-28,0.0,Annual,1.0,24517.85,0.0,24517.85,Low
501344,100502,25441.77,USD,2021-05-30,0.0,Annual,1.0,25441.77,0.0,25441.77,Low
501345,100503,53817.17,AED,2018-10-22,6075.34,Annual,0.27,14530.64,1640.34,14530.64,Low
501346,100503,58512.12,USD,2021-10-25,5382.1,Annual,1.0,58512.12,5382.1,58512.12,Medium
501347,100503,63630.02,EGP,2022-01-10,9112.2,Annual,0.021,,191.36,,Unknown
501348,100503,68480.39,USD,2022-03-04,6119.05,Annual,1.0,68480.39,6119.05,68480.39,Medium
501349,100503,72166.24,USD,2022-12-31,10000.0,Annual,1.0,72166.24,10000.0,72166.24,High
501350,100504,72785.72,USD,2022-07-11,9595.15,Annual,1.0,72785.72,9595.15,72785.72,High
501351,100504,77059.16,USD,2023-07-04,8781.59,Annual,1.0,77059.16,8781.59,77059.16,High
501352,100504,80312.23,USD,2023-12-27,5200.37,Annual,1.0,80312.23,5200.37,80312.23,High
501353,100504,86032.49,USD,2024-06-30,4052.19,Annual,1.0,86032.49,4052.19,86032.49,High
501354,100504,92615.23,USD,2024-12-19,4000.0,Monthly,1.0,92615.23,4000.0,92615.23,High
501355,100505,23678.89,USD,2026-01-06,0.0,Annual,1.0,23678.89,0.0,23678.89,Low
501356,100506,19392.13,USD,2025-10-11,0.0,Monthly,1.0,19392.13,0.0,19392.13,Low
501357,100506,19959.34,USD,2026-04-08,0.0,Annual,1.0,19959.34,0.0,19959.34,Low
501358,100507,60617.31,USD,2023-05-06,9786.22,Annual,1.0,60617.31,9786.22,60617.31,Medium
501359,100507,62427.77,USD,2024-04-06,7782.29,Annual,1.0,62427.77,7782.29,62427.77,Medium
501360,100508,28359.78,USD,2023-07-15,1873.22,Annual,1.0,28359.78,1873.22,28359.78,Low
501361,100509,,USD,2016-01-25,636.44,Annual,1.0,,636.44,,Unknown
501362,100509,30375.52,USD,2017-07-19,4276.21,Annual,1.0,30375.52,4276.21,30375.52,Medium
501363,100509,33035.1,USD,2021-12-15,4334.81,Annual,1.0,33035.1,4334.81,33035.1,Medium
501364,100509,34753.28,USD,2025-01-24,4293.96,Annual,1.0,34753.28,4293.96,34753.28,Medium
501365,100510,46915.23,USD,2025-05-10,,Annual,1.0,46915.23,,46915.23,Medium
501366,100510,50749.52,USD,2025-07-12,6659.65,Annual,1.0,50749.52,6659.65,50749.52,Medium
501367,100510,52883.75,USD,2025-07-30,6936.38,Annual,1.0,52883.75,6936.38,52883.75,Medium
501368,100511,3187.11,USD,2014-06-17,3563.44,Monthly,1.0,,3563.44,,Unknown
501369,100511,3282.62,USD,2016-07-14,441.75,Annual,1.0,,441.75,,Unknown
501370,100511,3501.99,USD,2017-05-15,463.36,Annual,1.0,,463.36,,Unknown
501371,100511,3683.48,USD,2020-03-01,304.58,Annual,1.0,,304.58,,Unknown
501372,100512,17540.37,USD,2025-10-28,0.0,Annual,1.0,17540.37,0.0,17540.37,Low
501373,100513,68582.8,USD,2025-03-14,4064.47,Annual,1.0,68582.8,4064.47,68582.8,Medium
501374,100513,75051.9,USD,2025-06-17,2703.12,Annual,1.0,75051.9,2703.12,75051.9,High
501375,100513,,EGP,2026-03-12,,Annual,0.021,,,,Unknown
501376,100514,15505.81,USD,2014-05-16,0.0,Annual,1.0,15505.81,0.0,15505.81,Low
501377,100514,16497.34,USD,2015-10-27,0.0,Annual,1.0,16497.34,0.0,16497.34,Low
501378,100514,17516.78,USD,2018-02-09,0.0,Annual,1.0,17516.78,0.0,17516.78,Low
501379,100515,19503.52,EGP,2022-08-22,0.0,Annual,0.021,,0.0,,Unknown
501380,100515,20828.28,USD,2022-12-10,0.0,Annual,1.0,20828.28,0.0,20828.28,Low
501381,100515,22154.78,USD,2023-08-11,0.0,Annual,1.0,22154.78,0.0,22154.78,Low
501382,100515,23429.92,USD,2025-08-31,0.0,Annual,1.0,23429.92,0.0,23429.92,Low
501383,100515,25390.56,USD,2026-04-26,0.0,Monthly,1.0,25390.56,0.0,25390.56,Low
501384,100516,23135.98,USD,2025-07-28,0.0,Annual,1.0,23135.98,0.0,23135.98,Low
501385,100516,24690.89,USD,2025-08-19,0.0,Annual,1.0,24690.89,0.0,24690.89,Low
501386,100516,26281.86,USD,2025-10-19,0.0,Annual,1.0,26281.86,0.0,26281.86,Low
501387,100516,27676.1,JOD,2026-04-23,0.0,Annual,1.41,39023.3,0.0,39023.3,Medium
501388,100517,18695.84,USD,2025-02-26,0.0,Annual,1.0,18695.84,0.0,18695.84,Low
501389,100518,114891.12,USD,2019-10-01,4170.76,Annual,1.0,114891.12,4170.76,114891.12,High
501390,100519,55732.49,USD,2021-06-22,4660.52,Annual,1.0,55732.49,4660.52,55732.49,Medium
501391,100519,,INR,2024-05-28,8573.45,Annual,0.012,,102.88,,Unknown
501392,100519,61744.11,USD,2025-07-03,10773.23,Annual,1.0,61744.11,10773.23,61744.11,Medium
501393,100520,101465.49,USD,2018-08-13,5012.33,Annual,1.0,101465.49,5012.33,101465.49,High
501394,100520,104491.91,INR,2023-06-25,17490.89,Annual,0.012,,209.89,,Unknown
501395,100520,112427.28,USD,2023-12-10,5601.68,Annual,1.0,112427.28,5601.68,112427.28,High
501396,100521,87953.46,USD,2022-08-21,3954.15,Annual,1.0,87953.46,3954.15,87953.46,High
501397,100521,94623.0,AED,2024-02-13,9481.08,Annual,0.27,25548.21,2559.89,25548.21,Low
501398,100521,101515.0,USD,2024-07-25,9455.01,Monthly,1.0,101515.0,9455.01,101515.0,High
501399,100522,20495.19,USD,2026-04-28,0.0,Annual,1.0,20495.19,0.0,20495.19,Low
501400,100523,40010.68,USD,2026-04-14,4143.02,Annual,1.0,40010.68,4143.02,40010.68,Medium
501401,100524,46451.08,USD,2021-01-13,1259.32,Annual,1.0,46451.08,1259.32,46451.08,Medium
501402,100524,47968.26,USD,2022-02-23,8335.79,Annual,1.0,47968.26,8335.79,47968.26,Medium
501403,100524,51863.06,USD,2023-08-14,8011.4,Monthly,1.0,51863.06,8011.4,51863.06,Medium
501404,100524,55404.3,JOD,2024-08-16,5572.39,Annual,1.41,78120.06,7857.07,78120.06,High
501405,100524,57499.94,EGP,2026-04-28,10137.46,Annual,0.021,,212.89,,Unknown
501406,100525,77689.67,USD,2023-11-11,8694.4,Annual,1.0,77689.67,8694.4,77689.67,High
501407,100525,81492.24,USD,2023-11-23,8356.59,Annual,1.0,81492.24,8356.59,81492.24,High
501408,100526,42944.86,USD,2022-08-19,0.0,Annual,1.0,42944.86,0.0,42944.86,Medium
501409,100526,44718.27,USD,2023-05-03,0.0,Annual,1.0,44718.27,0.0,44718.27,Medium
501410,100527,60960.63,JOD,2025-12-18,5280.15,Monthly,1.41,85954.49,7445.01,85954.49,High
501411,100527,63991.3,EGP,2026-03-22,2006.24,Annual,0.021,,42.13,,Unknown
501412,100528,95810.67,USD,2019-01-08,5068.22,Annual,1.0,95810.67,5068.22,95810.67,High
501413,100528,100573.2,USD,2020-10-03,15847.7,Monthly,1.0,100573.2,15847.7,100573.2,High
501414,100528,107058.84,USD,2021-06-16,18655.2,Annual,1.0,107058.84,18655.2,107058.84,High
501415,100528,115837.12,EGP,2023-11-14,3724.91,Annual,0.021,,78.22,,Unknown
501416,100529,162197.5,JOD,2021-09-01,2885.87,Annual,1.41,228698.47,4069.08,228698.47,Executive
501417,100529,166468.51,USD,2022-06-16,22702.17,Annual,1.0,166468.51,22702.17,166468.51,Executive
501418,100529,173500.75,USD,2022-07-29,6120.35,Annual,1.0,173500.75,6120.35,173500.75,Executive
501419,100529,883669.72,USD,2024-10-28,16905.86,Annual,1.0,883669.72,16905.86,883669.72,Executive
501420,100529,930243.62,INR,2026-03-17,30864.97,Monthly,0.012,11162.92,370.38,11162.92,Low
501421,100530,15400.96,USD,2019-12-12,0.0,Annual,1.0,15400.96,0.0,15400.96,Low
501422,100530,16732.33,JOD,2020-10-25,0.0,Annual,1.41,23592.59,0.0,23592.59,Low
501423,100530,17178.52,USD,2021-12-20,0.0,Annual,1.0,17178.52,0.0,17178.52,Low
501424,100530,18735.52,JOD,2023-05-01,0.0,Annual,1.41,26417.08,0.0,26417.08,Low
501425,100530,20038.52,USD,2023-01-27,0.0,Annual,1.0,20038.52,0.0,20038.52,Low
501426,100531,14000.65,JOD,2014-09-09,0.0,Monthly,1.41,19740.92,0.0,19740.92,Low
501427,100531,14854.88,JOD,2021-05-08,0.0,Monthly,1.41,20945.38,0.0,20945.38,Low
501428,100532,375140.43,USD,2018-10-07,6725.88,Annual,1.0,375140.43,6725.88,375140.43,Executive
501429,100532,386247.42,USD,2019-05-14,42570.1,Annual,1.0,386247.42,42570.1,386247.42,Executive
501430,100532,422779.0,USD,2020-10-03,49906.99,Annual,1.0,422779.0,49906.99,422779.0,Executive
501431,100532,443982.49,USD,2024-07-27,72582.49,Annual,1.0,443982.49,72582.49,443982.49,Executive
501432,100533,62141.94,USD,2015-01-22,6954.42,Annual,1.0,62141.94,6954.42,62141.94,Medium
501433,100533,64334.0,USD,2017-04-15,7615.46,Annual,1.0,64334.0,7615.46,64334.0,Medium
501434,100533,335296.29,USD,2021-07-18,,Annual,1.0,335296.29,,335296.29,Executive
501435,100533,356597.08,USD,2022-09-07,8974.29,Annual,1.0,356597.08,8974.29,356597.08,Executive
501436,100534,22240.25,USD,2018-06-11,0.0,Annual,1.0,22240.25,0.0,22240.25,Low
501437,100534,23497.74,USD,2021-10-04,0.0,Annual,1.0,23497.74,0.0,23497.74,Low
501438,100535,79395.19,USD,2019-11-20,13719.43,Annual,1.0,79395.19,13719.43,79395.19,High
501439,100535,84143.39,USD,2022-05-30,3818.99,Monthly,1.0,84143.39,3818.99,84143.39,High
501440,100535,86318.64,USD,2023-03-09,6174.19,Annual,1.0,86318.64,6174.19,86318.64,High
501441,100535,92329.55,USD,2023-09-28,12963.07,Annual,1.0,92329.55,12963.07,92329.55,High
501442,100535,100308.0,USD,2024-03-01,10201.12,Annual,1.0,100308.0,10201.12,100308.0,High
501443,100536,34781.6,USD,2023-10-31,1236.37,Monthly,1.0,34781.6,1236.37,34781.6,Medium
501444,100537,24065.46,USD,2020-03-23,0.0,Annual,1.0,24065.46,0.0,24065.46,Low
501445,100537,26239.28,USD,2024-09-08,0.0,Annual,1.0,26239.28,0.0,26239.28,Low
501446,100538,28990.78,USD,2017-07-16,0.0,Annual,1.0,28990.78,0.0,28990.78,Low
501447,100538,30522.95,USD,2018-09-25,0.0,Annual,1.0,30522.95,0.0,30522.95,Medium
501448,100539,,USD,2021-06-12,7939.83,Annual,1.0,,7939.83,,Unknown
501449,100539,65689.97,USD,2021-10-16,8646.64,Annual,1.0,65689.97,8646.64,65689.97,Medium
501450,100539,69431.58,USD,2022-03-19,6902.45,Annual,1.0,69431.58,6902.45,69431.58,Medium
501451,100539,74624.14,USD,2025-07-10,10282.47,Monthly,1.0,74624.14,10282.47,74624.14,High
501452,100540,31606.27,AED,2019-05-14,0.0,Annual,0.27,8533.69,0.0,8533.69,Low
501453,100540,33515.34,USD,2022-02-03,0.0,Annual,1.0,33515.34,0.0,33515.34,Medium
501454,100540,35096.61,EGP,2025-05-09,0.0,Annual,0.021,,0.0,,Unknown
501455,100541,36545.15,USD,2025-04-05,6125.38,Annual,1.0,36545.15,6125.38,36545.15,Medium
501456,100541,,USD,2025-06-03,1177.25,Annual,1.0,,1177.25,,Unknown
501457,100541,40445.06,USD,2025-12-11,1659.18,Annual,1.0,40445.06,1659.18,40445.06,Medium
501458,100542,53136.0,USD,2025-08-28,8409.62,Monthly,1.0,53136.0,8409.62,53136.0,Medium
501459,100542,,USD,2025-09-24,7929.06,Annual,1.0,,7929.06,,Unknown
501460,100543,19123.28,USD,2020-10-19,0.0,Annual,1.0,19123.28,0.0,19123.28,Low
501461,100543,20577.65,AED,2022-03-29,0.0,Annual,0.27,5555.97,0.0,5555.97,Low
501462,100543,22207.8,INR,2022-04-02,0.0,Monthly,0.012,,0.0,,Unknown
501463,100543,23889.74,AED,2023-07-02,0.0,Annual,0.27,6450.23,0.0,6450.23,Low
501464,100543,25582.74,USD,2025-07-04,0.0,Annual,1.0,25582.74,0.0,25582.74,Low
501465,100544,78563.2,JOD,2025-04-30,3439.87,Annual,1.41,110774.11,4850.22,110774.11,High
501466,100544,83937.0,USD,2025-09-27,3310.43,Annual,1.0,83937.0,3310.43,83937.0,High
501467,100544,90214.66,USD,2026-02-05,11270.9,Annual,1.0,90214.66,11270.9,90214.66,High
501468,100545,25117.74,EGP,2024-09-16,0.0,Annual,0.021,,0.0,,Unknown
501469,100545,27444.02,USD,2025-01-22,0.0,Monthly,1.0,27444.02,0.0,27444.02,Low
501470,100545,28345.04,USD,2025-12-31,-0.0,Monthly,1.0,28345.04,-0.0,28345.04,Low
501471,100546,33008.38,USD,2025-09-23,3561.88,Annual,1.0,33008.38,3561.88,33008.38,Medium
501472,100547,39388.12,USD,2026-01-14,2505.5,Monthly,1.0,39388.12,2505.5,39388.12,Medium
501473,100547,41914.11,USD,2026-03-23,2802.65,Monthly,1.0,41914.11,2802.65,41914.11,Medium
501474,100548,,USD,2018-05-03,0.0,Annual,1.0,,0.0,,Unknown
501475,100549,32076.89,USD,2018-01-05,0.0,Annual,1.0,32076.89,0.0,32076.89,Medium
501476,100550,16210.07,USD,,0.0,Monthly,1.0,16210.07,0.0,16210.07,Low
501477,100550,17188.19,JOD,2023-12-17,0.0,Annual,1.41,24235.35,0.0,24235.35,Low
501478,100550,17837.81,USD,2024-10-16,0.0,Annual,1.0,17837.81,0.0,17837.81,Low
501479,100551,13010.48,USD,2025-10-02,0.0,Annual,1.0,13010.48,0.0,13010.48,Low
501480,100552,33381.06,USD,2023-11-13,3597.72,Annual,1.0,33381.06,3597.72,33381.06,Medium
501481,100552,36045.67,USD,2024-01-20,5345.08,Annual,1.0,36045.67,5345.08,36045.67,Medium
501482,100553,14371.17,USD,2023-02-26,0.0,Annual,1.0,14371.17,0.0,14371.17,Low
501483,100553,15343.83,INR,2025-04-27,0.0,Annual,0.012,,0.0,,Unknown
501484,100554,29483.4,USD,2025-01-10,3585.16,Annual,1.0,29483.4,3585.16,29483.4,Low
501485,100555,36000.0,USD,2023-11-10,3318.59,Annual,1.0,36000.0,3318.59,36000.0,Medium
501486,100555,37764.46,USD,2023-12-23,5539.37,Annual,1.0,37764.46,5539.37,37764.46,Medium
501487,100555,40966.47,USD,2025-10-14,2029.83,Annual,1.0,40966.47,2029.83,40966.47,Medium
501488,100555,,USD,2026-04-30,6406.03,Annual,1.0,,6406.03,,Unknown
501489,100556,28687.07,USD,2017-05-21,0.0,Annual,1.0,28687.07,0.0,28687.07,Low
501490,100556,30651.04,USD,2020-03-03,0.0,Annual,1.0,30651.04,0.0,30651.04,Medium
501491,100556,33120.84,EGP,2023-01-03,0.0,Annual,0.021,,0.0,,Unknown
501492,100556,35128.85,USD,2024-01-17,0.0,Annual,1.0,35128.85,0.0,35128.85,Medium
501493,100556,36967.41,AED,2026-01-17,0.0,Annual,0.27,9981.2,0.0,9981.2,Low
501494,100557,26697.79,USD,2023-05-02,1610.38,Annual,1.0,26697.79,1610.38,26697.79,Low
501495,100557,27621.55,USD,2024-04-22,3618.53,Annual,1.0,27621.55,3618.53,27621.55,Low
501496,100558,,USD,2019-02-27,28543.48,Annual,1.0,,28543.48,,Unknown
501497,100558,186718.06,INR,2022-05-01,30857.15,Annual,0.012,,370.29,,Unknown
501498,100558,199363.27,JOD,2022-09-17,26039.17,Annual,1.41,281102.21,36715.23,281102.21,Executive
501499,100558,210040.86,USD,2023-11-05,23303.38,Annual,1.0,210040.86,23303.38,210040.86,Executive
501500,100559,20718.88,USD,2025-07-29,0.0,Annual,1.0,20718.88,0.0,20718.88,Low
501501,100560,37091.67,USD,2026-02-21,,Annual,1.0,37091.67,,37091.67,Medium
501502,100560,39213.75,USD,2026-04-08,4764.5,Annual,1.0,39213.75,4764.5,39213.75,Medium
501503,100561,17367.59,USD,2018-04-30,0.0,Annual,1.0,17367.59,0.0,17367.59,Low
501504,100561,85477.77,USD,2020-02-19,0.0,Monthly,1.0,85477.77,0.0,85477.77,High
501505,100561,92992.39,USD,2020-06-07,0.0,Annual,1.0,92992.39,0.0,92992.39,High
501506,100561,96148.25,USD,2024-05-15,0.0,Annual,1.0,96148.25,0.0,96148.25,High
501507,100561,,USD,2025-07-13,0.0,Monthly,1.0,,0.0,,Unknown
501508,100562,22065.06,USD,2022-01-11,0.0,Annual,1.0,22065.06,0.0,22065.06,Low
501509,100562,23364.74,USD,2023-06-20,0.0,Annual,1.0,23364.74,0.0,23364.74,Low
501510,100562,24698.82,USD,2023-09-02,0.0,Annual,1.0,24698.82,0.0,24698.82,Low
501511,100562,,USD,2024-10-29,0.0,Annual,1.0,,0.0,,Unknown
501512,100562,,USD,1900-01-01,0.0,Annual,1.0,,0.0,,Unknown
501513,100563,174064.28,USD,2016-03-23,12913.21,Annual,1.0,174064.28,12913.21,174064.28,Executive
501514,100563,180046.59,USD,2016-04-08,5685.84,Annual,1.0,180046.59,5685.84,180046.59,Executive
501515,100563,196772.44,USD,2020-10-26,11605.16,Annual,1.0,196772.44,11605.16,196772.44,Executive
501516,100563,202833.42,USD,2023-11-21,32443.31,Annual,1.0,202833.42,32443.31,202833.42,Executive
501517,100563,213698.75,USD,2025-12-03,28202.3,Annual,1.0,213698.75,28202.3,213698.75,Executive
501518,100564,40547.68,USD,2018-06-20,5467.91,Annual,1.0,40547.68,5467.91,40547.68,Medium
501519,100565,62115.95,USD,2022-04-06,4715.12,Annual,1.0,62115.95,4715.12,62115.95,Medium
501520,100565,64410.03,USD,2022-06-26,2559.2,Annual,1.0,64410.03,2559.2,64410.03,Medium
501521,100565,70105.21,USD,2024-02-14,8795.65,Annual,1.0,70105.21,8795.65,70105.21,High
501522,100566,141445.0,EGP,2019-09-16,17902.83,Monthly,0.021,,375.96,,Unknown
501523,100566,148016.86,USD,2021-02-07,24653.99,Annual,1.0,148016.86,24653.99,148016.86,Executive
501524,100567,19181.1,USD,2022-08-20,0.0,Annual,1.0,19181.1,0.0,19181.1,Low
501525,100567,20980.97,EGP,2023-07-10,0.0,Monthly,0.021,,0.0,,Unknown
501526,100567,22968.18,USD,2024-11-07,0.0,Annual,1.0,22968.18,0.0,22968.18,Low
501527,100568,15103.54,USD,2023-01-31,0.0,Annual,1.0,15103.54,0.0,15103.54,Low
501528,100568,15606.52,JOD,2025-12-19,0.0,Annual,1.41,22005.19,0.0,22005.19,Low
501529,100568,16790.36,USD,2026-01-23,0.0,Annual,1.0,16790.36,0.0,16790.36,Low
501530,100569,13107.36,USD,2020-11-21,0.0,Annual,1.0,13107.36,0.0,13107.36,Low
501531,100569,13526.3,USD,2022-02-08,0.0,Annual,1.0,13526.3,0.0,13526.3,Low
501532,100570,83544.81,INR,2018-10-11,13421.97,Annual,0.012,,161.06,,Unknown
501533,100571,61924.0,USD,2018-11-06,6745.28,Annual,1.0,61924.0,6745.28,61924.0,Medium
501534,100571,65693.74,USD,2021-11-19,10806.56,Annual,1.0,65693.74,10806.56,65693.74,Medium
501535,100571,67629.12,USD,2024-10-07,1578.49,Annual,1.0,67629.12,1578.49,67629.12,Medium
501536,100571,73210.31,USD,2025-11-05,8638.85,Annual,1.0,73210.31,8638.85,73210.31,High
501537,100572,,USD,2024-09-10,2612.86,Annual,1.0,,2612.86,,Unknown
501538,100572,57068.21,USD,2024-10-11,7570.5,Monthly,1.0,57068.21,7570.5,57068.21,Medium
501539,100573,42475.46,USD,2022-02-15,4887.89,Annual,1.0,42475.46,4887.89,42475.46,Medium
501540,100573,,USD,2023-06-01,7259.91,Annual,1.0,,7259.91,,Unknown
501541,100574,38079.02,USD,2018-03-30,6582.95,Annual,1.0,38079.02,6582.95,38079.02,Medium
501542,100574,41578.95,INR,2018-07-23,3371.3,Monthly,0.012,,40.46,,Unknown
501543,100574,45281.74,USD,2021-04-27,2496.67,Monthly,1.0,45281.74,2496.67,45281.74,Medium
501544,100574,5680.98,USD,2023-12-29,5390.17,Annual,1.0,5680.98,5390.17,5680.98,Low
501545,100575,66986.52,USD,2018-12-28,8555.82,Monthly,1.0,66986.52,8555.82,66986.52,Medium
501546,100575,69600.79,USD,2019-05-19,10776.86,Annual,1.0,69600.79,10776.86,69600.79,Medium
501547,100575,75108.46,USD,2021-07-08,12598.91,Annual,1.0,75108.46,12598.91,75108.46,High
501548,100576,23274.06,USD,2017-10-24,0.0,Annual,1.0,23274.06,0.0,23274.06,Low
501549,100576,25462.56,USD,2020-01-04,0.0,Monthly,1.0,25462.56,0.0,25462.56,Low
501550,100576,26651.84,USD,2020-10-07,0.0,Monthly,1.0,26651.84,0.0,26651.84,Low
501551,100576,29124.07,USD,2021-01-01,0.0,Monthly,1.0,29124.07,0.0,29124.07,Low
501552,100577,58700.43,USD,2025-10-25,3279.81,Annual,1.0,58700.43,3279.81,58700.43,Medium
501553,100577,60719.97,USD,2026-04-10,9327.41,Annual,1.0,60719.97,9327.41,60719.97,Medium
501554,100577,65192.34,USD,2026-04-25,6379.81,Annual,1.0,65192.34,6379.81,65192.34,Medium
501555,100578,69694.48,AED,2016-04-18,3619.54,Monthly,0.27,18817.51,977.28,18817.51,Low
501556,100578,74332.72,USD,2016-12-30,5209.13,Annual,1.0,74332.72,5209.13,74332.72,High
501557,100578,78581.71,USD,2018-12-10,4854.71,Annual,1.0,78581.71,4854.71,78581.71,High
501558,100578,84418.69,USD,2019-09-29,1744.04,Annual,1.0,84418.69,1744.04,84418.69,High
501559,100578,,USD,2020-03-16,10026.3,Annual,1.0,,10026.3,,Unknown
501560,100579,40209.14,USD,2023-10-28,0.0,Annual,1.0,40209.14,0.0,40209.14,Medium
501561,100579,41467.97,EGP,2024-01-31,0.0,Annual,0.021,,0.0,,Unknown
501562,100579,42989.69,EGP,2025-07-25,0.0,Annual,0.021,,0.0,,Unknown
501563,100580,13971.86,USD,2017-12-09,0.0,Annual,1.0,13971.86,0.0,13971.86,Low
501564,100581,113556.4,INR,2017-09-22,6086.73,Annual,0.012,,73.04,,Unknown
501565,100581,119527.0,USD,2019-09-04,,Annual,1.0,119527.0,,119527.0,High
501566,100581,126579.84,USD,2022-11-05,21387.63,Annual,1.0,126579.84,21387.63,126579.84,Executive
501567,100582,43470.91,USD,2025-12-14,0.0,Annual,1.0,43470.91,0.0,43470.91,Medium
501568,100583,13244.25,USD,2019-01-12,0.0,Annual,1.0,13244.25,0.0,13244.25,Low
501569,100583,13913.69,USD,2019-04-13,0.0,Annual,1.0,13913.69,0.0,13913.69,Low
501570,100583,14602.48,EGP,2022-07-17,0.0,Annual,0.021,,0.0,,Unknown
501571,100584,86630.41,USD,2021-08-14,0.0,Annual,1.0,86630.41,0.0,86630.41,High
501572,100584,93949.99,USD,2021-09-15,0.0,Monthly,1.0,93949.99,0.0,93949.99,High
501573,100585,93410.0,EGP,2016-06-01,2506.35,Annual,0.021,,52.63,,Unknown
501574,100585,97210.07,USD,2020-11-19,17350.89,Annual,1.0,97210.07,17350.89,97210.07,High
501575,100585,101809.0,JOD,2024-11-19,13466.63,Annual,1.41,143550.69,18987.95,143550.69,Executive
501576,100585,104929.49,USD,2024-11-22,18303.57,Annual,1.0,104929.49,18303.57,104929.49,High
501577,100586,55852.04,JOD,2018-11-25,3063.18,Annual,1.41,78751.38,4319.08,78751.38,High
501578,100586,57460.0,USD,2020-06-01,2898.38,Annual,1.0,57460.0,2898.38,57460.0,Medium
501579,100586,62368.83,INR,2022-10-06,6544.33,Annual,0.012,,78.53,,Unknown
501580,100586,67008.87,USD,2024-06-06,9177.41,Annual,1.0,67008.87,9177.41,67008.87,Medium
501581,100586,71578.43,USD,2025-01-12,8923.0,Annual,1.0,71578.43,8923.0,71578.43,High
501582,100587,35516.11,JOD,2020-01-28,2205.01,Annual,1.41,50077.72,3109.06,50077.72,Medium
501583,100587,37850.74,EGP,2025-11-18,4852.37,Annual,0.021,,101.9,,Unknown
501584,100588,130741.09,USD,2022-04-12,11428.43,Monthly,1.0,130741.09,11428.43,130741.09,Executive
501585,100588,136568.88,EGP,2024-08-22,6419.19,Annual,0.021,,134.8,,Unknown
501586,100588,148561.73,AED,2024-11-19,6645.58,Annual,0.27,40111.67,1794.31,40111.67,Medium
501587,100588,152957.92,USD,2025-09-24,7512.67,Annual,1.0,152957.92,7512.67,152957.92,Executive
501588,100588,157019.61,USD,2025-12-12,3625.49,Annual,1.0,157019.61,3625.49,157019.61,Executive
501589,100589,19801.42,USD,2015-11-01,0.0,Annual,1.0,19801.42,0.0,19801.42,Low
501590,100589,21217.99,USD,2020-08-31,0.0,Monthly,1.0,21217.99,0.0,21217.99,Low
501591,100590,26376.44,USD,2020-08-29,4432.51,Monthly,1.0,26376.44,4432.51,26376.44,Low
501592,100590,28407.84,USD,2023-05-08,2221.74,Annual,1.0,28407.84,2221.74,28407.84,Low
501593,100590,29888.86,USD,2025-08-20,2149.11,Annual,1.0,29888.86,2149.11,29888.86,Low
501594,100591,15358.31,EGP,2024-02-17,0.0,Annual,0.021,,0.0,,Unknown
501595,100591,76458.39,USD,2024-12-27,0.0,Annual,1.0,76458.39,0.0,76458.39,High
501596,100591,79670.27,AED,2025-07-22,0.0,Annual,0.27,21510.97,0.0,21510.97,Low
501597,100592,19908.81,INR,2023-04-07,0.0,Annual,0.012,,0.0,,Unknown
501598,100592,21515.43,USD,2023-11-28,0.0,Annual,1.0,21515.43,0.0,21515.43,Low
501599,100592,23417.79,USD,2024-09-01,0.0,Annual,1.0,23417.79,0.0,23417.79,Low
501600,100592,24390.15,USD,2024-06-11,-0.0,Monthly,1.0,24390.15,-0.0,24390.15,Low
501601,100592,25997.91,USD,2025-12-03,0.0,Annual,1.0,25997.91,0.0,25997.91,Low
501602,100593,15164.31,USD,2023-10-28,0.0,Annual,1.0,15164.31,0.0,15164.31,Low
501603,100594,25722.04,JOD,2019-04-13,0.0,Annual,1.41,36268.08,0.0,36268.08,Medium
501604,100594,27526.38,USD,2025-03-04,0.0,Monthly,1.0,27526.38,0.0,27526.38,Low
501605,100594,29324.14,USD,2025-12-04,0.0,Annual,1.0,29324.14,0.0,29324.14,Low
501606,100595,67493.61,USD,2019-03-17,9831.62,Monthly,1.0,67493.61,9831.62,67493.61,Medium
501607,100595,72922.44,USD,2020-03-06,5855.24,Annual,1.0,72922.44,5855.24,72922.44,High
501608,100595,77196.9,AED,2023-07-06,10683.67,Annual,0.27,20843.16,2884.59,20843.16,Low
501609,100595,400538.46,AED,2025-08-25,11342.79,Annual,0.27,108145.38,3062.55,108145.38,High
501610,100596,21588.45,USD,2021-08-11,0.0,Annual,1.0,21588.45,0.0,21588.45,Low
501611,100597,16488.86,USD,2025-11-21,0.0,Annual,1.0,16488.86,0.0,16488.86,Low
501612,100597,17675.91,USD,2026-01-19,0.0,Annual,1.0,17675.91,0.0,17675.91,Low
501613,100598,59000.0,USD,2018-09-15,7315.26,Annual,1.0,59000.0,7315.26,59000.0,Medium
501614,100598,62957.4,USD,2018-11-04,5276.73,Annual,1.0,62957.4,5276.73,62957.4,Medium
