review_id,employee_id,review_date,performance_score,manager_score,goals_met_percentage,promotion_recommended,reviewer_id,performance_category
700975,100406,2022-05-18,4.16,4.29,98.7,False,100376,Strong Performer
700976,100406,2024-02-04,3.76,3.86,79.2,False,100376,Strong Performer
700977,100406,2025-05-26,4.54,4.03,92.7,False,100376,High Performer
700978,100407,2023-06-30,5.0,4.66,,True,100122,High Performer
700979,100407,2023-12-20,4.06,3.44,78.4,True,100122,Strong Performer
700980,100407,2025-01-26,4.56,4.51,79.4,True,100122,High Performer
700981,100408,2021-06-29,3.8,3.07,91.7,False,101823,Strong Performer
700982,100408,2022-02-19,3.66,3.11,52.5,False,101128,Strong Performer
700983,100408,2024-06-01,4.09,4.26,88.4,False,100213,Strong Performer
700984,100409,2022-03-11,3.35,3.13,89.3,False,100375,Meets Expectations
700985,100410,2022-02-13,4.62,4.84,92.0,False,100161,High Performer
700986,100410,2022-12-23,4.17,4.5,,True,100758,Strong Performer
700987,100410,2023-02-20,4.64,4.45,93.6,True,100802,High Performer
700988,100411,2023-02-25,1.86,2.29,36.1,False,100156,Low Performer
700989,100411,2023-04-04,2.44,2.17,35.3,False,100156,Low Performer
700990,100413,2023-02-24,3.37,3.85,75.8,False,100056,Meets Expectations
700991,100413,2023-04-18,3.35,3.79,67.7,False,100056,Meets Expectations
700992,100414,2023-04-22,3.51,3.07,48.9,False,100059,Strong Performer
700993,100414,2025-09-11,4.18,3.99,85.0,False,100059,Strong Performer
700994,100415,2024-05-22,4.04,3.79,66.8,True,100354,Strong Performer
700995,100415,2024-07-30,3.99,3.69,60.0,False,100354,Strong Performer
700996,100415,2024-08-24,3.35,3.87,75.2,False,100354,Meets Expectations
700997,100415,2025-08-01,4.11,4.79,90.1,True,100354,Strong Performer
700998,100416,2023-01-12,3.57,3.86,55.8,False,100318,Strong Performer
700999,100416,2024-01-30,2.93,3.59,67.2,False,100318,Meets Expectations
701000,100416,2024-06-04,3.97,4.56,89.7,False,100318,Strong Performer
701001,100417,2025-06-10,4.56,4.53,99.8,True,100286,High Performer
701002,100417,2025-06-17,4.96,3.86,96.5,False,100286,High Performer
701003,100417,2025-08-17,,4.93,83.3,False,100286,Unknown
701004,100418,2025-10-06,2.2,2.04,44.7,False,100063,Low Performer
701005,100418,2025-10-16,2.78,2.55,67.3,False,100063,Meets Expectations
701006,100418,2025-11-02,2.01,1.54,20.0,False,100063,Low Performer
701007,100418,2025-12-14,2.41,2.51,38.9,False,100063,Low Performer
701008,100419,2023-05-30,3.75,3.38,66.3,False,100217,Strong Performer
701009,100419,2025-03-02,3.41,3.46,57.5,False,100217,Meets Expectations
701010,100420,2021-10-27,2.02,2.21,54.0,False,101213,Low Performer
701011,100420,2023-02-01,3.18,3.58,70.1,False,101513,Meets Expectations
701012,100421,2022-12-12,3.79,4.03,79.4,False,100282,Strong Performer
701013,100421,2024-05-07,3.56,4.08,96.3,False,100282,Strong Performer
701014,100421,2025-04-08,4.02,4.11,53.4,True,100282,Strong Performer
701015,100422,2024-09-12,2.9,,,False,100384,Meets Expectations
701016,100423,2024-01-23,3.69,2.91,87.1,False,100115,Strong Performer
701017,100423,2024-11-03,3.68,3.69,76.0,False,100115,Strong Performer
701018,100424,2021-01-23,3.13,3.11,70.2,False,100780,Meets Expectations
701019,100424,2021-03-17,3.36,3.61,74.3,False,100209,Meets Expectations
701020,100424,2021-03-25,3.77,3.81,57.3,False,100550,Strong Performer
701021,100424,2021-05-14,3.3,3.61,59.7,False,101274,Meets Expectations
701022,100425,2022-09-13,3.77,3.48,78.2,False,100185,Strong Performer
701023,100425,2023-01-09,4.46,3.78,,True,101532,Strong Performer
701024,100425,2024-07-09,3.65,4.33,67.7,False,100767,Strong Performer
701025,100425,2026-04-15,3.4,3.88,81.2,False,100512,Meets Expectations
701026,100426,2022-04-26,3.47,3.75,73.2,False,100144,Meets Expectations
701027,100426,2024-12-16,4.01,4.3,77.7,False,100144,Strong Performer
701028,100427,2022-09-22,,3.34,64.0,False,100294,Unknown
701029,100427,2022-11-28,3.43,3.21,64.3,False,100294,Meets Expectations
701030,100428,2024-11-30,2.43,2.29,53.3,False,100240,Low Performer
701031,100428,2025-01-30,1.61,1.0,20.0,False,100240,Low Performer
701032,100428,2025-10-28,1.64,1.18,36.7,False,100240,Low Performer
701033,100429,2022-12-01,3.87,3.81,93.6,True,100312,Strong Performer
701034,100429,2023-02-09,3.8,4.93,79.1,True,100312,Strong Performer
701035,100429,2024-08-24,3.91,4.13,62.9,False,100312,Strong Performer
701036,100430,2022-09-13,2.8,2.98,62.6,False,100057,Meets Expectations
701037,100431,2021-03-10,2.82,2.18,58.0,False,100294,Meets Expectations
701038,100431,2025-09-17,2.41,2.35,47.5,False,100294,Low Performer
701039,100432,2024-12-23,2.7,3.72,49.6,False,100367,Meets Expectations
701040,100432,2025-08-26,3.14,3.65,89.2,False,100367,Meets Expectations
701041,100432,2025-10-23,2.49,2.87,53.9,False,100367,Low Performer
701042,100433,2022-07-12,2.99,3.37,52.2,False,100343,Meets Expectations
701043,100433,2022-07-19,3.53,3.11,62.0,False,100343,Strong Performer
701044,100433,2023-06-06,2.92,3.78,39.8,False,100343,Meets Expectations
701045,100433,2024-05-24,3.12,2.94,72.9,False,100343,Meets Expectations
701046,100434,2022-06-04,4.49,4.18,61.8,True,100079,Strong Performer
701047,100434,2024-07-21,3.7,3.28,76.8,False,100079,Strong Performer
701048,100435,2024-05-13,4.17,4.36,82.0,True,100430,Strong Performer
701049,100436,2021-03-01,3.46,3.11,78.4,False,100183,Meets Expectations
701050,100436,2024-01-24,3.13,3.19,58.7,False,100183,Meets Expectations
701051,100436,2025-02-02,3.39,3.14,86.1,False,100183,Meets Expectations
701052,100436,2025-11-22,3.35,3.0,71.7,False,100183,Meets Expectations
701053,100437,2026-03-17,4.22,3.99,95.4,True,100391,Strong Performer
701054,100438,2021-02-18,3.55,3.13,81.5,False,100306,Strong Performer
701055,100438,2021-10-06,3.73,3.52,51.3,False,100306,Strong Performer
701056,100438,2022-03-09,3.52,2.89,66.9,False,100306,Strong Performer
701057,100438,2022-06-23,4.07,3.83,80.2,False,100306,Strong Performer
701058,100439,2024-10-13,3.64,3.47,68.5,False,100368,Strong Performer
701059,100439,2025-01-31,4.75,4.86,93.0,True,100368,High Performer
701060,100439,2025-08-06,4.8,5.0,,False,100368,High Performer
701061,100440,2022-02-02,3.13,2.66,64.4,False,100122,Meets Expectations
701062,100441,2024-07-04,3.78,3.69,55.9,False,100063,Strong Performer
701063,100441,2024-09-19,2.74,2.48,53.0,False,100063,Meets Expectations
701064,100441,2025-12-18,2.95,3.21,41.7,False,100063,Meets Expectations
701065,100441,2026-02-10,3.27,2.94,73.3,False,100063,Meets Expectations
701066,100442,2021-01-05,4.0,3.1,42.9,False,100391,Strong Performer
701067,100442,2021-01-12,3.98,3.36,66.1,True,100391,Strong Performer
701068,100442,2021-01-26,4.58,4.53,88.1,False,100391,High Performer
701069,100443,2021-02-03,3.15,2.48,52.2,False,100435,Meets Expectations
701070,100443,2021-12-23,3.93,5.0,77.7,True,100435,Strong Performer
701071,100443,2023-09-15,3.06,3.09,48.1,False,100435,Meets Expectations
701072,100444,2022-09-15,4.17,4.45,90.9,False,100426,Strong Performer
701073,100445,2021-01-31,3.1,3.04,67.9,False,100102,Meets Expectations
701074,100445,2021-02-10,2.17,2.33,37.9,False,100102,Low Performer
701075,100445,2021-12-06,2.86,3.74,60.9,False,100102,Meets Expectations
701076,100446,2021-02-10,3.2,3.23,72.7,False,100021,Meets Expectations
701077,100446,2021-03-12,2.7,3.29,33.7,False,100021,Meets Expectations
701078,100446,2021-04-03,3.63,3.68,83.9,False,100021,Strong Performer
701079,100446,2021-04-12,3.77,3.46,76.9,False,100021,Strong Performer
701080,100447,2023-10-25,2.41,2.11,47.5,False,100371,Low Performer
701081,100447,2024-05-05,1.76,1.79,35.9,False,100371,Low Performer
701082,100447,2026-04-17,2.52,2.55,68.4,False,100371,Meets Expectations
701083,100448,2022-01-22,2.37,3.14,53.1,False,100368,Low Performer
701084,100448,2022-07-07,2.28,2.42,42.4,False,100368,Low Performer
701085,100449,2022-05-16,2.11,2.4,26.5,False,100183,Low Performer
701086,100449,2023-03-08,3.05,2.92,48.5,False,100183,Meets Expectations
701087,100449,2026-01-16,2.9,3.3,65.6,False,100183,Meets Expectations
701088,100449,2026-04-21,2.57,2.67,51.9,False,100183,Meets Expectations
701089,100450,2024-08-11,4.28,3.93,85.2,True,100168,Strong Performer
701090,100450,2024-11-13,3.38,3.15,74.8,False,100168,Meets Expectations
701091,100450,2025-02-26,3.45,3.32,78.9,False,100168,Meets Expectations
701092,100450,2025-03-11,3.84,3.87,76.7,False,100168,Strong Performer
701093,100451,2022-02-03,4.22,3.31,81.7,True,100130,Strong Performer
701094,100451,2022-04-20,4.22,4.43,84.4,False,100128,Strong Performer
701095,100451,2025-04-17,3.95,3.78,77.4,False,100287,Strong Performer
701096,100452,2024-09-13,3.64,3.58,56.1,False,100257,Strong Performer
701097,100453,2023-12-20,2.9,3.09,54.7,False,100217,Meets Expectations
701098,100453,2025-01-22,2.56,3.28,65.7,False,100217,Meets Expectations
701099,100454,2021-02-13,3.82,4.24,67.8,True,100210,Strong Performer
701100,100454,2021-10-16,4.54,4.74,,True,100210,High Performer
701101,100454,2022-11-24,3.51,3.66,60.6,False,100210,Strong Performer
701102,100454,2023-10-17,3.75,4.85,91.5,False,100210,Strong Performer
701103,100455,2024-11-12,4.15,3.48,80.7,False,100416,Strong Performer
701104,100455,,3.62,4.04,78.1,False,100416,Strong Performer
701105,100456,2023-03-14,3.69,4.27,71.0,False,100991,Strong Performer
701106,100456,2023-05-27,3.73,3.32,67.8,False,100847,Strong Performer
701107,100456,2023-09-14,4.14,4.92,,False,101574,Strong Performer
701108,100456,2023-12-14,3.23,3.19,88.7,False,101643,Meets Expectations
701109,100457,2024-06-07,3.89,4.18,80.3,False,100184,Strong Performer
701110,100457,2025-06-12,3.79,3.42,77.3,False,100184,Strong Performer
701111,100458,2024-07-17,4.12,4.49,78.4,False,101702,Strong Performer
701112,100458,2025-10-03,4.45,3.53,71.5,False,101102,Strong Performer
701113,100458,2025-12-09,3.53,4.14,90.1,False,101236,Strong Performer
701114,100459,2021-11-06,3.14,,57.1,False,100376,Meets Expectations
701115,100459,2024-03-18,2.82,3.2,59.5,False,100376,Meets Expectations
701116,100459,2025-11-04,2.6,2.58,61.6,False,100376,Meets Expectations
701117,100461,2024-10-30,4.27,4.37,67.3,True,100140,Strong Performer
701118,100461,2024-11-14,4.17,3.79,82.7,False,100140,Strong Performer
701119,100461,2024-11-24,4.68,,84.3,True,100140,High Performer
701120,100461,2025-03-29,3.53,3.0,56.3,False,100140,Strong Performer
701121,100462,2021-07-04,3.98,4.02,71.0,False,100208,Strong Performer
701122,100463,2025-04-18,2.19,1.77,47.4,False,100133,Low Performer
701123,100463,,2.01,2.07,35.0,False,100133,Low Performer
701124,100463,2026-03-01,2.86,,44.0,False,100133,Meets Expectations
701125,100464,2025-03-18,2.55,2.88,33.9,False,100290,Meets Expectations
701126,100464,2025-05-08,2.47,2.7,53.4,False,100290,Low Performer
701127,100464,2025-11-12,2.97,2.83,62.2,False,100290,Meets Expectations
701128,100465,2026-01-15,3.08,2.9,68.6,False,100319,Meets Expectations
701129,100466,2024-11-27,4.69,4.52,88.8,False,100030,High Performer
701130,100466,2025-05-04,4.04,3.69,93.2,True,100030,Strong Performer
701131,100467,2023-06-04,4.11,3.57,64.2,False,100402,Strong Performer
701132,100467,2023-08-23,4.87,5.0,93.5,True,100402,High Performer
701133,100467,2023-10-09,4.23,4.02,70.4,False,100402,Strong Performer
701134,100467,2024-08-02,4.95,5.0,,True,100402,High Performer
701135,100468,2025-05-22,3.51,4.28,84.3,False,100195,Strong Performer
701136,100468,2025-05-31,2.95,2.8,70.9,False,100195,Meets Expectations
701137,100469,2022-09-21,2.94,2.99,55.2,False,100025,Meets Expectations
701138,100469,2023-01-05,3.45,3.05,64.3,False,100025,Meets Expectations
701139,100469,2023-09-10,3.24,1.92,81.1,False,100025,Meets Expectations
701140,100470,2025-09-30,3.89,3.97,84.3,False,100197,Strong Performer
701141,100471,2021-09-05,3.87,3.46,71.3,False,100224,Strong Performer
701142,100471,2021-09-10,4.0,4.66,86.7,False,100224,Strong Performer
701143,100471,2022-12-21,2.92,3.53,48.1,False,100224,Meets Expectations
701144,100472,2022-01-27,3.97,3.93,79.9,False,100107,Strong Performer
701145,100472,2022-04-01,3.59,3.07,66.0,False,100107,Strong Performer
701146,100473,2022-09-13,3.36,3.6,57.2,False,100277,Meets Expectations
701147,100473,2023-01-27,2.81,3.22,51.3,False,100277,Meets Expectations
701148,100473,2024-06-12,3.19,2.89,59.8,False,100277,Meets Expectations
701149,100473,2026-03-11,3.16,3.54,85.1,False,100277,Meets Expectations
701150,100474,2024-03-01,3.67,4.38,61.0,False,100397,Strong Performer
701151,100474,2026-04-30,3.81,5.0,,True,100397,Strong Performer
701152,100475,2021-06-14,1.48,2.38,35.6,False,100318,Low Performer
701153,100475,2021-10-21,1.51,1.59,32.5,False,100318,Low Performer
701154,100475,2021-12-13,1.96,2.01,38.0,False,100318,Low Performer
701155,100475,2022-09-02,2.19,2.16,,False,100318,Low Performer
701156,100476,2021-06-15,3.46,2.97,64.3,False,100056,Meets Expectations
701157,100476,2023-04-14,4.11,3.67,76.9,False,100056,Strong Performer
701158,100476,2023-05-17,4.21,5.0,79.1,True,100056,Strong Performer
701159,100476,2025-12-31,3.57,2.79,65.9,False,100056,Strong Performer
701160,100477,2025-04-21,3.96,4.31,82.1,False,101466,Strong Performer
701161,100477,2026-04-18,3.43,3.59,66.7,False,100491,Meets Expectations
701162,100478,2021-01-19,4.86,5.0,,False,100389,High Performer
701163,100478,2021-11-29,4.45,4.02,88.3,True,100389,Strong Performer
701164,100478,2023-07-05,4.63,5.0,,False,100389,High Performer
701165,100478,2024-06-27,4.67,4.37,80.3,False,100389,High Performer
701166,100479,2022-04-18,4.14,3.9,,False,100073,Strong Performer
701167,100479,2022-07-20,3.57,3.41,67.5,False,100073,Strong Performer
701168,100479,2023-01-19,3.58,3.6,53.8,False,100073,Strong Performer
701169,100479,2023-02-25,3.07,2.63,67.3,False,100073,Meets Expectations
701170,100480,2023-11-05,5.0,5.0,73.1,False,100422,High Performer
701171,100480,2024-01-29,4.39,4.08,82.6,False,100422,Strong Performer
701172,100481,2026-01-22,3.59,,63.1,False,100226,Strong Performer
701173,100481,2026-02-11,3.47,3.38,69.2,False,100226,Meets Expectations
701174,100481,2026-02-14,3.59,3.37,68.3,False,100226,Strong Performer
701175,100481,2026-03-19,3.42,3.65,67.3,False,100226,Meets Expectations
701176,100482,2021-05-27,3.35,2.98,70.9,False,100122,Meets Expectations
701177,100482,2024-09-16,3.99,3.62,78.7,True,100122,Strong Performer
701178,100482,2025-07-30,3.59,3.56,48.6,False,100122,Strong Performer
701179,100482,2025-12-05,4.14,3.68,67.7,False,100122,Strong Performer
701180,100483,2021-01-15,3.19,3.03,79.3,False,100122,Meets Expectations
701181,100483,2021-04-23,3.52,3.76,87.0,False,100122,Strong Performer
701182,100483,2022-02-15,3.59,3.98,54.1,False,100122,Strong Performer
701183,100483,2025-07-10,3.46,3.67,78.2,False,100122,Meets Expectations
701184,100484,2022-07-23,3.43,3.05,54.7,False,100983,Meets Expectations
701185,100484,2023-12-20,3.32,3.66,63.3,False,101225,Meets Expectations
701186,100484,2023-12-21,3.85,3.75,88.5,False,100569,Strong Performer
701187,100484,2024-11-26,2.88,2.35,72.2,False,101388,Meets Expectations
701188,100485,2023-01-30,,3.4,51.0,False,100577,Unknown
701189,100485,2023-09-15,2.6,1.8,47.5,False,100838,Meets Expectations
701190,100485,2023-12-09,3.23,2.94,63.8,False,101436,Meets Expectations
701191,100485,2025-07-21,2.88,2.35,61.4,False,100132,Meets Expectations
701192,100486,2023-09-11,3.7,3.38,70.0,False,100210,Strong Performer
701193,100487,2021-03-15,2.92,3.05,65.6,False,100177,Meets Expectations
701194,100489,2021-05-01,2.51,2.54,61.5,False,100183,Meets Expectations
701195,100489,2021-07-18,2.55,1.72,32.7,False,100183,Meets Expectations
701196,100489,2022-01-30,2.75,2.66,66.7,False,100183,Meets Expectations
701197,100490,2024-05-29,3.76,3.59,67.7,False,100160,Strong Performer
701198,100491,2022-01-21,3.58,3.31,56.2,False,100133,Strong Performer
701199,100491,2022-12-18,3.44,4.91,49.1,False,100133,Meets Expectations
701200,100491,2025-12-29,4.45,4.46,74.0,True,100133,Strong Performer
701201,100492,2021-08-09,4.33,4.82,89.6,True,100089,Strong Performer
701202,100492,2021-10-28,4.37,4.51,81.2,True,100089,Strong Performer
701203,100493,2025-01-19,3.3,3.37,83.6,False,100292,Meets Expectations
701204,100493,2025-02-23,2.78,1.88,48.9,False,100292,Meets Expectations
701205,100493,2025-08-05,2.62,1.8,40.4,False,100292,Meets Expectations
701206,100494,2023-02-20,3.11,2.69,55.9,False,100032,Meets Expectations
701207,100494,2023-03-21,3.13,3.06,64.6,False,100032,Meets Expectations
701208,100495,2021-06-11,2.12,2.03,31.8,False,100355,Low Performer
701209,100495,2025-05-17,1.8,1.39,48.8,False,100355,Low Performer
701210,100496,2026-03-07,3.92,3.74,71.4,True,100064,Strong Performer
701211,100496,2026-03-21,4.03,3.48,70.0,True,100064,Strong Performer
701212,100496,2026-04-08,3.93,3.52,75.8,False,100064,Strong Performer
701213,100496,2026-04-25,3.83,4.37,89.4,True,100064,Strong Performer
701214,100497,2022-10-29,3.7,2.94,86.7,False,100560,Strong Performer
701215,100498,2026-03-13,4.26,4.22,83.6,True,100146,Strong Performer
701216,100498,2026-03-17,3.64,3.42,78.4,False,100146,Strong Performer
701217,100498,2026-04-08,3.69,4.09,78.8,False,100146,Strong Performer
701218,100498,2026-04-11,3.32,2.93,70.4,False,100146,Meets Expectations
701219,100499,2025-09-01,3.24,2.35,34.4,False,100336,Meets Expectations
701220,100499,2026-01-13,3.02,3.45,49.6,False,100336,Meets Expectations
701221,100500,2023-07-04,2.94,2.57,74.5,False,100308,Meets Expectations
701222,100500,2024-12-06,2.97,3.51,56.9,False,100308,Meets Expectations
701223,100500,2025-03-12,2.89,2.07,41.5,False,100308,Meets Expectations
701224,100501,2022-08-16,3.4,2.78,98.6,False,100056,Meets Expectations
701225,100502,2021-02-24,3.23,3.39,,False,100423,Meets Expectations
701226,100502,2021-05-22,3.77,3.45,,False,101115,Strong Performer
701227,100503,2022-10-25,4.39,4.65,80.3,False,101746,Strong Performer
701228,100503,2023-07-01,4.08,3.89,73.9,False,100243,Strong Performer
701229,100503,2024-12-22,3.55,3.09,74.9,False,100218,Strong Performer
701230,100504,2024-11-17,3.03,2.78,66.2,False,100239,Meets Expectations
701231,100506,2025-06-13,3.26,2.56,67.7,False,100126,Meets Expectations
701232,100506,2025-10-16,2.72,3.47,60.5,False,100126,Meets Expectations
701233,100506,2025-11-14,3.09,2.55,56.4,False,100126,Meets Expectations
701234,100507,2025-07-25,2.9,2.03,49.1,False,100499,Meets Expectations
701235,100508,2022-02-11,2.99,2.94,41.2,False,100115,Meets Expectations
701236,100508,2023-10-07,3.98,3.85,91.4,True,100115,Strong Performer
701237,100509,2023-01-17,3.91,3.71,79.9,False,101423,Strong Performer
701238,100510,2025-07-21,2.44,1.9,30.9,False,101081,Low Performer
701239,100510,2025-12-01,2.49,2.65,56.9,False,100548,Low Performer
701240,100510,2026-02-13,2.53,1.59,33.5,False,101662,Meets Expectations
701241,100510,2026-02-25,2.03,2.08,22.2,False,100715,Low Performer
701242,100512,2021-03-10,2.4,2.61,57.6,False,100347,Low Performer
701243,100512,2022-09-07,2.19,2.16,41.0,False,100347,Low Performer
701244,100513,2025-09-01,4.09,2.96,76.6,True,100122,Strong Performer
701245,100513,2025-09-24,3.79,4.38,,False,100122,Strong Performer
701246,100513,2025-09-27,3.15,4.38,79.6,False,100122,Meets Expectations
701247,100515,2021-01-08,3.21,2.75,77.1,False,100630,Meets Expectations
701248,100515,2021-06-26,3.07,1.93,56.9,False,100364,Meets Expectations
701249,100515,2022-06-10,2.72,2.27,47.9,False,101049,Meets Expectations
701250,100515,2024-06-11,2.69,2.09,53.7,False,100815,Meets Expectations
701251,100516,2025-08-25,2.17,2.3,51.8,False,100224,Low Performer
701252,100517,2025-08-31,3.44,3.51,80.5,False,100382,Meets Expectations
701253,100517,2025-11-12,4.1,4.01,82.2,True,100382,Strong Performer
701254,100517,2026-01-31,3.68,3.58,71.0,False,100382,Strong Performer
701255,100518,2021-01-25,2.69,2.74,36.7,False,100181,Meets Expectations
701256,100518,2021-02-03,2.48,2.48,42.2,False,100181,Low Performer
701257,100518,2022-08-10,1.92,1.31,27.9,False,100181,Low Performer
701258,100518,2022-12-01,2.46,2.8,39.8,False,100181,Low Performer
701259,100519,2021-10-07,3.97,3.56,69.3,True,100134,Strong Performer
701260,100519,2024-07-16,4.43,3.7,97.7,False,100798,Strong Performer
701261,100519,2024-11-23,3.78,4.33,59.5,False,101700,Strong Performer
701262,100519,2025-04-09,3.77,3.79,70.2,False,100244,Strong Performer
701263,100520,2022-02-23,4.41,4.66,96.4,True,100167,Strong Performer
701264,100521,2022-07-23,3.59,3.36,61.3,False,100150,Strong Performer
701265,100522,2026-03-24,4.43,4.69,89.3,False,100003,Strong Performer
701266,100522,2026-04-20,3.99,3.68,78.8,False,100003,Strong Performer
701267,100523,2025-08-04,3.39,3.04,72.3,False,100488,Meets Expectations
701268,100523,2025-08-23,2.88,3.26,81.9,False,100488,Meets Expectations
701269,100524,2023-11-20,3.55,2.79,68.3,False,100394,Strong Performer
701270,100524,2024-06-28,3.96,3.54,,True,100394,Strong Performer
701271,100525,2023-12-25,4.12,3.3,88.0,True,100277,Strong Performer
701272,100525,2024-01-04,4.57,4.69,85.4,False,100277,High Performer
701273,100525,2024-02-04,4.75,4.97,,False,100277,High Performer
701274,100526,2024-07-14,3.86,4.16,73.0,True,100437,Strong Performer
701275,100526,2024-08-25,3.31,3.84,86.0,False,100437,Meets Expectations
701276,100527,2025-11-09,3.13,2.95,79.2,False,100122,Meets Expectations
701277,100527,2026-01-10,2.73,2.43,60.8,False,100122,Meets Expectations
701278,100527,2026-03-24,3.05,3.51,59.3,False,100122,Meets Expectations
701279,100527,2026-05-01,2.98,2.3,57.7,False,100122,Meets Expectations
701280,100528,2023-01-26,2.87,3.64,54.9,False,100003,Meets Expectations
701281,100529,2023-02-08,3.47,3.2,51.2,False,100492,Meets Expectations
701282,100530,2022-12-02,4.12,3.72,83.4,False,100529,Strong Performer
701283,100530,2022-12-19,4.36,4.39,85.8,True,100529,Strong Performer
701284,100530,2023-12-01,3.67,3.85,83.4,False,100529,Strong Performer
701285,100530,2025-02-14,4.49,4.23,82.8,True,100529,Strong Performer
701286,100531,2021-09-06,4.34,4.24,57.0,False,100529,Strong Performer
701287,100532,2025-05-04,4.02,4.34,83.2,False,100072,Strong Performer
701288,100533,2022-05-18,4.36,4.26,90.3,True,101685,Strong Performer
701289,100533,2023-04-22,4.04,4.11,93.2,False,100206,Strong Performer
701290,100533,2024-07-28,4.56,4.36,80.6,False,100798,High Performer
701291,100533,2025-03-18,4.43,4.21,82.5,True,100848,Strong Performer
701292,100534,2021-11-04,4.29,4.3,80.1,False,100195,Strong Performer
701293,100534,2023-11-27,4.39,5.0,56.6,False,100195,Strong Performer
701294,100534,2026-04-09,3.91,3.46,61.8,False,100195,Strong Performer
701295,100535,2022-03-23,3.2,,70.0,False,100282,Meets Expectations
701296,100536,2024-06-14,2.4,2.42,63.3,False,100493,Low Performer
701297,100537,2021-07-31,3.49,3.63,47.3,False,100323,Meets Expectations
701298,100537,2024-08-12,3.31,2.72,95.1,False,100323,Meets Expectations
701299,100537,2024-11-27,3.02,2.75,36.7,False,100323,Meets Expectations
701300,100539,2024-06-12,2.73,3.19,46.1,False,100145,Meets Expectations
701301,100539,2025-04-11,3.14,3.38,64.6,False,100145,Meets Expectations
701302,100539,2025-11-17,3.35,2.88,93.1,False,100145,Meets Expectations
701303,100540,2022-11-16,3.47,3.36,75.3,False,100415,Meets Expectations
701304,100540,2023-03-17,3.0,2.35,73.6,False,100415,Meets Expectations
701305,100540,2023-12-06,2.78,2.59,36.1,False,100415,Meets Expectations
701306,100541,2025-10-25,2.96,2.97,51.7,False,100306,Meets Expectations
701307,100542,2025-11-28,2.35,2.52,49.1,False,100212,Low Performer
701308,100542,2026-01-13,3.14,3.13,62.4,False,101003,Meets Expectations
701309,100542,2026-02-07,2.02,1.56,37.7,False,101019,Low Performer
701310,100542,2026-02-21,2.67,2.27,50.5,False,100403,Meets Expectations
701311,100543,2023-06-24,4.69,4.35,81.2,True,100731,High Performer
701312,100543,2024-03-29,4.46,3.92,,True,100637,Strong Performer
701313,100544,2024-09-29,3.47,4.15,81.5,False,100224,Meets Expectations
701314,100544,2024-12-26,2.96,3.15,53.4,False,100224,Meets Expectations
701315,100544,2026-01-10,2.82,3.12,53.0,False,100224,Meets Expectations
701316,100545,2025-02-22,3.24,3.56,60.6,False,100175,Meets Expectations
701317,100545,2025-10-30,3.0,3.0,75.9,False,100175,Meets Expectations
701318,100545,2025-11-25,3.58,3.56,55.9,False,100175,Strong Performer
701319,100545,2026-03-30,2.9,2.94,65.9,False,100175,Meets Expectations
701320,100546,2023-11-24,3.65,3.59,72.6,False,100394,Strong Performer
701321,100547,2026-04-27,3.69,3.84,74.8,False,100289,Strong Performer
701322,100547,2026-04-27,2.91,2.96,71.1,False,100289,Meets Expectations
701323,100547,2026-04-30,3.49,3.91,56.4,False,100289,Meets Expectations
701324,100549,2023-02-11,2.88,2.56,43.3,False,100365,Meets Expectations
701325,100549,2023-04-11,3.38,3.95,71.3,False,100365,Meets Expectations
701326,100549,2023-12-01,3.07,3.38,70.5,False,100365,Meets Expectations
701327,100549,2024-06-10,3.06,2.72,55.3,False,100365,Meets Expectations
701328,100550,2023-04-21,3.84,3.62,73.0,True,100215,Strong Performer
701329,100551,2023-02-07,2.87,2.42,63.0,False,100022,Meets Expectations
701330,100551,2023-11-26,3.49,3.73,75.4,False,100022,Meets Expectations
701331,100551,2023-12-26,3.98,4.12,53.5,True,100022,Strong Performer
701332,100552,2024-03-28,2.59,1.71,40.8,False,100095,Meets Expectations
701333,100553,2023-06-02,2.83,2.26,55.4,False,100156,Meets Expectations
701334,100554,2025-07-09,2.97,2.39,30.7,False,101316,Meets Expectations
701335,100554,2025-07-26,2.56,2.23,47.9,False,100315,Meets Expectations
701336,100554,2025-12-29,3.71,3.51,84.3,False,100004,Strong Performer
701337,100555,2024-05-05,2.23,1.66,69.8,False,100249,Low Performer
701338,100555,2024-07-23,3.11,2.88,64.4,False,100249,Meets Expectations
701339,100555,2024-12-22,3.38,2.51,68.1,False,100249,Meets Expectations
701340,100556,2025-11-29,4.23,4.36,71.4,True,101581,Strong Performer
701341,100557,2022-10-15,2.93,3.1,67.2,False,100030,Meets Expectations
701342,100558,2022-11-19,2.49,2.29,63.9,False,100336,Low Performer
701343,100558,2023-06-14,3.36,2.87,52.0,False,100336,Meets Expectations
701344,100559,2021-11-17,4.18,3.79,89.9,False,100181,Strong Performer
701345,100559,2023-03-24,4.51,4.58,88.8,False,100181,High Performer
701346,100559,2025-10-07,4.01,4.15,84.9,False,100181,Strong Performer
701347,100561,2025-01-02,2.78,2.06,65.8,False,100282,Meets Expectations
701348,100562,2024-11-02,2.67,2.58,55.5,False,100406,Meets Expectations
701349,100563,2023-09-25,4.36,4.46,,False,100019,Strong Performer
701350,100564,2024-04-10,4.34,3.19,70.5,True,100387,Strong Performer
701351,100564,2024-09-07,3.66,3.08,,False,100387,Strong Performer
701352,100564,2024-11-12,4.0,3.89,93.0,False,100387,Strong Performer
