survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score,overall_satisfaction_score,satisfaction_category
900755,100340,2023-05-22,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900756,100340,2023-10-21,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
900757,100340,2025-07-09,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900758,100341,2022-03-10,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
900759,100341,2023-08-05,4.0,4.0,4.0,4.0,5.0,3.0,4.0,High Satisfaction
900760,100341,2025-07-26,4.0,3.0,4.0,4.0,4.0,4.0,3.83,High Satisfaction
900761,100343,2023-01-01,,4.0,5.0,4.0,,4.0,4.25,Unknown
900762,100343,2024-06-05,4.0,4.0,4.0,5.0,3.0,4.0,4.0,High Satisfaction
900763,100343,2025-12-03,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
900764,100344,2023-11-25,3.0,2.0,2.0,2.0,3.0,3.0,2.5,Medium Satisfaction
900765,100346,2022-01-29,3.0,3.0,4.0,,3.0,4.0,3.4,Medium Satisfaction
900766,100346,2022-10-10,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900767,100346,2022-11-08,4.0,4.0,4.0,5.0,4.0,3.0,4.0,High Satisfaction
900768,100347,2025-11-14,3.0,3.0,4.0,2.0,3.0,2.0,2.83,Medium Satisfaction
900769,100347,2026-01-01,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900770,100347,2026-03-27,3.0,2.0,2.0,3.0,3.0,1.0,2.33,Medium Satisfaction
900771,100349,2026-04-07,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900772,100349,2026-04-21,2.0,2.0,3.0,1.0,3.0,2.0,2.17,Low Satisfaction
900773,100349,2026-04-28,3.0,3.0,2.0,4.0,2.0,2.0,2.67,Medium Satisfaction
900774,100350,2025-09-26,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900775,100350,2025-11-27,4.0,4.0,,4.0,3.0,4.0,3.8,High Satisfaction
900776,100350,2026-04-10,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900777,100352,2023-01-28,3.0,3.0,4.0,4.0,4.0,3.0,3.5,Medium Satisfaction
900778,100352,2026-01-09,3.0,3.0,4.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900779,100352,2026-02-22,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900780,100353,2023-07-11,4.0,3.0,3.0,4.0,5.0,4.0,3.83,High Satisfaction
900781,100353,2023-11-08,2.0,2.0,2.0,2.0,1.0,1.0,1.67,Low Satisfaction
900782,100353,2024-01-06,3.0,3.0,4.0,2.0,3.0,2.0,2.83,Medium Satisfaction
900783,100354,2023-04-12,3.0,4.0,4.0,3.0,3.0,2.0,3.17,Medium Satisfaction
900784,100354,2024-03-10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900785,100354,2024-07-09,5.0,4.0,5.0,5.0,5.0,5.0,4.83,High Satisfaction
900786,100355,2022-12-13,2.0,1.0,2.0,2.0,2.0,2.0,1.83,Low Satisfaction
900787,100355,2023-07-16,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
900788,100355,2023-10-23,1.0,1.0,2.0,1.0,1.0,1.0,1.17,Low Satisfaction
900789,100356,2024-03-27,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900790,100357,2022-05-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
900791,100357,2022-10-16,4.0,4.0,5.0,3.0,5.0,,4.2,High Satisfaction
900792,100359,2022-09-16,4.0,3.0,4.0,4.0,4.0,4.0,3.83,High Satisfaction
900793,100359,2025-06-05,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
900794,100360,2025-05-07,1.0,1.0,1.0,1.0,1.0,2.0,1.17,Low Satisfaction
900795,100361,2023-06-04,3.0,4.0,4.0,3.0,3.0,3.0,3.33,Medium Satisfaction
900796,100361,2023-06-04,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900797,100361,2023-07-14,3.0,3.0,4.0,4.0,4.0,4.0,3.67,Medium Satisfaction
900798,100361,2025-02-02,3.0,3.0,4.0,4.0,2.0,,3.2,Medium Satisfaction
900799,100362,2022-11-11,3.0,3.0,,3.0,4.0,3.0,3.2,Medium Satisfaction
900800,100362,2023-01-24,3.0,3.0,3.0,3.0,3.0,4.0,3.17,Medium Satisfaction
900801,100362,2024-03-23,4.0,3.0,4.0,4.0,4.0,3.0,3.67,High Satisfaction
900802,100362,2024-06-10,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900803,100363,2022-06-29,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
900804,100363,2025-11-26,4.0,3.0,3.0,4.0,4.0,2.0,3.33,High Satisfaction
900805,100364,2022-05-24,5.0,4.0,4.0,5.0,5.0,4.0,4.5,High Satisfaction
900806,100364,2023-06-23,4.0,4.0,,4.0,4.0,4.0,4.0,High Satisfaction
900807,100364,2023-12-13,3.0,,4.0,,,,3.5,Medium Satisfaction
900808,100364,2025-01-03,4.0,4.0,2.0,2.0,3.0,2.0,2.83,High Satisfaction
900809,100365,2024-12-30,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
900810,100366,2024-01-23,4.0,4.0,4.0,3.0,5.0,4.0,4.0,High Satisfaction
900811,100366,2025-06-18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900812,100366,2026-01-06,4.0,3.0,3.0,4.0,4.0,3.0,3.5,High Satisfaction
900813,100366,2026-04-15,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900814,100367,2025-10-21,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900815,100367,2026-02-16,3.0,2.0,3.0,,4.0,3.0,3.0,Medium Satisfaction
900816,100368,2022-05-11,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900817,100368,2023-01-04,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
900818,100368,2023-12-15,4.0,3.0,5.0,4.0,4.0,3.0,3.83,High Satisfaction
900819,100368,2024-09-23,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
900820,100369,2023-11-05,4.0,3.0,3.0,3.0,3.0,4.0,3.33,High Satisfaction
900821,100369,2025-06-09,4.0,3.0,5.0,4.0,3.0,3.0,3.67,High Satisfaction
900822,100370,2025-06-23,3.0,,3.0,2.0,3.0,3.0,2.8,Medium Satisfaction
900823,100370,2025-08-12,3.0,3.0,3.0,2.0,2.0,3.0,2.67,Medium Satisfaction
900824,100370,2025-12-25,2.0,3.0,3.0,2.0,3.0,2.0,2.5,Low Satisfaction
900825,100371,2023-11-19,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
900826,100372,2024-10-27,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
900827,100372,2025-06-16,3.0,3.0,3.0,4.0,4.0,3.0,3.33,Medium Satisfaction
900828,100373,2026-03-30,4.0,4.0,4.0,3.0,3.0,3.0,3.5,High Satisfaction
900829,100374,2022-10-10,4.0,4.0,4.0,3.0,4.0,3.0,3.67,High Satisfaction
900830,100374,2023-05-31,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
900831,100374,2025-03-30,4.0,5.0,3.0,5.0,3.0,4.0,4.0,High Satisfaction
900832,100374,2025-05-09,4.0,3.0,4.0,3.0,5.0,3.0,3.67,High Satisfaction
900833,100376,2023-01-02,3.0,2.0,4.0,2.0,,4.0,3.0,Medium Satisfaction
900834,100377,2023-06-01,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
900835,100377,2024-07-17,5.0,5.0,4.0,5.0,5.0,4.0,4.67,High Satisfaction
900836,100377,2025-07-23,4.0,5.0,4.0,5.0,4.0,4.0,4.33,High Satisfaction
900837,100378,2022-07-31,3.0,2.0,2.0,3.0,3.0,3.0,2.67,Medium Satisfaction
900838,100378,2023-06-23,3.0,2.0,3.0,,2.0,3.0,2.6,Medium Satisfaction
900839,100378,2024-01-26,3.0,4.0,3.0,3.0,3.0,4.0,3.33,Medium Satisfaction
900840,100378,2024-11-24,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900841,100379,2023-02-03,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
900842,100379,2025-10-25,5.0,5.0,5.0,5.0,5.0,,5.0,High Satisfaction
900843,100380,2024-01-30,2.0,2.0,,2.0,1.0,2.0,1.8,Low Satisfaction
900844,100380,2024-04-15,,1.0,1.0,1.0,1.0,1.0,1.0,Unknown
900845,100380,2024-10-22,2.0,1.0,2.0,1.0,1.0,1.0,1.33,Low Satisfaction
900846,100381,2022-06-03,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
900847,100381,2025-10-12,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
900848,100381,2025-10-14,3.0,4.0,3.0,,4.0,3.0,3.4,Medium Satisfaction
900849,100382,2022-05-15,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900850,100382,2024-05-21,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900851,100383,2024-03-03,3.0,4.0,4.0,3.0,3.0,3.0,3.33,Medium Satisfaction
900852,100383,2024-03-14,3.0,,3.0,3.0,2.0,2.0,2.6,Medium Satisfaction
900853,100383,2024-09-02,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900854,100383,2026-03-06,4.0,4.0,,5.0,3.0,3.0,3.8,High Satisfaction
900855,100384,2023-02-03,4.0,4.0,2.0,4.0,3.0,3.0,3.33,High Satisfaction
900856,100384,2024-02-02,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
900857,100384,2026-01-26,4.0,4.0,,4.0,3.0,3.0,3.6,High Satisfaction
900858,100386,2023-11-10,5.0,4.0,4.0,5.0,5.0,5.0,4.67,High Satisfaction
900859,100386,2024-07-10,4.0,4.0,4.0,3.0,5.0,3.0,3.83,High Satisfaction
900860,100387,2022-11-20,4.0,4.0,4.0,4.0,4.0,5.0,4.17,High Satisfaction
900861,100388,2022-01-22,4.0,4.0,3.0,4.0,5.0,4.0,4.0,High Satisfaction
900862,100388,2024-08-19,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900863,100389,2023-03-17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900864,100391,2022-06-14,3.0,3.0,4.0,3.0,2.0,3.0,3.0,Medium Satisfaction
900865,100391,2023-04-26,3.0,4.0,4.0,3.0,4.0,4.0,3.67,Medium Satisfaction
900866,100391,2025-11-15,3.0,3.0,3.0,3.0,2.0,2.0,2.67,Medium Satisfaction
900867,100392,2024-11-01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900868,100392,2025-07-20,3.0,4.0,4.0,,2.0,3.0,3.2,Medium Satisfaction
900869,100392,2026-01-02,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Medium Satisfaction
900870,100393,2023-11-14,5.0,4.0,4.0,5.0,4.0,3.0,4.17,High Satisfaction
900871,100393,2024-05-31,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900872,100393,2025-10-21,4.0,3.0,4.0,5.0,4.0,4.0,4.0,High Satisfaction
900873,100393,2026-01-28,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
900874,100394,2022-07-31,4.0,4.0,3.0,4.0,5.0,4.0,4.0,High Satisfaction
900875,100394,2025-04-08,4.0,3.0,4.0,4.0,4.0,3.0,3.67,High Satisfaction
900876,100395,2025-02-05,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900877,100395,2025-09-18,4.0,4.0,5.0,4.0,5.0,5.0,4.5,High Satisfaction
900878,100395,2026-01-13,4.0,4.0,4.0,4.0,4.0,5.0,4.17,High Satisfaction
900879,100396,2023-09-04,3.0,3.0,3.0,4.0,3.0,,3.2,Medium Satisfaction
900880,100396,2025-05-21,3.0,2.0,3.0,2.0,2.0,2.0,2.33,Medium Satisfaction
900881,100397,2022-10-28,4.0,4.0,3.0,3.0,3.0,,3.4,High Satisfaction
900882,100397,2022-11-02,4.0,3.0,5.0,4.0,4.0,4.0,4.0,High Satisfaction
900883,100398,2024-06-09,3.0,3.0,2.0,3.0,3.0,3.0,2.83,Medium Satisfaction
900884,100398,2025-12-02,4.0,4.0,5.0,4.0,3.0,3.0,3.83,High Satisfaction
900885,100399,2022-01-10,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900886,100399,2023-01-24,2.0,2.0,3.0,3.0,1.0,2.0,2.17,Low Satisfaction
900887,100401,2022-08-24,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900888,100401,2023-11-18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900889,100401,2024-08-02,3.0,2.0,3.0,3.0,2.0,2.0,2.5,Medium Satisfaction
900890,100401,2024-12-01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900891,100402,2022-02-28,4.0,4.0,5.0,3.0,3.0,3.0,3.67,High Satisfaction
900892,100402,2024-11-11,3.0,3.0,4.0,2.0,3.0,4.0,3.17,Medium Satisfaction
900893,100402,2025-09-16,3.0,3.0,2.0,2.0,3.0,3.0,2.67,Medium Satisfaction
900894,100403,2025-04-25,4.0,4.0,4.0,4.0,,4.0,4.0,High Satisfaction
900895,100404,2025-01-05,5.0,5.0,4.0,5.0,5.0,3.0,4.5,High Satisfaction
900896,100405,2022-11-20,3.0,3.0,3.0,2.0,3.0,4.0,3.0,Medium Satisfaction
900897,100405,2025-10-10,3.0,2.0,,3.0,3.0,3.0,2.8,Medium Satisfaction
900898,100405,2026-03-04,2.0,2.0,3.0,3.0,,2.0,2.4,Low Satisfaction
900899,100406,2022-11-13,4.0,4.0,5.0,4.0,5.0,5.0,4.5,High Satisfaction
900900,100406,2023-05-14,3.0,4.0,3.0,4.0,4.0,3.0,3.5,Medium Satisfaction
900901,100406,2025-04-15,4.0,3.0,4.0,,4.0,3.0,3.6,High Satisfaction
900902,100407,2024-08-21,4.0,4.0,3.0,,4.0,3.0,3.6,High Satisfaction
900903,100408,2022-03-18,3.0,3.0,2.0,3.0,2.0,2.0,2.5,Medium Satisfaction
900904,100408,2022-04-01,4.0,2.0,3.0,3.0,3.0,4.0,3.17,High Satisfaction
900905,100408,2022-07-25,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
900906,100408,2023-04-23,3.0,3.0,2.0,2.0,3.0,3.0,2.67,Medium Satisfaction
900907,100411,2023-03-12,3.0,4.0,2.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900908,100412,2026-03-22,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900909,100412,2026-04-06,3.0,3.0,,4.0,3.0,3.0,3.2,Medium Satisfaction
900910,100412,2026-04-13,2.0,2.0,3.0,3.0,2.0,2.0,2.33,Low Satisfaction
900911,100413,2023-10-01,2.0,2.0,3.0,2.0,1.0,2.0,2.0,Low Satisfaction
900912,100414,2022-12-30,4.0,5.0,4.0,5.0,4.0,5.0,4.5,High Satisfaction
900913,100414,2024-03-30,4.0,,3.0,4.0,4.0,3.0,3.6,High Satisfaction
900914,100414,2025-08-07,3.0,4.0,4.0,3.0,4.0,3.0,3.5,Medium Satisfaction
900915,100414,2025-10-13,3.0,3.0,4.0,2.0,3.0,2.0,2.83,Medium Satisfaction
900916,100415,2024-02-17,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
900917,100415,2025-05-23,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900918,100416,2025-06-02,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
900919,100416,2026-02-04,4.0,4.0,5.0,4.0,5.0,4.0,4.33,High Satisfaction
900920,100417,2025-10-07,3.0,3.0,3.0,2.0,2.0,2.0,2.5,Medium Satisfaction
900921,100418,2025-09-22,3.0,3.0,2.0,3.0,3.0,1.0,2.5,Medium Satisfaction
900922,100419,2025-12-04,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900923,100420,2025-05-24,3.0,3.0,2.0,3.0,4.0,3.0,3.0,Medium Satisfaction
900924,100420,2025-08-16,4.0,4.0,5.0,3.0,3.0,4.0,3.83,High Satisfaction
900925,100421,2023-01-03,3.0,4.0,4.0,4.0,3.0,4.0,3.67,Medium Satisfaction
900926,100421,2023-07-24,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900927,100421,2025-09-09,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900928,100422,2022-08-22,4.0,,3.0,5.0,4.0,4.0,4.0,High Satisfaction
900929,100422,2022-09-25,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
900930,100422,2023-02-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
900931,100422,2024-03-06,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
900932,100423,2022-04-09,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900933,100423,2024-05-19,2.0,2.0,2.0,3.0,2.0,1.0,2.0,Low Satisfaction
900934,100423,2024-05-31,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
900935,100425,2025-08-28,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900936,100425,2026-02-17,4.0,3.0,3.0,4.0,3.0,4.0,3.5,High Satisfaction
900937,100426,2022-04-23,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
900938,100427,2024-05-22,3.0,2.0,2.0,3.0,3.0,2.0,2.5,Medium Satisfaction
900939,100428,2023-02-14,2.0,3.0,2.0,2.0,2.0,2.0,2.17,Low Satisfaction
900940,100428,2024-05-22,4.0,,4.0,,3.0,3.0,3.5,High Satisfaction
900941,100428,2026-04-05,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900942,100429,2026-01-28,3.0,3.0,4.0,3.0,3.0,2.0,3.0,Medium Satisfaction
900943,100430,2022-08-22,3.0,3.0,4.0,3.0,2.0,3.0,3.0,Medium Satisfaction
900944,100430,2022-09-24,3.0,3.0,2.0,1.0,3.0,3.0,2.5,Medium Satisfaction
900945,100430,2024-01-22,3.0,4.0,4.0,4.0,4.0,3.0,3.67,Medium Satisfaction
900946,100430,2025-09-22,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
900947,100431,2022-10-02,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
900948,100431,2023-01-03,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900949,100431,2023-06-13,3.0,3.0,4.0,4.0,3.0,3.0,3.33,Medium Satisfaction
900950,100431,2024-02-05,4.0,4.0,3.0,3.0,4.0,2.0,3.33,High Satisfaction
900951,100432,2022-01-03,3.0,3.0,3.0,3.0,5.0,3.0,3.33,Medium Satisfaction
900952,100432,2023-05-08,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
900953,100432,2024-03-04,4.0,4.0,4.0,5.0,5.0,3.0,4.17,High Satisfaction
900954,100433,2022-02-07,2.0,1.0,1.0,2.0,2.0,1.0,1.5,Low Satisfaction
900955,100433,2022-02-09,2.0,2.0,2.0,4.0,1.0,1.0,2.0,Low Satisfaction
900956,100433,2022-10-10,3.0,4.0,3.0,3.0,2.0,3.0,3.0,Medium Satisfaction
900957,100433,2024-10-15,2.0,2.0,2.0,3.0,3.0,2.0,2.33,Low Satisfaction
900958,100434,2022-07-08,4.0,4.0,5.0,4.0,3.0,4.0,4.0,High Satisfaction
900959,100434,2023-06-09,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
900960,100434,2024-06-06,4.0,5.0,5.0,4.0,5.0,4.0,4.5,High Satisfaction
900961,100435,2022-04-18,4.0,4.0,,3.0,5.0,4.0,4.0,High Satisfaction
900962,100435,2025-06-15,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900963,100435,2026-01-22,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
900964,100436,2023-03-11,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
900965,100437,2022-06-28,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
900966,100437,2025-10-18,4.0,4.0,5.0,5.0,4.0,5.0,4.5,High Satisfaction
900967,100437,2025-10-22,4.0,4.0,4.0,3.0,3.0,3.0,3.5,High Satisfaction
900968,100438,2022-12-11,2.0,2.0,2.0,1.0,2.0,2.0,1.83,Low Satisfaction
900969,100439,2023-07-27,4.0,3.0,3.0,4.0,3.0,4.0,3.5,High Satisfaction
900970,100439,2024-09-03,5.0,5.0,4.0,5.0,5.0,5.0,4.83,High Satisfaction
900971,100440,2023-12-15,4.0,3.0,3.0,3.0,3.0,3.0,3.17,High Satisfaction
900972,100440,2026-01-25,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
900973,100441,2024-02-01,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
900974,100441,2024-04-05,4.0,,3.0,4.0,,3.0,3.5,High Satisfaction
900975,100441,2024-06-15,5.0,5.0,4.0,5.0,4.0,5.0,4.67,High Satisfaction
900976,100441,2025-03-27,5.0,,4.0,5.0,5.0,4.0,4.6,High Satisfaction
900977,100444,2023-10-29,2.0,3.0,2.0,3.0,2.0,2.0,2.33,Low Satisfaction
900978,100444,2024-02-07,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
900979,100445,2025-07-20,4.0,5.0,4.0,,3.0,4.0,4.0,High Satisfaction
900980,100445,2025-04-08,4.0,,4.0,4.0,3.0,3.0,3.6,High Satisfaction
900981,100445,2025-08-20,4.0,3.0,4.0,4.0,4.0,3.0,3.67,High Satisfaction
900982,100445,2026-03-17,4.0,4.0,3.0,4.0,3.0,3.0,3.5,High Satisfaction
900983,100447,2023-08-22,3.0,3.0,3.0,4.0,3.0,4.0,3.33,Medium Satisfaction
900984,100447,2023-12-12,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
900985,100447,2025-05-10,4.0,3.0,4.0,4.0,3.0,4.0,3.67,High Satisfaction
900986,100448,2022-12-28,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
900987,100448,2023-06-18,4.0,4.0,4.0,4.0,5.0,3.0,4.0,High Satisfaction
900988,100448,2023-09-06,3.0,3.0,3.0,4.0,4.0,4.0,3.5,Medium Satisfaction
900989,100449,2024-06-18,2.0,3.0,2.0,2.0,3.0,2.0,2.33,Low Satisfaction
900990,100449,2025-04-23,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
900991,100449,2025-07-31,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
900992,100450,2024-11-14,5.0,5.0,4.0,4.0,4.0,5.0,4.5,High Satisfaction
900993,100450,2025-11-11,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
900994,100450,2026-01-30,3.0,4.0,4.0,4.0,3.0,4.0,3.67,Medium Satisfaction
900995,100451,2023-12-22,4.0,4.0,4.0,4.0,4.0,,4.0,High Satisfaction
900996,100452,2025-03-29,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
900997,100453,2022-08-05,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
900998,100453,2024-05-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Low Satisfaction
900999,100453,2024-12-23,1.0,2.0,1.0,1.0,1.0,1.0,1.17,Low Satisfaction
901000,100454,2026-01-29,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
901001,100455,2024-07-15,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
901002,100455,2024-10-17,4.0,4.0,4.0,3.0,3.0,3.0,3.5,High Satisfaction
901003,100456,2023-08-10,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
901004,100456,2023-12-05,2.0,2.0,,3.0,2.0,2.0,2.2,Low Satisfaction
901005,100457,2023-08-25,5.0,5.0,5.0,5.0,4.0,4.0,4.67,High Satisfaction
901006,100457,2024-10-01,4.0,4.0,5.0,5.0,4.0,4.0,4.33,High Satisfaction
901007,100458,2023-09-02,4.0,3.0,4.0,3.0,4.0,5.0,3.83,High Satisfaction
901008,100458,2023-06-28,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
901009,100458,,4.0,3.0,4.0,4.0,3.0,3.0,3.5,High Satisfaction
901010,100459,2025-07-05,5.0,5.0,4.0,4.0,5.0,4.0,4.5,High Satisfaction
901011,100462,2023-07-21,3.0,2.0,4.0,3.0,3.0,2.0,2.83,Medium Satisfaction
901012,100463,2025-06-25,3.0,,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
901013,100463,2025-09-05,2.0,3.0,2.0,2.0,2.0,3.0,2.33,Low Satisfaction
901014,100464,2022-02-02,,3.0,3.0,2.0,3.0,2.0,2.6,Unknown
901015,100464,2022-02-17,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
901016,100464,2023-12-01,3.0,3.0,4.0,2.0,3.0,2.0,2.83,Medium Satisfaction
901017,100465,2025-09-14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
901018,100465,2025-10-25,2.0,2.0,,3.0,3.0,2.0,2.4,Low Satisfaction
901019,100465,2025-10-27,2.0,3.0,2.0,2.0,3.0,3.0,2.5,Low Satisfaction
901020,100465,2025-12-30,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
901021,100466,2024-11-13,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
901022,100466,2025-05-30,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
901023,100467,2023-11-04,2.0,2.0,2.0,2.0,2.0,1.0,1.83,Low Satisfaction
901024,100467,2024-05-27,2.0,1.0,,2.0,3.0,2.0,2.0,Low Satisfaction
901025,100468,2025-05-13,3.0,2.0,2.0,2.0,2.0,3.0,2.33,Medium Satisfaction
901026,100468,2026-02-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
901027,100468,2026-04-02,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
901028,100470,2022-02-14,5.0,5.0,4.0,5.0,5.0,5.0,4.83,High Satisfaction
901029,100470,2024-01-23,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
901030,100470,2024-07-11,4.0,4.0,2.0,4.0,3.0,3.0,3.33,High Satisfaction
901031,100470,2025-05-11,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
901032,100471,2022-08-09,3.0,4.0,3.0,2.0,3.0,2.0,2.83,Medium Satisfaction
901033,100472,2024-07-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
901034,100472,2025-06-24,4.0,4.0,4.0,5.0,5.0,,4.4,High Satisfaction
901035,100473,2022-06-16,3.0,3.0,3.0,4.0,4.0,4.0,3.5,Medium Satisfaction
901036,100473,2023-12-06,4.0,,4.0,4.0,5.0,4.0,4.2,High Satisfaction
