attendance_id,employee_id,attendance_date,scheduled_hours,worked_hours,absence_flag,absence_type,late_minutes,absence_day_count,missed_hours
805367,100184,2025-09-29,8.0,7.1,False,None,5.0,0,0.9
805368,100184,2025-10-01,8.0,7.3,False,None,0.0,0,0.7
805369,100184,2025-10-03,8.0,7.7,False,None,0.0,0,0.3
805370,100184,2025-10-09,9.0,9.3,False,None,5.0,0,0.0
805371,100184,2025-10-20,8.0,8.2,False,None,60.0,0,0.0
805372,100184,2025-10-21,8.0,7.1,False,None,15.0,0,0.9
805373,100184,2025-10-23,9.0,8.4,False,None,0.0,0,0.6
805374,100184,2025-10-29,8.0,8.8,False,None,0.0,0,0.0
805375,100184,2025-10-30,8.0,6.9,False,None,0.0,0,1.1
805376,100184,2025-11-06,8.0,8.4,False,None,0.0,0,0.0
805377,100184,2025-11-18,8.0,8.1,False,None,5.0,0,0.0
805378,100184,2025-11-24,8.0,8.3,False,None,0.0,0,0.0
805379,100184,2025-11-25,8.0,7.7,False,None,0.0,0,0.3
805380,100184,2025-12-05,8.0,7.7,False,None,0.0,0,0.3
805381,100184,2025-12-12,8.0,7.9,False,None,5.0,0,0.1
805382,100184,2025-12-15,8.0,8.3,False,None,0.0,0,0.0
805383,100184,2025-12-16,8.0,7.8,False,None,0.0,0,0.2
805384,100184,2025-12-18,8.0,7.9,False,None,0.0,0,0.1
805385,100184,2025-12-24,7.5,7.3,False,None,0.0,0,0.2
805386,100184,2026-01-14,8.0,7.1,False,None,45.0,0,0.9
805387,100184,2026-02-09,7.5,8.3,False,None,0.0,0,0.0
805388,100184,2026-02-10,9.0,9.2,False,None,30.0,0,0.0
805389,100184,2026-02-11,8.0,0.0,True,Personal Leave,0.0,1,8.0
805390,100184,2026-02-17,8.0,8.5,False,None,30.0,0,0.0
805391,100184,2026-02-19,8.0,8.7,False,None,0.0,0,0.0
805392,100184,2026-04-02,8.0,8.2,False,None,60.0,0,0.0
805393,100184,2026-04-13,9.0,7.7,False,None,0.0,0,1.3
805394,100184,2026-04-20,8.0,7.4,False,None,60.0,0,0.6
805395,100184,2026-04-21,8.0,8.2,False,None,10.0,0,0.0
805396,100184,2026-04-22,8.0,8.4,False,None,0.0,0,0.0
805397,100184,2026-04-24,9.0,8.7,False,None,0.0,0,0.3
805398,100184,2026-04-29,8.0,8.0,False,None,5.0,0,0.0
805399,100184,2026-04-30,8.0,9.0,False,None,0.0,0,0.0
805400,100185,2025-09-03,9.0,8.7,False,None,0.0,0,0.3
805401,100185,2025-09-17,8.0,8.6,False,None,30.0,0,0.0
805402,100185,2025-09-25,9.0,8.8,False,None,0.0,0,0.2
805403,100185,2025-09-29,8.0,0.0,True,Sick Leave,0.0,1,8.0
805404,100185,2025-10-01,8.0,7.7,False,None,0.0,0,0.3
805405,100185,2025-10-03,9.0,9.0,False,None,0.0,0,0.0
805406,100185,2025-10-09,8.0,9.2,False,None,0.0,0,0.0
805407,100185,2025-10-20,9.0,8.8,False,None,15.0,0,0.2
805408,100185,2025-10-21,8.0,9.7,False,None,0.0,0,0.0
805409,100185,2025-10-23,8.0,7.8,False,None,0.0,0,0.2
805410,100185,2025-10-29,9.0,9.0,False,None,0.0,0,0.0
805411,100185,2025-10-30,8.0,0.0,True,Unpaid Leave,0.0,1,8.0
805412,100185,2025-11-06,8.0,8.2,False,None,0.0,0,0.0
805413,100185,2025-11-18,8.0,7.6,False,None,0.0,0,0.4
805414,100185,2025-11-24,7.5,7.6,False,None,0.0,0,0.0
805415,100185,2025-11-25,8.0,7.8,False,None,10.0,0,0.2
805416,100185,2025-12-05,7.5,7.1,False,None,0.0,0,0.4
805417,100185,2025-12-12,7.5,7.4,False,None,45.0,0,0.1
805418,100185,2025-12-15,8.0,7.5,False,None,0.0,0,0.5
805419,100185,2025-12-16,7.5,7.9,False,None,0.0,0,0.0
805420,100185,2025-12-18,7.5,7.1,False,None,0.0,0,0.4
805421,100185,2025-12-24,7.5,7.6,False,None,5.0,0,0.0
805422,100185,2026-01-14,8.0,8.4,False,None,15.0,0,0.0
805423,100185,2026-02-09,9.0,9.5,False,None,0.0,0,0.0
805424,100185,2026-02-10,8.0,8.2,False,None,0.0,0,0.0
805425,100185,2026-02-11,7.5,7.3,False,None,0.0,0,0.2
805426,100185,2026-02-17,8.0,0.0,True,None,0.0,1,8.0
805427,100185,2026-02-19,8.0,9.0,False,None,0.0,0,0.0
805428,100185,2026-04-02,8.0,8.2,False,None,0.0,0,0.0
805429,100185,2026-04-13,9.0,8.0,False,None,15.0,0,1.0
805430,100185,2026-04-20,8.0,9.0,False,None,15.0,0,0.0
805431,100185,2026-04-21,9.0,8.9,False,None,15.0,0,0.1
805432,100185,2026-04-22,8.0,8.5,False,None,0.0,0,0.0
805433,100185,2026-04-24,8.0,8.2,False,None,5.0,0,0.0
805434,100185,2026-04-29,8.0,7.7,False,None,5.0,0,0.3
805435,100185,2026-04-30,8.0,8.0,False,None,0.0,0,0.0
805436,100186,2025-09-25,7.5,8.0,False,None,0.0,0,0.0
805437,100186,2025-09-29,8.0,8.3,False,None,0.0,0,0.0
805438,100186,2025-10-01,7.5,7.8,False,None,0.0,0,0.0
805439,100186,2025-10-03,8.0,7.6,False,None,0.0,0,0.4
805440,100186,2025-10-09,8.0,7.8,False,None,0.0,0,0.2
805441,100186,2025-10-20,8.0,7.7,False,None,0.0,0,0.3
805442,100186,2025-10-21,8.0,8.0,False,None,0.0,0,0.0
805443,100186,2025-10-23,7.5,7.3,False,None,0.0,0,0.2
805444,100186,2025-10-29,8.0,9.1,False,None,0.0,0,0.0
805445,100186,2025-10-30,9.0,9.4,False,None,5.0,0,0.0
805446,100186,2025-11-06,8.0,8.3,False,None,0.0,0,0.0
805447,100186,2025-11-18,8.0,7.3,False,None,0.0,0,0.7
805448,100186,2025-11-24,8.0,7.2,False,None,0.0,0,0.8
805449,100186,2025-11-25,8.0,9.0,False,None,0.0,0,0.0
805450,100186,2025-12-05,7.5,6.2,False,None,0.0,0,1.3
805451,100186,2025-12-12,8.0,8.0,False,None,0.0,0,0.0
805452,100186,2025-12-15,9.0,8.7,False,None,15.0,0,0.3
805453,100186,2025-12-16,8.0,8.4,False,None,0.0,0,0.0
805454,100186,2025-12-18,8.0,8.0,False,None,0.0,0,0.0
805455,100186,2025-12-24,7.5,7.6,False,None,0.0,0,0.0
805456,100186,2026-01-14,8.0,8.7,False,None,5.0,0,0.0
805457,100186,2026-02-09,8.0,8.0,False,None,0.0,0,0.0
805458,100186,2026-02-10,8.0,7.7,False,None,0.0,0,0.3
805459,100186,2026-02-11,8.0,8.2,False,None,15.0,0,0.0
805460,100186,2026-02-17,8.0,6.8,False,None,5.0,0,1.2
805461,100186,2026-02-19,8.0,7.4,False,None,10.0,0,0.6
805462,100186,2026-02-04,8.0,8.3,False,None,0.0,0,0.0
805463,100187,2025-09-03,8.0,8.5,False,None,5.0,0,0.0
805464,100187,2025-09-17,8.0,8.1,False,None,5.0,0,0.0
805465,100187,2025-09-25,9.0,9.6,False,None,0.0,0,0.0
805466,100187,2025-09-29,8.0,8.2,False,None,0.0,0,0.0
805467,100187,2025-10-01,8.0,8.2,False,None,0.0,0,0.0
805468,100187,2025-10-03,8.0,7.6,False,None,0.0,0,0.4
805469,100187,2025-10-09,8.0,9.1,False,None,45.0,0,0.0
805470,100187,2025-10-20,8.0,7.3,False,None,0.0,0,0.7
805471,100187,2025-10-21,7.5,7.4,False,None,45.0,0,0.1
805472,100187,2025-10-23,8.0,8.2,False,None,0.0,0,0.0
805473,100187,2025-10-29,9.0,8.7,False,None,5.0,0,0.3
805474,100187,2025-10-30,8.0,8.2,False,None,0.0,0,0.0
805475,100187,2025-11-06,8.0,7.5,False,None,0.0,0,0.5
805476,100187,2025-11-18,8.0,0.0,True,Sick Leave,0.0,1,8.0
805477,100187,2025-11-24,8.0,7.9,False,None,0.0,0,0.1
805478,100187,2025-11-25,8.0,7.7,False,None,15.0,0,0.3
805479,100187,2025-12-05,8.0,8.0,False,None,0.0,0,0.0
805480,100187,2025-12-12,8.0,7.9,False,None,0.0,0,0.1
805481,100187,2025-12-15,8.0,8.0,False,None,5.0,0,0.0
805482,100187,2025-12-16,7.5,7.1,False,None,0.0,0,0.4
805483,100187,2025-12-18,9.0,9.1,False,None,0.0,0,0.0
805484,100187,2025-12-24,8.0,7.7,False,None,0.0,0,0.3
805485,100187,2026-01-14,8.0,8.6,False,None,0.0,0,0.0
805486,100187,2026-02-09,8.0,7.9,False,None,15.0,0,0.1
805487,100187,2026-02-10,8.0,8.9,False,None,0.0,0,0.0
805488,100187,2026-02-11,9.0,8.5,False,None,30.0,0,0.5
805489,100187,2026-02-17,7.5,7.0,False,None,0.0,0,0.5
805490,100187,2026-02-19,9.0,9.1,False,None,0.0,0,0.0
805491,100187,2026-04-02,8.0,7.9,False,None,0.0,0,0.1
805492,100187,2026-04-13,7.5,7.7,False,None,10.0,0,0.0
805493,100187,2026-04-20,9.0,8.2,False,None,5.0,0,0.8
805494,100187,2026-04-21,8.0,7.4,False,None,0.0,0,0.6
805495,100187,2026-04-22,8.0,8.0,False,None,15.0,0,0.0
805496,100187,2026-04-24,8.0,7.9,False,None,5.0,0,0.1
805497,100187,2026-04-29,7.5,7.7,False,None,0.0,0,0.0
805498,100187,2026-04-30,9.0,10.0,False,None,0.0,0,0.0
805499,100188,2025-09-03,8.0,7.4,False,None,0.0,0,0.6
805500,100188,2025-09-17,8.0,7.7,False,None,0.0,0,0.3
805501,100188,2025-09-25,7.5,7.6,False,None,10.0,0,0.0
805502,100188,2025-09-29,8.0,8.7,False,None,0.0,0,0.0
805503,100188,2025-10-01,7.5,7.8,False,None,0.0,0,0.0
805504,100188,2025-10-03,7.5,7.2,False,None,0.0,0,0.3
805505,100188,2025-10-09,8.0,7.6,False,None,0.0,0,0.4
805506,100188,2025-10-20,7.5,7.0,False,None,15.0,0,0.5
805507,100188,2025-10-21,9.0,9.0,False,None,0.0,0,0.0
805508,100188,2025-10-23,7.5,0.0,True,Unpaid Leave,0.0,1,7.5
805509,100188,2025-10-29,7.5,0.0,True,None,0.0,1,7.5
805510,100188,2025-10-30,7.5,7.4,False,None,0.0,0,0.1
805511,100188,2025-11-06,8.0,8.3,False,None,0.0,0,0.0
805512,100188,2025-11-18,7.5,7.4,False,None,10.0,0,0.1
805513,100188,2025-11-24,8.0,7.5,False,None,5.0,0,0.5
805514,100188,2025-11-25,8.0,8.8,False,None,0.0,0,0.0
805515,100188,2025-05-12,8.0,8.4,False,None,0.0,0,0.0
805516,100188,2025-12-12,7.5,7.2,False,None,15.0,0,0.3
805517,100188,2025-12-15,8.0,8.0,False,None,10.0,0,0.0
805518,100188,2025-12-16,8.0,9.1,False,None,0.0,0,0.0
805519,100188,2025-12-18,7.5,7.5,False,None,0.0,0,0.0
805520,100188,2025-12-24,7.5,7.2,False,None,0.0,0,0.3
805521,100188,2026-01-14,9.0,8.1,False,None,0.0,0,0.9
805522,100188,2026-09-02,8.0,8.2,False,None,5.0,0,0.0
805523,100188,2026-02-10,8.0,,False,None,0.0,0,0.0
805524,100188,2026-02-11,9.0,8.4,False,None,15.0,0,0.6
805525,100188,2026-02-17,8.0,7.6,False,None,0.0,0,0.4
805526,100188,2026-02-19,8.0,8.5,False,None,0.0,0,0.0
805527,100188,2026-04-02,7.5,7.4,False,None,5.0,0,0.1
805528,100188,2026-04-13,8.0,7.4,False,None,0.0,0,0.6
805529,100188,2026-04-20,8.0,7.8,False,None,0.0,0,0.2
805530,100188,2026-04-21,8.0,7.9,False,None,0.0,0,0.1
805531,100188,2026-04-22,8.0,7.7,False,None,15.0,0,0.3
805532,100188,2026-04-24,8.0,7.9,False,None,60.0,0,0.1
805533,100188,2026-04-29,8.0,7.8,False,None,0.0,0,0.2
805534,100188,2026-04-30,7.5,7.2,False,None,60.0,0,0.3
805535,100189,2025-09-03,8.0,7.0,False,None,15.0,0,1.0
805536,100189,2025-09-17,8.0,7.4,False,None,0.0,0,0.6
805537,100189,2025-09-25,8.0,8.6,False,None,0.0,0,0.0
805538,100189,2025-09-29,8.0,7.0,False,None,0.0,0,1.0
805539,100189,2025-10-01,8.0,7.7,False,None,5.0,0,0.3
805540,100189,2025-10-03,8.0,7.7,False,None,0.0,0,0.3
805541,100189,2025-10-09,8.0,8.3,False,None,0.0,0,0.0
805542,100189,2025-10-20,8.0,7.7,False,None,30.0,0,0.3
805543,100189,2025-10-21,8.0,8.0,False,None,0.0,0,0.0
805544,100189,2025-10-23,7.5,8.3,False,None,0.0,0,0.0
805545,100189,2025-10-29,7.5,8.2,False,None,0.0,0,0.0
805546,100189,2025-10-30,8.0,8.1,False,None,0.0,0,0.0
805547,100189,2025-11-06,7.5,0.0,True,Sick Leave,0.0,1,7.5
805548,100189,2025-11-18,8.0,7.8,False,None,0.0,0,0.2
805549,100189,2025-11-24,8.0,0.0,True,No Show,0.0,1,8.0
805550,100189,2025-11-25,8.0,8.0,False,None,0.0,0,0.0
805551,100189,2025-05-12,9.0,9.6,False,None,0.0,0,0.0
805552,100189,2025-12-12,8.0,8.2,False,None,0.0,0,0.0
805553,100189,2025-12-15,8.0,8.4,False,None,0.0,0,0.0
805554,100189,2025-12-16,8.0,7.6,False,None,0.0,0,0.4
805555,100189,2025-12-18,7.5,7.3,False,None,0.0,0,0.2
805556,100189,2025-12-24,8.0,7.4,False,None,5.0,0,0.6
805557,100189,2026-01-14,8.0,8.0,False,None,0.0,0,0.0
805558,100189,2026-09-02,7.5,7.2,False,None,0.0,0,0.3
805559,100189,2026-02-10,8.0,7.6,False,None,0.0,0,0.4
805560,100189,2026-02-11,8.0,7.9,False,None,0.0,0,0.1
805561,100189,2026-02-17,8.0,8.2,False,None,0.0,0,0.0
805562,100189,2026-02-19,8.0,7.6,False,None,0.0,0,0.4
805563,100189,2026-04-02,8.0,7.9,False,None,45.0,0,0.1
805564,100189,2026-04-13,7.5,6.7,False,None,0.0,0,0.8
805565,100189,2026-04-20,9.0,8.2,False,None,15.0,0,0.8
805566,100189,2026-04-21,8.0,7.7,False,None,5.0,0,0.3
805567,100189,2026-04-22,8.0,8.3,False,None,45.0,0,0.0
805568,100189,2026-04-24,8.0,8.3,False,None,0.0,0,0.0
805569,100189,2026-04-29,8.0,8.6,False,None,60.0,0,0.0
805570,100189,2026-04-30,7.5,7.2,False,None,0.0,0,0.3
805571,100191,2025-09-03,8.0,6.9,False,None,45.0,0,1.1
805572,100191,2025-09-17,8.0,8.1,False,None,5.0,0,0.0
805573,100191,2025-09-25,8.0,7.3,False,None,30.0,0,0.7
805574,100191,2025-09-29,9.0,9.3,False,None,0.0,0,0.0
805575,100191,2025-10-01,9.0,8.4,False,None,0.0,0,0.6
805576,100191,2025-10-03,9.0,9.1,False,None,10.0,0,0.0
805577,100191,2025-10-09,8.0,0.0,True,None,0.0,1,8.0
805578,100191,2025-10-20,9.0,7.7,False,None,10.0,0,1.3
805579,100191,2025-10-21,9.0,9.3,False,None,60.0,0,0.0
805580,100191,2025-10-23,8.0,8.5,False,None,0.0,0,0.0
805581,100191,2025-10-29,9.0,8.6,False,None,0.0,0,0.4
805582,100191,2025-10-30,8.0,7.8,False,None,30.0,0,0.2
805583,100191,2025-11-06,8.0,7.3,False,None,0.0,0,0.7
805584,100191,2025-11-18,7.5,7.4,False,None,30.0,0,0.1
805585,100191,2025-11-24,8.0,7.3,False,None,0.0,0,0.7
805586,100191,2025-11-25,8.0,7.4,False,None,0.0,0,0.6
805587,100191,2025-12-05,8.0,7.8,False,None,0.0,0,0.2
805588,100191,2025-12-12,9.0,8.6,False,None,0.0,0,0.4
805589,100191,2025-12-15,8.0,8.7,False,None,0.0,0,0.0
805590,100191,2025-12-16,8.0,8.6,False,None,0.0,0,0.0
805591,100191,2025-12-18,8.0,7.4,False,None,0.0,0,0.6
805592,100191,2025-12-24,8.0,7.6,False,None,5.0,0,0.4
805593,100191,2026-01-14,8.0,8.5,False,None,0.0,0,0.0
805594,100191,2026-02-09,8.0,8.7,False,None,0.0,0,0.0
805595,100191,2026-02-10,8.0,7.7,False,None,10.0,0,0.3
805596,100191,2026-02-11,8.0,6.9,False,None,30.0,0,1.1
805597,100191,2026-02-17,7.5,7.6,False,None,10.0,0,0.0
805598,100191,2026-02-19,7.5,8.0,False,None,5.0,0,0.0
805599,100191,2026-04-02,8.0,7.4,False,None,0.0,0,0.6
805600,100191,2026-04-13,9.0,9.8,False,None,0.0,0,0.0
805601,100191,2026-04-20,8.0,7.1,False,None,0.0,0,0.9
805602,100191,2026-04-21,9.0,8.7,False,None,5.0,0,0.3
805603,100191,2026-04-22,8.0,7.8,False,None,0.0,0,0.2
805604,100191,2026-04-24,9.0,8.3,False,None,0.0,0,0.7
805605,100191,2026-04-29,9.0,9.1,False,None,0.0,0,0.0
805606,100191,2026-04-30,7.5,7.3,False,None,5.0,0,0.2
805607,100192,2025-09-03,7.5,8.2,False,None,0.0,0,0.0
805608,100192,2025-09-17,8.0,9.0,False,None,0.0,0,0.0
805609,100192,2025-09-25,8.0,7.4,False,None,30.0,0,0.6
805610,100192,2025-09-29,9.0,0.0,True,Unpaid Leave,0.0,1,9.0
805611,100192,2025-10-01,7.5,7.8,False,None,0.0,0,0.0
805612,100192,2025-03-10,8.0,7.5,False,None,0.0,0,0.5
805613,100192,2025-10-09,8.0,7.0,False,None,0.0,0,1.0
805614,100192,2025-10-20,8.0,8.3,False,None,15.0,0,0.0
805615,100192,2025-10-21,8.0,8.4,False,None,30.0,0,0.0
805616,100192,2025-10-23,9.0,9.2,False,None,0.0,0,0.0
805617,100192,2025-10-29,9.0,9.1,False,None,10.0,0,0.0
805618,100192,2025-10-30,8.0,9.0,False,None,0.0,0,0.0
805619,100192,2025-11-06,7.5,6.4,False,None,0.0,0,1.1
805620,100192,2025-11-18,8.0,8.3,False,None,0.0,0,0.0
805621,100192,2025-11-24,8.0,8.3,False,None,0.0,0,0.0
805622,100192,2025-11-25,8.0,7.6,False,None,0.0,0,0.4
805623,100192,2025-12-05,9.0,9.1,False,None,0.0,0,0.0
805624,100192,2025-12-12,8.0,8.6,False,None,15.0,0,0.0
805625,100192,2025-12-15,7.5,7.3,False,None,30.0,0,0.2
805626,100192,2025-12-16,8.0,8.5,False,None,0.0,0,0.0
805627,100192,2025-12-18,8.0,8.5,False,None,0.0,0,0.0
805628,100192,2025-12-24,7.5,7.7,False,None,5.0,0,0.0
805629,100192,2026-01-14,9.0,8.7,False,None,0.0,0,0.3
805630,100192,2026-02-09,8.0,7.8,False,None,0.0,0,0.2
805631,100192,2026-02-10,8.0,8.1,False,None,0.0,0,0.0
805632,100192,2026-02-11,8.0,8.8,False,None,15.0,0,0.0
805633,100192,2026-02-17,7.5,7.7,False,None,15.0,0,0.0
805634,100192,2026-02-19,9.0,8.9,False,None,0.0,0,0.1
805635,100192,2026-04-02,9.0,8.9,False,None,0.0,0,0.1
805636,100192,2026-04-13,8.0,0.0,True,Personal Leave,0.0,1,8.0
805637,100192,2026-04-20,7.5,7.7,False,None,0.0,0,0.0
805638,100192,2026-04-21,8.0,8.9,False,None,5.0,0,0.0
805639,100192,2026-04-22,8.0,6.6,False,None,60.0,0,1.4
805640,100192,2026-04-24,9.0,9.7,False,None,0.0,0,0.0
805641,100192,2026-04-29,9.0,8.2,False,None,0.0,0,0.8
805642,100192,2026-04-30,7.5,7.6,False,None,0.0,0,0.0
805643,100193,2025-09-03,8.0,7.7,False,None,45.0,0,0.3
805644,100193,2025-09-17,8.0,6.9,False,None,5.0,0,1.1
805645,100193,2025-09-25,8.0,8.4,False,None,0.0,0,0.0
805646,100193,2025-09-29,7.5,7.4,False,None,0.0,0,0.1
805647,100193,2025-10-01,8.0,7.7,False,None,0.0,0,0.3
805648,100193,2025-10-03,8.0,7.6,False,None,0.0,0,0.4
805649,100193,2025-10-09,9.0,9.6,False,None,0.0,0,0.0
805650,100193,2025-10-20,8.0,7.8,False,None,0.0,0,0.2
805651,100193,2025-10-21,8.0,0.0,True,None,0.0,1,8.0
805652,100193,2025-10-23,8.0,7.1,False,None,0.0,0,0.9
805653,100193,2025-10-29,7.5,7.7,False,None,0.0,0,0.0
805654,100193,2025-10-30,8.0,8.2,False,None,0.0,0,0.0
805655,100193,2025-11-06,9.0,9.8,False,None,0.0,0,0.0
805656,100193,2025-11-18,9.0,8.8,False,None,0.0,0,0.2
805657,100193,2025-11-24,8.0,9.0,False,None,0.0,0,0.0
805658,100193,2025-11-25,9.0,8.8,False,None,0.0,0,0.2
805659,100193,2025-12-05,8.0,7.4,False,None,0.0,0,0.6
805660,100193,2025-12-12,7.5,7.0,False,None,0.0,0,0.5
805661,100193,2025-12-15,7.5,7.9,False,None,0.0,0,0.0
805662,100193,2025-12-16,8.0,8.3,False,None,30.0,0,0.0
805663,100193,2025-12-18,8.0,8.2,False,None,0.0,0,0.0
805664,100193,2025-12-24,8.0,7.3,False,None,0.0,0,0.7
805665,100193,2026-01-14,9.0,9.3,False,None,10.0,0,0.0
805666,100193,2026-02-09,8.0,8.6,False,None,0.0,0,0.0
805667,100193,2026-10-02,8.0,8.3,False,None,0.0,0,0.0
805668,100193,2026-02-11,8.0,7.6,False,None,45.0,0,0.4
805669,100193,2026-02-17,8.0,7.9,False,None,0.0,0,0.1
805670,100193,2026-02-19,8.0,8.7,False,None,0.0,0,0.0
805671,100193,2026-04-02,8.0,7.7,False,None,0.0,0,0.3
805672,100193,2026-04-13,7.5,7.8,False,None,30.0,0,0.0
805673,100193,2026-04-20,7.5,8.0,False,None,0.0,0,0.0
805674,100193,2026-04-21,8.0,8.1,False,None,0.0,0,0.0
805675,100193,2026-04-22,8.0,7.8,False,None,0.0,0,0.2
805676,100193,2026-04-24,8.0,8.3,False,None,0.0,0,0.0
805677,100193,2026-04-29,8.0,7.7,False,None,0.0,0,0.3
805678,100193,2026-04-30,8.0,7.8,False,None,0.0,0,0.2
805679,100194,2025-09-03,7.5,8.3,False,None,0.0,0,0.0
805680,100194,2025-09-17,8.0,7.8,False,None,0.0,0,0.2
805681,100194,2025-09-25,8.0,8.0,False,None,0.0,0,0.0
805682,100194,2025-09-29,8.0,16.0,False,None,0.0,0,0.0
805683,100194,2025-10-01,7.5,8.1,False,None,5.0,0,0.0
805684,100194,2025-10-03,7.5,7.3,False,None,10.0,0,0.2
805685,100194,2025-10-09,8.0,8.5,False,None,5.0,0,0.0
805686,100194,2025-10-20,8.0,0.0,True,Sick Leave,0.0,1,8.0
805687,100194,2025-10-21,8.0,8.6,False,None,10.0,0,0.0
805688,100194,2025-10-23,8.0,8.0,False,None,0.0,0,0.0
805689,100194,2025-10-29,8.0,7.5,False,None,0.0,0,0.5
805690,100194,2025-10-30,7.5,6.9,False,None,0.0,0,0.6
805691,100194,2025-06-11,7.5,7.0,False,None,0.0,0,0.5
805692,100194,2025-11-18,8.0,8.3,False,None,0.0,0,0.0
805693,100194,2025-11-24,8.0,7.6,False,None,0.0,0,0.4
805694,100194,2025-11-25,8.0,8.9,False,None,45.0,0,0.0
805695,100194,2025-05-12,8.0,8.9,False,None,0.0,0,0.0
805696,100194,2025-12-12,8.0,8.3,False,None,10.0,0,0.0
805697,100194,2025-12-15,8.0,8.4,False,None,0.0,0,0.0
805698,100194,2025-12-16,8.0,8.2,False,None,10.0,0,0.0
805699,100194,2025-12-18,9.0,8.5,False,None,0.0,0,0.5
805700,100194,2025-12-24,8.0,8.3,False,None,0.0,0,0.0
805701,100194,2026-01-14,7.5,8.2,False,None,0.0,0,0.0
805702,100194,2026-02-09,8.0,8.9,False,None,0.0,0,0.0
805703,100194,2026-02-10,8.0,7.1,False,None,0.0,0,0.9
805704,100194,2026-02-11,8.0,8.4,False,None,15.0,0,0.0
805705,100194,2026-02-17,8.0,8.1,False,None,5.0,0,0.0
805706,100194,2026-02-19,8.0,7.3,False,None,30.0,0,0.7
805707,100194,2026-04-02,8.0,7.3,False,None,0.0,0,0.7
805708,100194,2026-04-13,9.0,9.2,False,None,0.0,0,0.0
805709,100194,2026-04-20,8.0,7.9,False,None,0.0,0,0.1
805710,100194,2026-04-21,8.0,8.6,False,None,0.0,0,0.0
805711,100194,2026-04-22,8.0,7.4,False,None,5.0,0,0.6
805712,100194,2026-04-24,9.0,0.0,True,Personal Leave,0.0,1,9.0
805713,100194,2026-04-29,9.0,9.3,False,None,15.0,0,0.0
805714,100194,2026-04-30,8.0,8.0,False,None,0.0,0,0.0
805715,100195,2025-09-03,9.0,8.9,False,None,0.0,0,0.1
805716,100195,2025-09-17,9.0,9.0,False,None,0.0,0,0.0
805717,100195,2025-09-25,7.5,7.5,False,None,0.0,0,0.0
805718,100195,2025-09-29,9.0,9.0,False,None,0.0,0,0.0
805719,100195,2025-10-01,8.0,7.0,False,None,30.0,0,1.0
805720,100195,2025-03-10,8.0,7.5,False,None,0.0,0,0.5
805721,100195,2025-10-09,9.0,9.1,False,None,0.0,0,0.0
805722,100195,2025-10-20,9.0,9.5,False,None,10.0,0,0.0
805723,100195,2025-10-21,9.0,9.5,False,None,0.0,0,0.0
805724,100195,2025-10-23,8.0,7.3,False,None,30.0,0,0.7
805725,100195,2025-10-29,8.0,7.1,False,None,0.0,0,0.9
805726,100195,2025-10-30,8.0,0.0,True,Sick Leave,0.0,1,8.0
805727,100195,2025-11-06,9.0,8.9,False,None,0.0,0,0.1
805728,100195,2025-11-18,8.0,7.7,False,None,0.0,0,0.3
805729,100195,2025-11-24,7.5,8.1,False,None,0.0,0,0.0
805730,100195,2025-11-25,9.0,0.0,True,None,0.0,1,9.0
805731,100195,2025-12-05,7.5,8.0,False,None,0.0,0,0.0
805732,100195,2025-12-12,9.0,9.2,False,None,0.0,0,0.0
805733,100195,2025-12-15,8.0,8.5,False,None,15.0,0,0.0
805734,100195,2025-12-16,8.0,8.5,False,None,0.0,0,0.0
805735,100195,2025-12-18,8.0,8.2,False,None,0.0,0,0.0
805736,100195,2025-12-24,8.0,8.5,False,None,0.0,0,0.0
805737,100195,2026-01-14,7.5,7.6,False,None,0.0,0,0.0
805738,100195,2026-02-09,8.0,8.3,False,None,0.0,0,0.0
805739,100195,2026-02-10,8.0,9.0,False,None,0.0,0,0.0
805740,100195,2026-02-11,8.0,8.1,False,None,0.0,0,0.0
805741,100195,2026-02-17,8.0,8.7,False,None,0.0,0,0.0
805742,100195,2026-02-19,7.5,6.7,False,None,0.0,0,0.8
805743,100195,2026-04-02,8.0,8.4,False,None,0.0,0,0.0
805744,100195,2026-04-13,9.0,9.1,False,None,0.0,0,0.0
805745,100195,2026-04-20,8.0,8.4,False,None,0.0,0,0.0
805746,100195,2026-04-21,7.5,6.8,False,None,0.0,0,0.7
805747,100195,2026-04-22,8.0,7.5,False,None,0.0,0,0.5
805748,100195,2026-04-24,8.0,7.6,False,None,15.0,0,0.4
805749,100195,2026-04-29,8.0,8.4,False,None,5.0,0,0.0
805750,100195,2026-04-30,7.5,7.1,False,None,10.0,0,0.4
805751,100196,2025-09-03,8.0,8.7,False,None,30.0,0,0.0
805752,100196,2025-09-17,8.0,7.2,False,None,0.0,0,0.8
805753,100196,2025-09-25,7.5,7.5,False,None,0.0,0,0.0
805754,100196,2025-09-29,9.0,9.7,False,None,0.0,0,0.0
805755,100196,2025-10-01,8.0,7.4,False,None,0.0,0,0.6
805756,100196,2025-03-10,8.0,8.1,False,None,0.0,0,0.0
805757,100196,2025-10-09,7.5,8.0,False,None,0.0,0,0.0
805758,100196,2025-10-20,7.5,7.7,False,None,0.0,0,0.0
805759,100196,2025-10-21,8.0,7.0,False,None,0.0,0,1.0
805760,100196,2025-10-23,7.5,7.0,False,None,30.0,0,0.5
805761,100196,2025-10-29,8.0,8.8,False,None,0.0,0,0.0
805762,100196,2025-10-30,8.0,9.1,False,None,30.0,0,0.0
