training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours
302258,100577,New Hire Onboarding,Onboarding,2025-07-02,,In Progress,,9.4
302259,100577,Leadership Essentials,Leadership,2025-02-26,2025-04-12,Completed,86.0,17.1
302260,100578,Cybersecurity Awareness,Compliance,2021-04-15,05/07/2021,Completed,70.4,2.0
302261,100578,Product Discovery Basics,Product,11/24/2021,2022-01-08,Completed,72.8,7.0
302262,100578,Manager Coaching Skills,Leadership,2021-07-29,,In Progress,,19.2
302263,100579,Cybersecurity Awareness,Compliance,2023-07-22,2023-08-28,Completed,63.0,1.7
302264,100579,Enterprise Sales Methodology,Sales,2023-07-11,2023-08-10,Completed,86.1,18.3
302265,100579,Leadership Essentials,Leadership,2023-09-21,10/10/2023,Completed,78.3,15.0
302266,100580,New Hire Onboarding,Onboarding,2021-01-01,2021-02-13,Completed,94.1,6.3
302267,100581,New Hire Onboarding,Onboarding,2025-11-29,2025-12-27,Completed,85.9,5.8
302268,100581,Data Privacy and GDPR,Compliance,2023-09-13,,In Progress,,2.3
302269,100581,Conflict Resolution,Soft Skills,"Nov 28, 2023",2024-01-05,Completed,68.3,5.2
302270,100581,Cybersecurity Awareness,Compliance,2025-04-20,2025-05-31,Completed,88.3,2.6
302271,100581,Enterprise Sales Methodology,Sales,2021-10-20,,Not Started,,15.0
302272,100581,Manager Coaching Skills,Leadership,16-06-2021,,In Progress,,17.3
302273,100582,New Hire Onboarding,Onboarding,2026-01-08,,In Progress,,7.0
302274,100582,Manager Coaching Skills,Leadership,2026-04-05,2026-05-16,Completed,95.0,17.7
302275,100583,New Hire Onboarding,Onboarding,2022-03-01,,Assigned,,9.0
302276,100583,Advanced Customer Handling,Customer Experience,2021-03-28,2021-04-27,Completed,86.4,11.6
302277,100583,Leadership Essentials,Leadership,2021-11-22,"Dec 06, 2021",Done,86.7,15.2
302278,100583,Enterprise Sales Methodology,Sales,2022-11-12,20-12-2022,Completed,65.8,15.5
302279,100583,New Hire Onboarding,Onboarding,2023-07-15,"Jul 24, 2023",Completed,68.8,6.6
302280,100583,Conflict Resolution,Soft Skills,2023-01-31,02/25/2023,Completed,65.7,5.4
302281,100584,New Hire Onboarding,Onboarding,2021-10-21,,Assigned,,8.8
302282,100584,Leadership Essentials,Leadership,02/23/2021,2021-04-05,Completed,76.0,18.4
302283,100584,Product Discovery Basics,Product,02/14/2021,2021-03-13,Completed,62.4,8.9
302284,100584,Power BI Fundamentals,Technical,02/21/2021,,Completed,69.1,14.1
302285,100584,New Hire Onboarding,Onboarding,08/31/2021,2021-09-12,Complete,76.2,10.1
302286,100584,Conflict Resolution,Soft Skills,02/16/2022,2022-02-24,Complete,87.5,6.8
302287,100584,Cybersecurity Awareness,Compliance,2021-11-14,,In Progress,,2.1
302288,100585,New Hire Onboarding,Onboarding,2025-12-20,,Assigned,,6.9
302289,100585,SQL for Business Analysts,Technical,2023-08-11,2023-09-17,Completed,72.5,16.2
302290,100585,Conflict Resolution,Soft Skills,2021-09-02,,In Progress,,6.3
302291,100585,New Hire Onboarding,Onboarding,2025-12-06,,In Progress,,8.9
302292,100585,Product Discovery Basics,Product,2024-07-05,,In Progress,,11.9
302293,100586,New Hire Onboarding,Onboarding,"Sep 15, 2021",,Assigned,,7.4
302294,100586,Product Discovery Basics,Product,"Jul 07, 2022",19-08-2022,Completed,76.8,8.2
302295,100586,Power BI Fundamentals,Technical,2026-01-04,2026-01-27,Completed,77.1,8.7
302296,100586,Leadership Essentials,Leadership,2023-02-26,2023-04-11,Completed,88.3,14.8
302297,100587,New Hire Onboarding,Onboarding,2021-10-15,,In Progress,,7.1
302298,100587,Advanced Customer Handling,Customer Experience,12-09-2025,2025-09-19,Done,81.5,9.3
302299,100587,Cybersecurity Awareness,Compliance,06/24/2023,"Jul 27, 2023",Completed,79.0,1.2
302300,100587,New Hire Onboarding,Onboarding,2021-08-19,09/22/2021,Completed,72.1,7.7
302301,100587,Leadership Essentials,Leadership,2023-11-28,,In Progress,,20.9
302302,100588,New Hire Onboarding,Onboarding,"Apr 15, 2025",,Assigned,,6.8
302303,100588,Conflict Resolution,Soft Skills,2026-03-25,2026-05-05,Completed,77.5,4.8
302304,100588,New Hire Onboarding,Onboarding,2023-02-28,,Assigned,,6.9
302305,100589,New Hire Onboarding,Onboarding,2025-07-28,"Aug 13, 2025",Completed,89.2,9.7
302306,100589,Power BI Fundamentals,Technical,2024-10-23,2024-11-13,Completed,49.5,9.3
302307,100589,Secure Coding Basics,Technical,2023-05-24,,Assigned,,10.4
302308,100589,Leadership Essentials,Leadership,2024-05-30,07/05/2024,Complete,72.0,24.1
302309,100589,Manager Coaching Skills,Leadership,2021-04-05,2021-05-05,Completed,94.5,18.0
302310,100590,New Hire Onboarding,Onboarding,2026-04-25,23-05-2026,Completed,69.8,8.1
302311,100590,Cybersecurity Awareness,Compliance,12/18/2025,2025-12-25,Completed,93.6,1.8
302312,100590,Data Privacy and GDPR,Compliance,2021-03-28,"Apr 06, 2021",Completed,95.5,2.9
302313,100590,New Hire Onboarding,Onboarding,2023-06-17,2023-07-20,Completed,79.1,6.3
302314,100590,Power BI Fundamentals,Technical,15-02-2022,,In Progress,,12.9
302315,100590,SQL for Business Analysts,Technical,11-01-2021,,In Progress,,17.0
302316,100591,New Hire Onboarding,Onboarding,2024-05-24,2024-06-24,Completed,91.3,7.6
302317,100591,New Hire Onboarding,Onboarding,"Apr 04, 2024",,Assigned,,6.8
302318,100591,Product Discovery Basics,Product,2024-01-09,,Dropped,,12.5
302319,100591,SQL for Business Analysts,Technical,2024-08-16,,Dropped,,15.5
302320,100592,New Hire Onboarding,Onboarding,14-01-2024,,Not Started,,7.5
302321,100592,Cybersecurity Awareness,Compliance,"Aug 15, 2024",2024-09-26,Completed,92.7,2.3
302322,100592,Conflict Resolution,Soft Skills,2024-03-09,2024-03-30,Completed,41.7,6.2
302323,100592,Advanced Customer Handling,Customer Experience,11/14/2023,2023-11-20,Completed,79.3,12.0
302324,100592,Enterprise Sales Methodology,Sales,2024-01-20,,Dropped,,17.9
302325,100592,SQL for Business Analysts,Technical,2024-08-29,,Not Started,,19.6
302326,100592,Secure Coding Basics,Technical,2025-02-25,,In Progress,,10.4
302327,100593,New Hire Onboarding,Onboarding,2023-04-17,,Not Started,,6.1
302328,100593,Conflict Resolution,Soft Skills,2024-09-18,,In Progress,,6.1
302329,100593,Enterprise Sales Methodology,Sales,"Oct 10, 2023",,Not Started,,17.8
302330,100593,Cybersecurity Awareness,Compliance,2025/01/10,,Dropped,,2.3
302331,100593,Secure Coding Basics,Technical,2023-06-12,,In Progress,,9.7
302332,100593,Power BI Fundamentals,Technical,10-07-2025,2025-08-05,Completed,84.5,13.5
302333,100594,New Hire Onboarding,Onboarding,2026-01-19,,Assigned,,6.8
302334,100594,Enterprise Sales Methodology,Sales,08/16/2022,2022-08-20,Complete,88.4,15.7
302335,100594,Cybersecurity Awareness,Compliance,08/23/2024,2024-08-26,Complete,80.4,2.7
302336,100594,New Hire Onboarding,Onboarding,2026-01-17,,Assigned,,8.5
302337,100594,Data Privacy and GDPR,Compliance,31-08-2022,2022/10/07,Completed,82.8,2.4
302338,100594,Leadership Essentials,Leadership,2023-01-21,,Assigned,,19.0
302339,100595,New Hire Onboarding,Onboarding,2025-12-30,,In Progress,,10.0
302340,100595,Data Privacy and GDPR,Compliance,2025-04-09,,In Progress,,3.9
302341,100595,New Hire Onboarding,Onboarding,12/27/2023,,In Progress,,7.6
302342,100595,Manager Coaching Skills,Leadership,2025-11-27,2025-12-03,Completed,73.5,12.5
302343,100596,New Hire Onboarding,Onboarding,2024/04/27,2024-05-05,Completed,84.8,8.3
302344,100596,Enterprise Sales Methodology,Sales,2024-01-02,,In Progress,,14.4
302345,100596,Cybersecurity Awareness,Compliance,2024/11/25,,Done,78.1,1.2
302346,100597,New Hire Onboarding,Onboarding,2025-05-08,2025-05-28,Completed,,8.7
302347,100597,Enterprise Sales Methodology,Sales,2021-09-18,2021-09-20,Completed,93.3,17.1
302348,100598,Data Privacy and GDPR,Compliance,"Jul 15, 2021",2021-08-24,Completed,92.4,4.0
302349,100599,New Hire Onboarding,Onboarding,2021-08-18,2021-09-09,Completed,61.5,7.0
302350,100599,Conflict Resolution,Soft Skills,2024-10-18,11/18/2024,Completed,69.8,6.5
302351,100599,SQL for Business Analysts,Technical,10/25/2021,2021-11-11,Complete,54.4,17.8
302352,100599,Manager Coaching Skills,Leadership,2024-08-08,,Completed,60.1,12.3
302353,100599,Power BI Fundamentals,Technical,05/06/2024,,In Progress,,8.8
302354,100599,Product Discovery Basics,Product,2023-11-09,,Completed,73.1,9.9
302355,100599,Secure Coding Basics,Technical,2021-05-15,2021-06-24,Completed,87.3,6.5
302356,100600,New Hire Onboarding,Onboarding,2025-01-21,2025-02-10,Completed,70.1,7.1
302357,100600,Leadership Essentials,Leadership,2024-09-11,2024-09-23,Completed,91.6,20.6
302358,100601,Secure Coding Basics,Technical,2025-02-14,,Dropped,,14.3
302359,100601,Enterprise Sales Methodology,Sales,2021-09-11,2021-10-20,Completed,70.5,14.0
302360,100601,New Hire Onboarding,Onboarding,"Feb 13, 2021",03/12/2021,Completed,84.9,6.3
302361,100601,Manager Coaching Skills,Leadership,2025-12-07,2025-12-09,Completed,81.8,12.6
302362,100602,New Hire Onboarding,Onboarding,2025-01-24,,Not Started,,7.1
302363,100602,Enterprise Sales Methodology,Sales,2025-02-16,,Assigned,,13.4
302364,100602,Conflict Resolution,Soft Skills,2023-10-18,"Nov 17, 2023",Completed,100.0,5.0
302365,100602,Product Discovery Basics,Product,2025/07/16,,Assigned,,9.4
302366,100602,Leadership Essentials,Leadership,16-10-2023,2023-11-20,Completed,86.8,10.4
302367,100602,New Hire Onboarding,Onboarding,05/28/2024,2024-06-08,Completed,88.8,8.3
302368,100603,Manager Coaching Skills,Leadership,06/04/2023,2023-07-06,Completed,91.7,14.2
302369,100603,Cybersecurity Awareness,Compliance,2022-12-10,2022-12-25,Completed,67.9,1.9
302370,100603,New Hire Onboarding,Onboarding,2025-07-19,,Assigned,,8.3
302371,100603,Data Privacy and GDPR,Compliance,04/21/2024,,Completed,64.9,3.6
302372,100604,New Hire Onboarding,Onboarding,2026-01-12,2026/02/20,Completed,88.0,10.8
302373,100604,Product Discovery Basics,Product,2026-04-14,2026-05-15,Completed,54.2,12.4
302374,100604,Conflict Resolution,Soft Skills,2026-02-15,,In Progress,,5.3
302375,100604,Secure Coding Basics,Technical,2021-08-17,2021-09-28,Completed,75.3,9.0
302376,100605,New Hire Onboarding,Onboarding,2021-11-27,2022-01-02,Completed,100.0,10.2
302377,100605,Secure Coding Basics,Technical,19-07-2025,2025-08-08,Complete,81.0,11.1
302378,100605,New Hire Onboarding,Onboarding,2022-04-15,05/23/2022,Completed,73.3,7.9
302379,100605,Cybersecurity Awareness,Compliance,"Nov 21, 2024",,In Progress,,1.6
302380,100605,SQL for Business Analysts,Technical,2021-08-04,,In Progress,,17.4
302381,100605,Conflict Resolution,Soft Skills,11/05/2024,2024-11-27,Completed,80.1,5.4
302382,100605,Power BI Fundamentals,Technical,13-10-2021,2021-11-19,Completed,93.3,15.1
302383,100606,New Hire Onboarding,Onboarding,08-08-2025,2025-08-22,Completed,73.2,7.9
302384,100606,Power BI Fundamentals,Technical,2024-11-07,,In Progress,,10.5
302385,100606,Leadership Essentials,Leadership,2021-06-17,16-07-2021,Completed,62.0,25.3
302386,100606,New Hire Onboarding,Onboarding,2021-03-10,,Assigned,,8.8
302387,100606,Manager Coaching Skills,Leadership,2021-12-28,,Assigned,,14.7
302388,100606,Data Privacy and GDPR,Compliance,2025-09-27,2025-10-18,Completed,58.9,2.6
302389,100606,Product Discovery Basics,Product,2023-11-08,,Dropped,,9.4
302390,100607,New Hire Onboarding,Onboarding,22-05-2024,2024-05-23,Completed,76.1,9.9
302391,100607,Advanced Customer Handling,Customer Experience,2023-11-30,,Assigned,,9.7
302392,100607,Product Discovery Basics,Product,2025-07-22,2025-07-29,Completed,74.0,9.3
302393,100607,Conflict Resolution,Soft Skills,2025-02-26,2025/03/06,Completed,76.5,7.1
302394,100608,New Hire Onboarding,Onboarding,2021-11-27,2021-12-31,Complete,81.6,8.3
302395,100608,Data Privacy and GDPR,Compliance,2023-01-30,,Dropped,,2.4
302396,100608,Cybersecurity Awareness,Compliance,2022-06-25,2022-08-04,Completed,76.1,2.0
302397,100609,New Hire Onboarding,Onboarding,08/28/2023,,Not Started,,8.6
302398,100609,Manager Coaching Skills,Leadership,2025-06-02,2025-06-12,Completed,50.0,12.3
302399,100609,Cybersecurity Awareness,Compliance,2024-01-11,,Completed,86.4,2.6
302400,100610,Leadership Essentials,Leadership,2023-03-25,,Assigned,,24.3
302401,100611,New Hire Onboarding,Onboarding,2023-07-19,,In Progress,,9.3
302402,100611,Power BI Fundamentals,Technical,2021-07-21,2021-07-30,Done,95.0,16.2
302403,100611,Data Privacy and GDPR,Compliance,2022-09-26,,In Progress,,2.7
302404,100611,Advanced Customer Handling,Customer Experience,2024-06-13,,In Progress,,12.3
302405,100611,SQL for Business Analysts,Technical,"Dec 11, 2022",,In Progress,,25.5
302406,100611,Enterprise Sales Methodology,Sales,2025-06-04,2025-07-03,Completed,66.6,18.1
302407,100611,Conflict Resolution,Soft Skills,2022-11-09,12/03/2022,Completed,97.4,4.2
302408,100612,New Hire Onboarding,Onboarding,"Dec 27, 2025",12/28/2025,Completed,53.1,8.2
302409,100612,Leadership Essentials,Leadership,"Aug 24, 2024",,Assigned,,15.8
302410,100612,New Hire Onboarding,Onboarding,2022-02-09,,In Progress,,8.8
302411,100612,Advanced Customer Handling,Customer Experience,2022-12-28,2023-01-07,Completed,71.0,11.4
302412,100613,New Hire Onboarding,Onboarding,2024/02/04,,In Progress,,8.0
302413,100613,Power BI Fundamentals,Technical,12/12/2021,"Jan 01, 2022",Completed,69.4,20.0
302414,100613,Secure Coding Basics,Technical,2023-12-26,2024-01-27,Completed,94.3,9.6
302415,100613,Manager Coaching Skills,Leadership,2023-11-20,,Not Started,,16.7
302416,100613,Enterprise Sales Methodology,Sales,2022/01/19,,Assigned,,14.1
302417,100614,New Hire Onboarding,Onboarding,2021-04-08,2021-05-06,Done,91.3,7.7
302418,100614,Advanced Customer Handling,Customer Experience,"Aug 15, 2021",,Not Started,,12.6
302419,100614,Enterprise Sales Methodology,Sales,"Aug 27, 2021",2021-09-01,Completed,88.4,18.9
302420,100614,Data Privacy and GDPR,Compliance,2021-09-15,2021-09-17,Complete,55.6,3.1
302421,100614,Product Discovery Basics,Product,12/16/2021,,Assigned,,10.6
302422,100615,New Hire Onboarding,Onboarding,2022-12-24,,In Progress,,8.5
302423,100615,Leadership Essentials,Leadership,2024-03-07,2024-04-21,Completed,77.4,15.5
302424,100616,Leadership Essentials,Leadership,06-03-2022,12-04-2022,Completed,70.7,24.5
302425,100617,Manager Coaching Skills,Leadership,2022-05-15,2022-06-14,Completed,56.0,12.4
302426,100617,Cybersecurity Awareness,Compliance,2025-02-15,2025-03-27,Completed,72.5,2.1
302427,100617,Secure Coding Basics,Technical,08/22/2025,,Not Started,,10.5
302428,100618,New Hire Onboarding,Onboarding,"Apr 28, 2026",2026-05-18,Completed,95.8,9.1
302429,100618,Enterprise Sales Methodology,Sales,2026-04-19,04/22/2026,Complete,67.1,12.0
302430,100618,Leadership Essentials,Leadership,12-01-2026,01/28/2026,Completed,85.2,18.9
302431,100618,New Hire Onboarding,Onboarding,not available,2026-03-25,Completed,86.0,7.8
302432,100618,Conflict Resolution,Soft Skills,2026-04-25,2026-05-05,Completed,76.2,7.2
302433,100618,Data Privacy and GDPR,Compliance,2025-12-28,2026-01-10,Completed,85.2,3.1
302434,100619,New Hire Onboarding,Onboarding,2021-03-03,"Mar 04, 2021",Completed,79.0,5.5
302435,100619,Secure Coding Basics,Technical,2021-05-28,,Dropped,,7.3
302436,100619,Data Privacy and GDPR,Compliance,2023/07/13,2023-07-20,Done,95.5,2.7
302437,100619,SQL for Business Analysts,Technical,07/25/2023,2023-08-17,Done,59.3,13.4
302438,100619,Power BI Fundamentals,Technical,2022-05-17,15-06-2022,Completed,83.8,17.2
302439,100620,New Hire Onboarding,Onboarding,2024-07-13,,Completed,60.0,7.7
302440,100620,SQL for Business Analysts,Technical,2025-09-26,2025-10-12,Complete,86.8,19.6
302441,100620,Secure Coding Basics,Technical,2024-02-26,"Mar 30, 2024",Done,66.1,7.7
302442,100620,Enterprise Sales Methodology,Sales,2022-09-27,2022-10-04,Completed,92.1,15.2
302443,100620,Data Privacy and GDPR,Compliance,2022/07/17,2022-08-28,Completed,86.2,1.9
302444,100620,Cybersecurity Awareness,Compliance,2022-06-17,2022-06-28,Completed,84.0,2.5
302445,100621,New Hire Onboarding,Onboarding,2021-02-08,2021-03-23,Complete,75.0,7.3
302446,100622,New Hire Onboarding,Onboarding,2024-08-13,09/13/2024,Completed,76.7,8.8
302447,100622,Manager Coaching Skills,Leadership,2025-03-21,,Assigned,,15.3
302448,100622,Leadership Essentials,Leadership,2024-08-09,,In Progress,,22.9
302449,100623,New Hire Onboarding,Onboarding,2021-06-26,2021-08-04,Completed,70.1,7.7
302450,100623,Conflict Resolution,Soft Skills,10/02/2023,,Completed,77.8,5.8
302451,100623,Cybersecurity Awareness,Compliance,2022-07-19,08-08-2022,Complete,81.3,1.4
302452,100623,Manager Coaching Skills,Leadership,2023-02-11,,In Progress,,17.0
302453,100623,Power BI Fundamentals,Technical,01/16/2023,"Feb 09, 2023",Complete,78.2,15.0
302454,100624,Cybersecurity Awareness,Compliance,2026-02-07,,Assigned,,1.8
302455,100624,Data Privacy and GDPR,Compliance,2026-03-22,2026-04-19,Completed,75.7,2.6
302456,100624,Advanced Customer Handling,Customer Experience,2026-02-09,,In Progress,,11.4
302457,100624,Manager Coaching Skills,Leadership,2026/04/20,05/18/2026,Completed,82.8,17.9
302458,100624,Leadership Essentials,Leadership,28-01-2026,2026-02-10,Completed,68.2,23.1
302459,100624,SQL for Business Analysts,Technical,2026-03-28,2026-04-30,Completed,65.4,16.7
302460,100624,Product Discovery Basics,Product,2026/03/14,2026-03-22,Completed,73.8,10.2
302461,100625,New Hire Onboarding,Onboarding,2025-01-11,2025-01-26,Completed,82.6,7.2
302462,100625,Conflict Resolution,Soft Skills,04/04/2023,05/05/2023,Completed,76.2,5.8
302463,100625,Advanced Customer Handling,Customer Experience,2025-09-12,13-09-2025,Completed,89.9,8.9
302464,100625,Manager Coaching Skills,Leadership,2025-01-26,,Completed,77.8,21.8
302465,100626,New Hire Onboarding,Onboarding,2023-03-01,,Dropped,,10.4
302466,100626,Secure Coding Basics,Technical,2023-02-01,,In Progress,,6.7
302467,100626,Power BI Fundamentals,Technical,05/08/2022,,In Progress,,12.4
302468,100626,Cybersecurity Awareness,Compliance,2022-10-03,,In Progress,,1.4
302469,100626,New Hire Onboarding,Onboarding,08/21/2021,09/02/2021,Completed,84.9,6.8
302470,100626,Conflict Resolution,Soft Skills,2023-03-11,,In Progress,,7.3
302471,100626,SQL for Business Analysts,Technical,2021-04-08,,Assigned,,13.9
302472,100627,New Hire Onboarding,Onboarding,2024-07-14,28-08-2024,Completed,62.0,6.9
302473,100627,New Hire Onboarding,Onboarding,"Aug 20, 2022",,Not Started,,9.0
302474,100627,Enterprise Sales Methodology,Sales,2023-10-05,,Completed,58.9,13.7
302475,100627,Secure Coding Basics,Technical,2023/04/28,"May 05, 2023",Completed,87.4,7.3
302476,100627,Leadership Essentials,Leadership,2025-10-17,2025-10-28,Done,73.3,21.7
302477,100628,New Hire Onboarding,Onboarding,2021-11-11,2021-12-05,Done,93.1,9.1
302478,100628,Enterprise Sales Methodology,Sales,2024-07-15,2024-08-29,Completed,72.5,16.7
302479,100628,Product Discovery Basics,Product,2025-03-30,,In Progress,,11.0
302480,100628,New Hire Onboarding,Onboarding,10/19/2022,,In Progress,,7.3
302481,100629,Conflict Resolution,Soft Skills,2025-06-12,,In Progress,,6.6
302482,100630,New Hire Onboarding,Onboarding,06/24/2025,2025/07/31,Completed,87.6,9.4
302483,100630,Product Discovery Basics,Product,24-07-2021,,Assigned,,11.0
302484,100630,New Hire Onboarding,Onboarding,2026-02-27,2026-04-10,Completed,98.1,8.2
302485,100630,Enterprise Sales Methodology,Sales,2023-09-30,,In Progress,,15.4
302486,100630,Leadership Essentials,Leadership,2026-01-21,,Completed,90.2,21.7
302487,100631,Cybersecurity Awareness,Compliance,"Oct 19, 2024",,In Progress,,2.1
302488,100631,Power BI Fundamentals,Technical,2025-08-15,,In Progress,,18.6
302489,100631,Conflict Resolution,Soft Skills,2025-09-17,09/21/2025,Completed,89.9,5.7
302490,100631,Product Discovery Basics,Product,02/20/2025,,Not Started,,8.5
302491,100632,Cybersecurity Awareness,Compliance,2026-04-11,2026-04-19,Completed,68.7,1.8
302492,100633,New Hire Onboarding,Onboarding,"Sep 06, 2025",,Assigned,,7.7
302493,100633,Enterprise Sales Methodology,Sales,12/14/2025,,Done,69.9,17.3
302494,100633,Power BI Fundamentals,Technical,16-02-2025,2025-03-21,Completed,78.1,16.8
302495,100633,Conflict Resolution,Soft Skills,2025-08-18,,Assigned,,7.3
302496,100633,Data Privacy and GDPR,Compliance,2025-07-01,2025-07-20,Completed,62.6,2.6
302497,100634,New Hire Onboarding,Onboarding,2025-06-21,,Assigned,,10.2
302498,100634,New Hire Onboarding,Onboarding,25-10-2025,,Completed,67.6,7.8
302499,100634,Conflict Resolution,Soft Skills,2025-11-07,2025-11-26,Completed,76.0,6.9
302500,100634,Advanced Customer Handling,Customer Experience,2025-10-21,14-11-2025,Completed,84.7,9.2
302501,100634,Manager Coaching Skills,Leadership,2025-10-20,,Not Started,,17.4
302502,100634,SQL for Business Analysts,Technical,02-01-2026,,Completed,66.2,16.8
302503,100634,Enterprise Sales Methodology,Sales,"Feb 24, 2026",29-03-2026,Completed,84.3,17.8
302504,100635,Cybersecurity Awareness,Compliance,2023-07-15,,Not Started,,2.1
302505,100635,Data Privacy and GDPR,Compliance,2025/08/13,2025-09-10,Completed,96.9,3.6
302506,100635,Product Discovery Basics,Product,2024-06-09,2024-07-20,Completed,50.5,11.7
302507,100635,Enterprise Sales Methodology,Sales,2023-07-27,,Not Started,,16.7
302508,100635,Secure Coding Basics,Technical,2024/11/20,2024-12-06,Complete,62.2,12.3
302509,100635,Leadership Essentials,Leadership,08/30/2022,,Assigned,,20.5
302510,100635,New Hire Onboarding,Onboarding,"Mar 06, 2026",,Assigned,,6.7
302511,100636,New Hire Onboarding,Onboarding,2023-12-24,,Assigned,,7.0
302512,100636,Data Privacy and GDPR,Compliance,2025-03-25,2025-04-03,Completed,73.4,2.8
302513,100636,Manager Coaching Skills,Leadership,2025-11-29,2025-12-08,Completed,75.6,16.6
302514,100636,Enterprise Sales Methodology,Sales,2025-12-26,2025-12-28,Completed,67.4,16.0
302515,100637,New Hire Onboarding,Onboarding,2025/12/21,2026-01-27,Completed,87.6,8.7
302516,100637,Advanced Customer Handling,Customer Experience,2026-03-14,2026-03-23,Completed,78.2,10.3
302517,100637,Data Privacy and GDPR,Compliance,2024-04-18,2024/04/24,Completed,89.3,2.8
302518,100637,SQL for Business Analysts,Technical,2025-07-21,2025/07/23,Completed,84.5,17.9
302519,100637,Cybersecurity Awareness,Compliance,2025-06-15,2025/07/27,Completed,73.3,2.4
302520,100637,Manager Coaching Skills,Leadership,2026-03-01,2026-03-05,Complete,52.8,15.1
302521,100638,New Hire Onboarding,Onboarding,2024-08-22,2024-08-24,Completed,63.5,7.1
302522,100639,Product Discovery Basics,Product,2021-08-25,,Complete,86.6,7.7
302523,100639,Manager Coaching Skills,Leadership,2022-03-19,,Assigned,,11.8
302524,100639,SQL for Business Analysts,Technical,05/16/2024,2024-06-29,Completed,76.8,16.2
302525,100639,Advanced Customer Handling,Customer Experience,10/15/2025,24-10-2025,Completed,98.1,11.4
302526,100639,Conflict Resolution,Soft Skills,2022-09-06,,In Progress,,7.1
302527,100640,New Hire Onboarding,Onboarding,2021-03-23,,In Progress,,7.3
302528,100640,Enterprise Sales Methodology,Sales,2021-09-08,,Dropped,,12.9
302529,100640,New Hire Onboarding,Onboarding,2022-10-25,2022-12-06,Completed,92.7,9.3
302530,100640,Manager Coaching Skills,Leadership,2024-07-10,,In Progress,,13.9
302531,100641,New Hire Onboarding,Onboarding,2022-06-30,,Completed,79.7,6.8
302532,100641,Product Discovery Basics,Product,2026-04-24,2026-05-11,Completed,79.8,12.8
302533,100641,Data Privacy and GDPR,Compliance,2021-06-12,,Not Started,,2.8
302534,100642,New Hire Onboarding,Onboarding,2023-05-18,2023-05-26,Completed,77.0,7.8
302535,100643,Manager Coaching Skills,Leadership,2024/09/06,2024-09-11,Completed,59.6,17.4
302536,100643,Conflict Resolution,Soft Skills,29-01-2024,,Complete,85.2,5.5
302537,100643,Cybersecurity Awareness,Compliance,30-08-2024,,In Progress,,1.6
302538,100643,Data Privacy and GDPR,Compliance,"Apr 17, 2026",05/28/2026,Complete,95.2,2.1
302539,100643,Product Discovery Basics,Product,2025-09-22,2025-10-03,Done,62.4,9.1
302540,100643,Power BI Fundamentals,Technical,2024/08/10,2024-09-19,Completed,85.2,11.4
302541,100644,New Hire Onboarding,Onboarding,2023-04-25,2023-05-02,Complete,85.9,8.0
302542,100644,New Hire Onboarding,Onboarding,19-09-2022,,Assigned,,7.6
302543,100644,Advanced Customer Handling,Customer Experience,30-12-2022,,Assigned,,11.8
302544,100644,Enterprise Sales Methodology,Sales,2022/02/23,2022-03-14,Complete,75.2,14.1
302545,100644,Manager Coaching Skills,Leadership,2021-03-04,2021-03-31,Completed,82.5,15.1
302546,100644,Data Privacy and GDPR,Compliance,05/15/2022,2022-05-26,Completed,78.3,3.4
302547,100645,New Hire Onboarding,Onboarding,2023-09-06,,In Progress,,8.3
302548,100645,SQL for Business Analysts,Technical,2025-12-24,2026-01-08,Completed,85.6,16.9
302549,100645,Leadership Essentials,Leadership,2025/12/12,2026-01-04,Completed,86.2,17.3
302550,100646,New Hire Onboarding,Onboarding,2026-01-19,,Not Started,,5.9
302551,100646,Enterprise Sales Methodology,Sales,2025-09-09,2025-09-17,Done,57.3,17.3
302552,100647,New Hire Onboarding,Onboarding,2022-06-10,,Dropped,,6.0
302553,100648,Enterprise Sales Methodology,Sales,2021-08-21,,Assigned,,10.4
302554,100648,Leadership Essentials,Leadership,06/22/2021,,In Progress,,22.3
302555,100648,Product Discovery Basics,Product,2021-01-03,,Assigned,,12.8
302556,100648,Leadership Essentials,Leadership,2021-12-11,2022-01-25,Completed,81.5,18.6
302557,100649,New Hire Onboarding,Onboarding,2025-03-13,2025-04-13,Completed,63.3,6.8
302558,100649,Power BI Fundamentals,Technical,15-02-2026,,Not Started,,12.7
302559,100649,Advanced Customer Handling,Customer Experience,2025-06-04,2025-07-05,Complete,87.9,13.1
302560,100649,Manager Coaching Skills,Leadership,03/10/2026,,In Progress,,18.1
302561,100649,Product Discovery Basics,Product,2025-11-09,23-12-2025,Done,59.4,9.3
302562,100649,Cybersecurity Awareness,Compliance,2025-07-21,2025-09-04,Completed,79.4,1.8
302563,100649,SQL for Business Analysts,Technical,2025-04-22,2025-05-21,Done,78.4,20.4
302564,100650,New Hire Onboarding,Onboarding,2024-07-08,2024-07-21,Completed,96.7,7.0
302565,100650,Secure Coding Basics,Technical,2025-02-19,2025-02-26,Completed,81.0,9.9
302566,100650,Leadership Essentials,Leadership,2024-07-26,2024-08-20,Completed,80.3,21.3
302567,100650,Power BI Fundamentals,Technical,2024-09-20,"Sep 24, 2024",Done,72.6,13.1
302568,100650,Enterprise Sales Methodology,Sales,2024-12-26,,Dropped,,11.7
