review_id,employee_id,review_date,performance_score,manager_score,goals_met_percentage,promotion_recommended,reviewer_id
701094,100451,2022-04-20,4.22,4.43,84.4,0,100128
701095,100451,04/17/2025,3.95,3.78,77.4,0,100287
701096,100452,2024-09-13,3.64,3.58,56.1,FALSE,100257
701097,100453,2023-12-20,2.90,3.09,54.7,No,100217
701098,100453,2025-01-22,2.56,3.28,65.7,No,100217
701099,100454,02/13/2021,3.82,4.24,67.8,Yes,100210
701100,100454,2021-10-16,4.54,4.74,100.9,Yes,100210
701101,100454,2022-11-24,3.51,3.66,60.6,FALSE,100210
701102,100454,2023-10-17,3.75,4.85,91.5,FALSE,100210
701103,100455,2024-11-12,4.15,3.48,80.7,No,100416
701104,100455,31/31/2024,3.62,4.04,78.1,No,100416
701105,100456,2023-03-14,3.69,4.27,71.0,0,100991
701106,100456,2023-05-27,3.73,3.32,67.8,No,100847
701107,100456,2023-09-14,4.14,4.92,106.5,FALSE,101574
701108,100456,2023-12-14,3.23,3.19,88.7,No,101643
701109,100457,"Jun 07, 2024",3.89,4.18,80.3,No,100184
701110,100457,2025-06-12,3.79,3.42,77.3,0,100184
701111,100458,2024-07-17,4.12,4.49,78.4,FALSE,101702
701112,100458,2025-10-03,4.45,3.53,71.5,0,101102
701113,100458,2025-12-09,3.53,4.14,90.1,0,101236
701114,100459,"Nov 06, 2021",3.14,,57.1,No,100376
701115,100459,2024-03-18,2.82,3.20,59.5,FALSE,100376
701116,100459,11-04-2025,2.60,2.58,61.6,0,100376
701117,100461,2024-10-30,4.27,4.37,67.3,Yes,100140
701118,100461,14-11-2024,4.17,3.79,82.7,No,100140
701119,100461,2024-11-24,4.68,,84.3,Yes,100140
701120,100461,2025/03/29,3.53,3.00,56.3,0,100140
701121,100462,2021-07-04,3.98,4.02,71.0,No,100208
701122,100463,2025-04-18,2.19,1.77,47.4,No,100133
701123,100463,2025-13-40,2.01,2.07,35.0,0,100133
701124,100463,03/01/2026,2.86,,44.0,No,100133
701125,100464,2025-03-18,2.55,2.88,33.9,0,100290
701126,100464,2025-05-08,2.47,2.70,53.4,No,100290
701127,100464,2025-11-12,2.97,2.83,62.2,0,100290
701128,100465,2026-01-15,3.08,2.90,68.6,0,100319
701129,100466,2024-11-27,4.69,4.52,88.8,FALSE,100030
701130,100466,2025-05-04,4.04,3.69,93.2,TRUE,100030
701131,100467,2023/06/04,4.11,3.57,64.2,No,100402
701132,100467,08/23/2023,4.87,5.00,93.5,Yes,100402
701133,100467,2023/10/09,4.23,4.02,70.4,0,100402
701134,100467,2024-08-02,4.95,5.00,107.5,1,100402
701135,100468,2025-05-22,3.51,4.28,84.3,0,100195
701136,100468,2025-05-31,2.95,2.80,70.9,No,100195
701137,100469,2022-09-21,2.94,2.99,55.2,No,100025
701138,100469,2023-01-05,3.45,3.05,64.3,FALSE,100025
701139,100469,2023-09-10,3.24,1.92,81.1,No,100025
701140,100470,2025-09-30,3.89,3.97,84.3,No,100197
701141,100471,2021-09-05,3.87,3.46,71.3,0,100224
701142,100471,09/10/2021,4.00,4.66,86.7,0,100224
701143,100471,21-12-2022,2.92,3.53,48.1,No,100224
701144,100472,2022-01-27,3.97,3.93,79.9,0,100107
701145,100472,2022-04-01,3.59,3.07,66.0,0,100107
701146,100473,2022-09-13,3.36,3.60,57.2,No,100277
701147,100473,2023-01-27,2.81,3.22,51.3,0,100277
701148,100473,2024-06-12,3.19,2.89,59.8,FALSE,100277
701149,100473,2026-03-11,3.16,3.54,85.1,No,100277
701150,100474,2024-03-01,3.67,4.38,61.0,FALSE,100397
701151,100474,2026-04-30,3.81,5.00,103.5,1,100397
701152,100475,2021-06-14,1.48,2.38,35.6,No,100318
701153,100475,2021-10-21,1.51,1.59,32.5,No,100318
701154,100475,2021-12-13,1.96,2.01,38.0,0,100318
701155,100475,2022-09-02,2.19,2.16,,No,100318
701156,100476,2021-06-15,3.46,2.97,64.3,FALSE,100056
701157,100476,2023-04-14,4.11,3.67,76.9,FALSE,100056
701158,100476,17-05-2023,4.21,5.00,79.1,TRUE,100056
701159,100476,2025-12-31,3.57,2.79,65.9,0,100056
701160,100477,2025-04-21,3.96,4.31,82.1,FALSE,101466
701161,100477,2026-04-18,3.43,3.59,66.7,0,100491
701162,100478,2021-01-19,4.86,5.00,120.0,0,100389
701163,100478,11/29/2021,4.45,4.02,88.3,TRUE,100389
701164,100478,07/05/2023,4.63,5.00,104.3,No,100389
701165,100478,06/27/2024,4.67,4.37,80.3,FALSE,100389
701166,100479,2022/04/18,4.14,3.90,102.3,FALSE,100073
701167,100479,2022-07-20,3.57,3.41,67.5,No,100073
701168,100479,01/19/2023,3.58,3.60,53.8,0,100073
701169,100479,02/25/2023,3.07,2.63,67.3,No,100073
701170,100480,2023-11-05,5.00,5.00,73.1,No,100422
701171,100480,2024-01-29,4.39,4.08,82.6,FALSE,100422
701172,100481,2026-01-22,3.59,,63.1,No,100226
701173,100481,2026-02-11,3.47,3.38,69.2,FALSE,100226
701174,100481,2026-02-14,3.59,3.37,68.3,No,100226
701175,100481,2026-03-19,3.42,3.65,67.3,FALSE,100226
701176,100482,2021-05-27,3.35,2.98,70.9,FALSE,100122
701177,100482,2024-09-16,3.99,3.62,78.7,Yes,100122
701178,100482,2025-07-30,3.59,3.56,48.6,0,100122
701179,100482,2025-12-05,4.14,3.68,67.7,FALSE,100122
701180,100483,2021-01-15,3.19,3.03,79.3,0,100122
701181,100483,2021-04-23,3.52,3.76,87.0,0,100122
701182,100483,2022-02-15,3.59,3.98,54.1,No,100122
701183,100483,2025-07-10,3.46,3.67,78.2,0,100122
701184,100484,2022-07-23,3.43,3.05,54.7,No,100983
701185,100484,"Dec 20, 2023",3.32,3.66,63.3,FALSE,101225
701186,100484,2023-12-21,3.85,3.75,88.5,No,100569
701187,100484,2024-11-26,2.88,2.35,72.2,0,101388
701188,100485,01/30/2023,,3.40,51.0,0,100577
701189,100485,2023-09-15,2.60,1.80,47.5,0,100838
701190,100485,2023-12-09,3.23,2.94,63.8,No,101436
701191,100485,07/21/2025,2.88,2.35,61.4,FALSE,100132
701192,100486,09/11/2023,3.70,3.38,70.0,No,100210
701193,100487,2021-03-15,2.92,3.05,65.6,0,100177
701194,100489,2021-05-01,2.51,2.54,61.5,0,100183
701195,100489,2021-07-18,2.55,1.72,32.7,No,100183
701196,100489,2022/01/30,2.75,2.66,66.7,0,100183
701197,100490,2024-05-29,3.76,3.59,67.7,No,100160
701198,100491,2022-01-21,3.58,3.31,56.2,No,100133
701199,100491,2022-12-18,3.44,4.91,49.1,FALSE,100133
701200,100491,2025-12-29,4.45,4.46,74.0,Yes,100133
701201,100492,2021-08-09,4.33,4.82,89.6,TRUE,100089
701202,100492,2021-10-28,4.37,4.51,81.2,TRUE,100089
701203,100493,"Jan 19, 2025",3.30,3.37,83.6,No,100292
701204,100493,2025-02-23,2.78,1.88,48.9,FALSE,100292
701205,100493,08/05/2025,2.62,1.80,40.4,No,100292
701206,100494,2023-02-20,3.11,2.69,55.9,No,100032
701207,100494,2023/03/21,3.13,3.06,64.6,FALSE,100032
701208,100495,2021-06-11,2.12,2.03,31.8,FALSE,100355
701209,100495,2025-05-17,1.80,1.39,48.8,0,100355
701210,100496,03/07/2026,3.92,3.74,71.4,Yes,100064
701211,100496,2026-03-21,4.03,3.48,70.0,TRUE,100064
701212,100496,2026-04-08,3.93,3.52,75.8,FALSE,100064
701213,100496,2026/04/25,3.83,4.37,89.4,1,100064
701214,100497,2022-10-29,3.70,2.94,86.7,No,100560
701215,100498,03/13/2026,4.26,4.22,83.6,Yes,100146
701216,100498,2026-03-17,3.64,3.42,78.4,FALSE,100146
701217,100498,2026-04-08,3.69,4.09,78.8,No,100146
701218,100498,2026-04-11,3.32,2.93,70.4,FALSE,100146
701219,100499,2025-09-01,3.24,2.35,34.4,No,100336
701220,100499,2026-01-13,3.02,3.45,49.6,FALSE,100336
701221,100500,"Jul 04, 2023",2.94,2.57,74.5,0,100308
701222,100500,2024-12-06,2.97,3.51,56.9,0,100308
701223,100500,2025-03-12,2.89,2.07,41.5,No,100308
701224,100501,08/16/2022,3.40,2.78,98.6,FALSE,100056
701225,100502,24-02-2021,3.23,3.39,,FALSE,100423
701226,100502,05/22/2021,3.77,3.45,104.2,No,101115
701227,100503,2022-10-25,4.39,4.65,80.3,0,101746
701228,100503,"Jul 01, 2023",4.08,3.89,73.9,No,100243
701229,100503,2024/12/22,3.55,3.09,74.9,0,100218
701230,100504,2024-11-17,3.03,2.78,66.2,No,100239
701231,100506,06/13/2025,3.26,2.56,67.7,0,100126
701232,100506,2025-10-16,2.72,3.47,60.5,0,100126
701233,100506,2025/11/14,3.09,2.55,56.4,FALSE,100126
701234,100507,2025-07-25,2.90,2.03,49.1,FALSE,100499
701235,100508,02/11/2022,2.99,2.94,41.2,FALSE,100115
701236,100508,"Oct 07, 2023",3.98,3.85,91.4,1,100115
701237,100509,17-01-2023,3.91,3.71,79.9,No,101423
701238,100510,2025-07-21,2.44,1.90,30.9,FALSE,101081
701239,100510,2025-12-01,2.49,2.65,56.9,No,100548
701240,100510,2026-02-13,2.53,1.59,33.5,FALSE,101662
701241,100510,2026-02-25,2.03,2.08,22.2,No,100715
701242,100512,2021-03-10,2.40,2.61,57.6,No,100347
701243,100512,"Sep 07, 2022",2.19,2.16,41.0,No,100347
701244,100513,2025-09-01,4.09,2.96,76.6,1,100122
701245,100513,2025-09-24,3.79,4.38,,FALSE,100122
701246,100513,2025-09-27,3.15,4.38,79.6,0,100122
701247,100515,01/08/2021,3.21,2.75,77.1,0,100630
701248,100515,2021/06/26,3.07,1.93,56.9,No,100364
701249,100515,06/10/2022,2.72,2.27,47.9,No,101049
701250,100515,2024-06-11,2.69,2.09,53.7,FALSE,100815
701251,100516,25-08-2025,2.17,2.30,51.8,FALSE,100224
701252,100517,2025-08-31,3.44,3.51,80.5,0,100382
701253,100517,2025-11-12,4.10,4.01,82.2,1,100382
701254,100517,31-01-2026,3.68,3.58,71.0,No,100382
701255,100518,2021-01-25,2.69,2.74,36.7,FALSE,100181
701256,100518,2021-02-03,2.48,2.48,42.2,FALSE,100181
701257,100518,2022-08-10,1.92,1.31,27.9,FALSE,100181
701258,100518,2022-12-01,2.46,2.80,39.8,FALSE,100181
701259,100519,2021/10/07,3.97,3.56,69.3,1,100134
701260,100519,07/16/2024,4.43,3.70,97.7,No,100798
701261,100519,"Nov 23, 2024",3.78,4.33,59.5,FALSE,101700
701262,100519,2025-04-09,3.77,3.79,70.2,0,100244
701263,100520,2022-02-23,4.41,4.66,96.4,TRUE,100167
701264,100521,23-07-2022,3.59,3.36,61.3,No,100150
701265,100522,2026/03/24,4.43,4.69,89.3,FALSE,100003
701266,100522,2026-04-20,3.99,3.68,78.8,FALSE,100003
701267,100523,08/04/2025,3.39,3.04,72.3,0,100488
701268,100523,2025-08-23,2.88,3.26,81.9,No,100488
701269,100524,"Nov 20, 2023",3.55,2.79,68.3,0,100394
701270,100524,2024-06-28,3.96,3.54,102.1,1,100394
701271,100525,25-12-2023,4.12,3.30,88.0,Yes,100277
701272,100525,2024-01-04,4.57,4.69,85.4,FALSE,100277
701273,100525,2024-02-04,4.75,4.97,105.9,0,100277
701274,100526,2024-07-14,3.86,4.16,73.0,Yes,100437
701275,100526,2024-08-25,3.31,3.84,86.0,No,100437
701276,100527,2025-11-09,3.13,2.95,79.2,FALSE,100122
701277,100527,2026-01-10,2.73,2.43,60.8,0,100122
701278,100527,2026-03-24,3.05,3.51,59.3,0,100122
701279,100527,05/01/2026,2.98,2.30,57.7,0,100122
701280,100528,26-01-2023,2.87,3.64,54.9,0,100003
701281,100529,2023-02-08,3.47,3.20,51.2,No,100492
701282,100530,2022-12-02,4.12,3.72,83.4,0,100529
701283,100530,2022-12-19,4.36,4.39,85.8,1,100529
701284,100530,2023-12-01,3.67,3.85,83.4,No,100529
701285,100530,2025-02-14,4.49,4.23,82.8,TRUE,100529
701286,100531,2021-09-06,4.34,4.24,57.0,No,100529
701287,100532,2025-05-04,4.02,4.34,83.2,FALSE,100072
701288,100533,2022/05/18,4.36,4.26,90.3,Yes,101685
701289,100533,2023/04/22,4.04,4.11,93.2,No,100206
701290,100533,2024-07-28,4.56,4.36,80.6,No,100798
701291,100533,18-03-2025,4.43,4.21,82.5,1,100848
701292,100534,2021-11-04,4.29,4.30,80.1,0,100195
701293,100534,2023-11-27,4.39,5.00,56.6,0,100195
701294,100534,2026-04-09,3.91,3.46,61.8,FALSE,100195
701295,100535,2022-03-23,3.20,,70.0,0,100282
701296,100536,2024-06-14,2.40,2.42,63.3,FALSE,100493
701297,100537,2021-07-31,3.49,3.63,47.3,No,100323
701298,100537,2024-08-12,3.31,2.72,95.1,FALSE,100323
701299,100537,2024-11-27,3.02,2.75,36.7,0,100323
701300,100539,06/12/2024,2.73,3.19,46.1,FALSE,100145
701301,100539,2025-04-11,3.14,3.38,64.6,0,100145
701302,100539,2025-11-17,3.35,2.88,93.1,No,100145
701303,100540,11/16/2022,3.47,3.36,75.3,FALSE,100415
701304,100540,2023-03-17,3.00,2.35,73.6,0,100415
701305,100540,2023-12-06,2.78,2.59,36.1,0,100415
701306,100541,10/25/2025,2.96,2.97,51.7,No,100306
701307,100542,2025-11-28,2.35,2.52,49.1,FALSE,100212
701308,100542,2026/01/13,3.14,3.13,62.4,FALSE,101003
701309,100542,2026-02-07,2.02,1.56,37.7,No,101019
701310,100542,2026-02-21,2.67,2.27,50.5,No,100403
701311,100543,2023-06-24,4.69,4.35,81.2,Yes,100731
701312,100543,2024-03-29,4.46,3.92,100.5,TRUE,100637
701313,100544,2024-09-29,3.47,4.15,81.5,No,100224
701314,100544,2024-12-26,2.96,3.15,53.4,FALSE,100224
701315,100544,2026-01-10,2.82,3.12,53.0,FALSE,100224
701316,100545,"Feb 22, 2025",3.24,3.56,60.6,FALSE,100175
701317,100545,2025-10-30,3.00,3.00,75.9,No,100175
701318,100545,2025-11-25,3.58,3.56,55.9,0,100175
701319,100545,2026-03-30,2.90,2.94,65.9,0,100175
701320,100546,2023-11-24,3.65,3.59,72.6,No,100394
701321,100547,2026-04-27,3.69,3.84,74.8,FALSE,100289
701322,100547,2026-04-27,2.91,2.96,71.1,No,100289
701323,100547,2026-04-30,3.49,3.91,56.4,FALSE,100289
701324,100549,2023-02-11,2.88,2.56,43.3,FALSE,100365
701325,100549,2023-04-11,3.38,3.95,71.3,0,100365
701326,100549,2023-12-01,3.07,3.38,70.5,No,100365
701327,100549,2024-06-10,3.06,2.72,55.3,No,100365
701328,100550,"Apr 21, 2023",3.84,3.62,73.0,Yes,100215
701329,100551,2023-02-07,2.87,2.42,63.0,FALSE,100022
701330,100551,2023/11/26,3.49,3.73,75.4,No,100022
701331,100551,2023/12/26,3.98,4.12,53.5,1,100022
701332,100552,2024-03-28,2.59,1.71,40.8,FALSE,100095
701333,100553,"Jun 02, 2023",2.83,2.26,55.4,FALSE,100156
701334,100554,2025-07-09,2.97,2.39,30.7,0,101316
701335,100554,"Jul 26, 2025",2.56,2.23,47.9,FALSE,100315
701336,100554,29-12-2025,3.71,3.51,84.3,0,100004
701337,100555,05/05/2024,2.23,1.66,69.8,No,100249
701338,100555,2024-07-23,3.11,2.88,64.4,No,100249
701339,100555,2024-12-22,3.38,2.51,68.1,0,100249
701340,100556,2025-11-29,4.23,4.36,71.4,1,101581
701341,100557,2022-10-15,2.93,3.10,67.2,FALSE,100030
701342,100558,2022-11-19,2.49,2.29,63.9,FALSE,100336
701343,100558,14-06-2023,3.36,2.87,52.0,No,100336
701344,100559,17-11-2021,4.18,3.79,89.9,0,100181
701345,100559,2023-03-24,4.51,4.58,88.8,0,100181
701346,100559,2025-10-07,4.01,4.15,84.9,No,100181
701347,100561,2025-01-02,2.78,2.06,65.8,No,100282
701348,100562,2024-11-02,2.67,2.58,55.5,No,100406
701349,100563,2023-09-25,4.36,4.46,106.1,FALSE,100019
701350,100564,2024-04-10,4.34,3.19,70.5,1,100387
701351,100564,2024-09-07,3.66,3.08,109.4,0,100387
701352,100564,11/12/2024,4.00,3.89,93.0,No,100387
701353,100565,2022-07-01,4.28,4.04,90.2,1,100064
701354,100565,2022-07-20,3.79,3.32,76.8,No,100064
701355,100565,2023-06-25,3.96,3.92,85.3,0,100064
701356,100565,2023-12-17,3.86,4.14,87.1,No,100064
701357,100566,2021-01-19,4.01,3.33,81.3,FALSE,100174
701358,100566,2022-06-06,4.30,4.28,96.7,1,100174
701359,100566,09/29/2022,3.61,3.56,69.0,FALSE,100174
701360,100567,28-09-2022,2.40,2.10,51.8,No,100454
701361,100567,2022-10-22,2.11,2.03,20.1,0,100454
701362,100567,2024-02-09,1.95,1.91,59.0,0,100454
701363,100567,"May 01, 2025",2.56,2.65,26.3,FALSE,100454
701364,100568,2021-06-27,2.55,2.39,49.0,0,100529
701365,100568,"Nov 29, 2021",3.13,3.12,49.3,No,100529
701366,100568,2023-03-23,2.32,1.46,44.9,FALSE,100529
701367,100569,05/02/2022,3.89,3.21,74.8,1,100002
701368,100569,09-12-2022,3.78,3.59,63.4,No,100002
701369,100570,2021-01-02,4.16,4.17,71.5,0,100306
701370,100570,2025-05-24,4.10,4.01,88.1,TRUE,100306
701371,100571,2022-02-04,3.08,2.84,70.9,0,100387
701372,100571,2023-09-03,2.48,2.48,52.2,FALSE,100387
701373,100572,2025-04-21,2.98,2.89,52.7,0,101432
701374,100572,07/05/2025,3.38,2.73,83.5,0,100454
701375,100572,2025-10-21,2.88,2.17,64.0,No,100613
701376,100572,2026-01-15,3.47,3.40,65.5,No,101409
701377,100573,2022-04-23,4.00,3.54,102.1,1,100115
701378,100573,"Mar 26, 2023",4.18,4.14,79.7,TRUE,100115
701379,100573,2023-04-04,3.94,4.14,83.9,0,100115
701380,100573,2023-06-06,3.96,3.55,73.4,FALSE,100115
701381,100574,2023/01/19,2.89,3.08,36.5,0,100532
701382,100574,"Oct 16, 2023",2.73,2.01,52.6,No,100532
701383,100574,2024-12-19,2.38,2.71,36.1,FALSE,100532
701384,100574,2025-12-05,3.05,3.37,74.5,FALSE,100532
701385,100575,2023-12-03,3.29,3.54,71.9,0,100528
701386,100575,2024-05-11,4.11,3.97,70.6,Yes,100528
701387,100575,"May 27, 2024",3.76,4.13,72.3,No,100528
701388,100575,2025-10-22,3.91,4.40,47.1,TRUE,100528
701389,100576,2021-05-08,4.43,4.68,93.6,FALSE,100416
701390,100576,05/10/2021,4.47,4.69,,No,100416
701391,100576,2021-06-15,4.42,4.76,103.1,0,100416
701392,100576,2021-10-26,4.59,3.49,95.6,Yes,100416
701393,100577,25-06-2025,3.32,2.56,58.1,No,100132
701394,100577,2026-01-15,3.20,2.89,86.1,FALSE,100132
701395,100578,12/07/2021,4.34,4.49,106.3,0,100175
701396,100579,2024-11-08,2.23,,57.0,No,100183
701397,100579,2024-12-13,1.90,1.80,44.0,FALSE,100183
701398,100581,2021-10-30,3.25,3.42,56.2,FALSE,100188
701399,100581,2024-09-19,3.17,2.17,40.4,0,100188
701400,100581,2024-12-04,2.56,3.01,69.8,No,100188
701401,100582,17-02-2026,3.58,2.93,67.4,FALSE,101030
701402,100582,2026-03-07,4.36,3.83,65.1,TRUE,101315
701403,100582,2026-03-23,4.36,4.95,68.1,0,100620
701404,100583,2021-02-18,2.96,3.06,48.8,No,100181
701405,100583,"Aug 15, 2024",2.15,2.35,74.1,No,100181
701406,100584,TBD,2.19,1.79,47.0,0,100497
701407,100585,2022-07-24,4.76,5.00,119.1,No,100375
701408,100585,2022-09-05,,5.00,108.8,0,100375
701409,100585,2025-09-19,4.70,4.71,75.4,Yes,100375
701410,100585,2026-01-16,4.52,4.21,90.8,TRUE,100375
701411,100586,16-02-2021,2.99,3.07,78.7,No,100465
701412,100586,02/09/2022,2.82,2.02,59.5,0,100465
701413,100586,25-09-2024,4.01,4.63,82.5,Yes,100465
701414,100587,2021-05-09,3.74,2.07,76.6,FALSE,100197
701415,100587,2021-07-17,3.74,3.93,51.0,No,100197
701416,100587,2023-07-16,3.70,3.30,83.6,FALSE,100197
701417,100587,2025-11-23,4.41,4.37,90.0,TRUE,100197
701418,100588,2022/01/02,3.63,4.10,78.9,0,100454
701419,100588,2022-08-03,4.33,4.31,80.7,Yes,100454
701420,100588,2022-12-14,3.53,3.55,50.2,No,100454
701421,100588,2025-07-29,4.18,3.80,97.6,No,100454
701422,100589,2021-07-18,3.87,4.18,84.9,1,100103
701423,100589,2025-07-12,3.25,3.98,72.8,No,101489
701424,100590,2022-10-08,4.64,4.31,93.5,TRUE,100154
701425,100590,07-01-2023,4.54,4.94,100.2,No,100154
701426,100590,01/06/2025,4.15,3.85,71.3,TRUE,100154
701427,100590,2025-01-29,5.00,5.00,101.6,No,100154
701428,100591,2025-01-11,2.97,2.29,60.3,No,100265
701429,100591,05/24/2025,2.94,2.47,57.4,FALSE,101424
701430,100592,"Nov 21, 2023",3.41,3.17,85.1,No,100025
701431,100592,2024-07-12,3.22,3.13,49.5,FALSE,100025
701432,100592,2024-11-07,3.19,2.91,75.3,0,100025
701433,100592,2025-05-16,2.94,2.22,80.7,FALSE,100025
701434,100593,2022/05/24,3.56,4.04,75.8,FALSE,100535
701435,100593,"Jan 20, 2025",3.58,4.36,76.4,No,100535
701436,100593,2025-12-24,3.93,4.01,101.7,TRUE,100535
701437,100594,01/21/2025,3.27,3.30,70.3,0,100177
701438,100595,09/16/2024,4.44,4.23,91.8,No,100183
701439,100596,2023-03-17,3.49,2.82,94.8,0,100710
701440,100596,2024-04-12,3.69,3.88,97.7,FALSE,100515
701441,100596,2025-05-04,3.46,3.38,89.3,No,101364
701442,100597,04/30/2022,1.51,1.68,25.0,FALSE,101405
701443,100598,2023-11-02,4.56,4.97,85.6,TRUE,100521
701444,100598,2025-02-18,4.53,4.47,113.2,1,100521
701445,100599,2023-08-22,4.30,4.34,74.9,TRUE,100200
701446,100599,2025-10-07,4.43,4.55,103.5,Yes,100200
701447,100600,2025-07-21,3.16,3.60,70.8,No,100338
701448,100600,2025-09-21,3.04,3.64,55.3,No,100338
701449,100601,2021-08-19,4.31,4.02,74.2,Yes,100022
701450,100602,2025-10-01,3.43,4.49,79.2,No,100382
701451,100603,28-05-2023,2.56,2.51,55.3,FALSE,100346
701452,100603,"Dec 16, 2023",3.13,3.71,68.4,No,100346
701453,100603,2025-10-26,3.04,2.73,57.2,0,100346
701454,100603,12/06/2025,2.68,,64.9,No,100346
701455,100604,2021-04-27,2.81,3.21,65.5,FALSE,100143
701456,100604,17-04-2023,3.20,,49.2,FALSE,100143
701457,100604,2025-01-28,3.31,3.57,72.6,No,100143
701458,100605,2022-12-17,3.98,4.26,76.7,No,100504
701459,100605,2023-05-07,3.98,4.60,91.8,Yes,100504
701460,100605,2023-07-05,3.91,3.61,78.5,FALSE,100504
701461,100606,2022-12-01,3.75,3.57,86.2,0,100282
701462,100606,2023-08-23,3.75,4.08,65.2,0,100282
701463,100607,2025-11-10,2.48,2.24,69.0,No,100051
701464,100608,2022-04-03,4.29,3.86,86.7,No,100498
701465,100608,2025-01-16,4.25,4.28,87.3,TRUE,100498
701466,100609,2024-07-07,4.29,4.67,87.8,Yes,100257
701467,100610,2021-06-14,3.75,,79.8,FALSE,100490
701468,100610,14-12-2023,4.59,4.26,74.7,FALSE,100490
701469,100611,05/15/2023,4.24,4.00,78.9,TRUE,100399
701470,100611,2023-08-03,3.50,3.13,69.8,FALSE,100234
701471,100611,2025-01-02,4.10,3.85,84.2,No,101139
701472,100611,2026-04-09,3.94,3.52,101.8,FALSE,100337
701473,100612,2025-08-16,4.94,4.79,88.6,TRUE,100306
701474,100613,2022-04-09,2.90,3.14,50.9,No,100481
701475,100613,2023-04-24,2.85,2.99,79.2,FALSE,100481
701476,100613,11/10/2023,3.10,2.76,59.2,FALSE,100481
701477,100613,2024-05-24,3.60,3.53,90.9,FALSE,100481
701478,100614,2021-05-19,3.37,3.29,78.1,No,100544
701479,100614,2021-10-10,3.65,3.30,84.9,No,100544
701480,100615,2023-05-10,3.59,,54.7,FALSE,100497
701481,100615,2024-01-10,3.44,2.99,59.7,FALSE,100497
701482,100615,2024-04-20,4.03,4.43,95.4,TRUE,100497
701483,100615,2026-01-12,3.23,3.51,59.7,0,100497
701484,100616,2022-11-09,3.78,4.66,101.4,FALSE,100528
701485,100616,2024-06-11,3.25,2.62,46.5,No,100528
701486,100616,2024-06-21,3.66,3.96,75.1,FALSE,100528
701487,100616,07/25/2025,3.70,3.79,77.8,0,100528
701488,100617,18-06-2021,3.05,3.81,50.3,FALSE,100467
701489,100617,2021-07-03,3.68,3.17,88.8,No,100467
701490,100618,05/01/2026,3.59,3.64,76.8,No,100056
701491,100618,2026-05-01,3.04,2.48,59.3,0,100056
701492,100619,2022-01-20,4.67,4.86,92.2,Yes,101171
701493,100619,2022-04-19,4.31,3.69,86.6,FALSE,101131
701494,100619,2022/10/24,4.18,4.28,101.0,No,100958
701495,100619,2025-12-25,4.20,4.47,85.4,FALSE,100695
701496,100620,11/12/2022,3.78,3.46,84.3,No,100154
701497,100620,2025-05-26,3.76,4.00,54.7,0,100154
701498,100621,21-02-2021,4.47,4.37,71.2,FALSE,100492
701499,100621,2021-06-16,5.00,5.00,104.4,0,100492
701500,100621,2021-10-30,4.64,4.48,94.2,TRUE,100492
701501,100621,2021-12-15,4.68,4.57,80.6,1,100492
701502,100622,2024-02-14,3.54,3.45,74.2,FALSE,101621
701503,100622,2024-05-20,3.39,3.32,66.7,0,100931
701504,100622,2024-11-09,3.50,3.69,85.1,No,101401
701505,100622,2025-01-30,4.00,4.34,,FALSE,101620
701506,100623,2022-01-16,3.51,2.85,,0,100542
701507,100623,01/22/2022,3.49,3.15,68.0,0,100542
701508,100623,2022-04-24,4.04,3.77,90.6,Yes,100542
701509,100623,04/09/2025,3.74,3.71,81.9,No,100542
701510,100625,"Aug 23, 2024",3.57,3.81,49.4,0,100102
701511,100625,2025-08-23,2.68,2.79,58.2,No,100102
701512,100625,2026-04-19,3.49,3.29,87.8,No,100102
701513,100626,2022-01-17,3.93,4.49,53.1,TRUE,100445
701514,100627,2023/04/05,3.20,3.44,65.4,0,100615
701515,100627,2023-04-11,3.08,2.32,31.3,0,100615
701516,100627,05/21/2023,2.94,3.40,44.0,FALSE,100615
701517,100627,06-09-2024,3.10,2.92,50.0,0,100615
701518,100628,2021-09-17,4.28,3.87,72.2,0,100122
701519,100628,2022-10-14,3.60,4.04,96.0,No,100122
701520,100629,12/10/2021,3.82,4.74,100.3,Yes,100160
701521,100629,2023-06-13,3.56,3.80,73.8,0,100160
701522,100629,2023-11-22,3.45,2.79,69.0,FALSE,100160
701523,100630,2023-07-18,3.04,2.84,48.3,No,101680
701524,100630,2023-07-25,3.13,2.48,72.5,FALSE,101302
701525,100631,11/29/2024,1.56,1.46,31.9,FALSE,100226
701526,100631,12/19/2024,1.68,2.45,23.0,No,100226
701527,100632,2021-10-29,2.67,2.06,47.7,No,100306
701528,100632,2022-06-02,3.28,2.96,77.3,FALSE,100306
701529,100633,17-11-2025,2.11,2.08,42.6,No,100615
701530,100634,2026-01-14,3.76,3.74,71.2,0,100521
701531,100634,2026/01/24,3.82,3.42,97.2,Yes,100521
701532,100634,2026-04-22,3.89,4.08,77.7,0,100521
701533,100635,2021-11-07,4.00,4.07,86.7,No,100355
701534,100636,2023-12-24,3.39,,76.2,No,100397
701535,100636,2024-01-19,3.26,3.01,68.3,0,100397
701536,100636,2025-06-30,3.39,2.19,59.7,FALSE,100397
701537,100637,2024-12-27,3.43,4.22,76.0,No,101726
701538,100637,2025-11-09,3.88,3.27,67.5,1,101183
701539,100637,2026-02-13,3.70,3.82,68.6,FALSE,101082
701540,100637,2026-02-26,3.92,4.17,83.6,0,100342
