history_id,employee_id,department_id,job_role_id,start_date,end_date,change_reason
600521,100463,1,101,2024-12-05,,Original Assignment
600522,100464,2,106,2020-08-05,,Original Assignment
600523,100465,1,102,2025-05-07,,Original Assignment
600524,100466,3,112,2024-07-03,06/19/2025,Initial Hire
600525,100466,8,126,2025-06-20,,Department Transfer
600526,100467,1,103,2023-01-29,2025-01-13,Original Assignment
600527,100468,9,130,2025-01-12,,Original Assignment
600528,100469,1,101,12/18/2015,,Original Assignment
600529,100470,5,118,2017-08-26,,Original Assignment
600530,100471,9,129,2020-10-14,2023-03-27,Original Assignment
600531,100472,8,126,2014/12/11,,Original Assignment
600532,100473,3,112,"Jul 05, 2020",,Original Assignment
600533,100474,1,101,2023-08-24,,Original Assignment
600534,100475,1,101,2014-06-19,2023-01-16,Original Assignment
600535,100476,7,124,2020/03/29,,Original Assignment
600536,100477,6,122,2024-11-04,,Original Assignment
600537,100478,3,111,2017-01-17,,Original Assignment
600538,100479,5,117,2018-02-22,,Original Assignment
600539,100480,1,101,2023-06-05,2024-06-16,Original Assignment
600540,100481,7,125,"Sep 24, 2025",,Original Assignment
600541,100482,7,123,2018-02-19,,Original Assignment
600542,100483,7,124,2018-07-10,,Original Assignment
600543,100484,5,118,2018-07-04,,Original Assignment
600544,100485,6,122,2019-06-25,,Original Assignment
600545,100486,3,110,2022-07-10,,Original Assignment
600546,100487,8,127,2014-04-06,,Original Assignment
600547,100488,1,103,2020-03-24,11/05/2020,Original Assignment
600548,100489,2,106,04-11-2017,16-12-2022,Original Assignment
600549,100490,1,102,2021-01-30,,Original Assignment
600550,100491,1,101,2015-08-31,,Original Assignment
600551,100492,1,102,2014-09-06,,Original Assignment
600552,100493,8,127,2024/09/10,"Jul 24, 2025",Initial Hire
600553,100493,2,106,07/25/2025,2025-09-14,Lateral Transfer
600554,100494,5,119,2022-06-02,,Original Assignment
600555,100495,1,103,2014-02-10,,Original Assignment
600556,100496,3,109,2025-11-07,,Original Assignment
600557,100497,2,107,2020-11-25,,Original Assignment
600558,100498,1,103,"Oct 20, 2025",,Original Assignment
600559,100499,3,111,2025-04-29,,Original Assignment
600560,100500,5,119,2019-12-02,,Original Assignment
600561,100501,7,123,10/29/2017,,Original Assignment
600562,100502,2,105,2016-11-21,2021-06-21,Original Assignment
600563,100503,4,115,2017-03-14,,Original Assignment
600564,100504,10,134,2022-04-05,,Original Assignment
600565,100505,7,123,2026-01-02,,Original Assignment
600566,100506,6,120,2024-04-03,,Original Assignment
600567,100507,3,110,17-01-2022,,Original Assignment
600568,100508,7,124,"Dec 20, 2020",,Original Assignment
600569,100509,7,124,"Aug 23, 2015",,Original Assignment
600570,100510,5,118,"Jan 14, 2025",,Original Assignment
600571,100511,1,102,03/29/2014,"Apr 08, 2020",Original Assignment
600572,100512,2,105,03/06/2020,,Original Assignment
600573,100513,7,125,2025-01-07,,Original Assignment
600574,100514,2,105,07-05-2014,2018-10-04,Original Assignment
600575,100515,9,131,2020-06-23,2021-01-05,Original Assignment
600576,100515,7,123,01/06/2021,,Manager Request
600577,100516,9,129,2024-04-08,,Original Assignment
600578,100517,5,117,02/25/2025,,Original Assignment
600579,100518,1,102,2017-10-07,2023/02/26,Original Assignment
600580,100519,3,111,03/09/2018,,Original Assignment
600581,100520,3,112,2014-05-09,,Original Assignment
600582,100521,3,111,2020-08-02,,Original Assignment
600583,100522,9,129,2025-11-14,,Original Assignment
600584,100523,5,119,2025-01-19,,Original Assignment
600585,100524,3,110,2019-02-24,,Original Assignment
600586,100525,3,112,2023-06-28,2024-02-08,Original Assignment
600587,100526,6,120,2022-06-17,,Original Assignment
600588,100527,7,125,2025-06-17,,Original Assignment
600589,100528,9,131,2017-11-03,,Original Assignment
600590,100529,1,103,"Jun 17, 2021",,Original Assignment
600591,100530,1,101,06/14/2019,,Original Assignment
600592,100531,1,101,2014-05-23,,Original Assignment
600593,100532,8,128,2018-05-28,,Original Assignment
600594,100533,3,111,2014-09-19,,Original Assignment
600595,100534,9,129,2017-02-25,,Original Assignment
600596,100535,1,104,2017-03-08,,Original Assignment
600597,100536,5,119,01-04-2023,03/28/2024,Initial Hire
600598,100536,1,102,2024-03-29,2024-09-02,Manager Request
600599,100537,3,109,2019-08-21,,Original Assignment
600600,100538,3,109,2017-04-28,2018-10-03,Original Assignment
600601,100539,3,110,2019-09-10,,Original Assignment
600602,100540,6,120,2014-07-24,,Original Assignment
600603,100541,9,130,22-02-2025,,Original Assignment
600604,100542,4,115,24-07-2025,,Original Assignment
600605,100543,1,101,2019-10-27,2026-01-31,Original Assignment
600606,100544,9,131,2023-10-26,,Original Assignment
600607,100545,4,113,2024-09-13,,Original Assignment
600608,100546,5,118,2023-06-17,,Original Assignment
600609,100547,2,106,2025-12-28,,Original Assignment
600610,100548,10,132,2018-03-09,2019-02-21,Original Assignment
600611,100549,3,109,"Dec 09, 2014",,Original Assignment
600612,100550,5,117,2021-01-02,,Original Assignment
600613,100551,1,101,2016-10-27,,Original Assignment
600614,100552,7,124,2023-07-03,,Original Assignment
600615,100553,1,101,"Mar 16, 2015",,Original Assignment
600616,100554,5,119,10/16/2024,02/13/2026,Original Assignment
600617,100555,7,124,2022-08-28,,Original Assignment
600618,100556,9,129,2017-02-20,,Original Assignment
600619,100557,8,127,2015-08-20,,Original Assignment
600620,100558,3,112,2016-04-30,,Original Assignment
600621,100559,9,129,2021-03-10,2022-09-25,Original Assignment
600622,100559,1,101,2022-09-26,,Manager Request
600623,100560,6,121,2026-02-14,,Original Assignment
600624,100561,2,106,2016/08/16,02-01-2022,Initial Hire
600625,100561,1,101,2022-01-03,,Career Growth
600626,100562,10,134,2019-06-22,2022/07/23,Initial Hire
600627,100562,4,113,2022/07/24,,Promotion
600628,100563,3,112,2015-01-13,,Original Assignment
600629,100564,2,106,2017-02-27,,Original Assignment
600630,100565,1,104,01/15/2022,10/29/2024,Original Assignment
600631,100565,3,110,"Oct 30, 2024",,Career Growth
600632,100566,2,108,2017-03-31,,Original Assignment
600633,100567,3,109,2022-03-27,08/08/2025,Original Assignment
600634,100568,1,101,2019-05-24,,Original Assignment
600635,100569,4,115,2018-06-24,2024-09-26,
600636,100569,1,101,2024-09-27,,Career Growth
600637,100570,4,116,12/23/2015,"Sep 10, 2016",
600638,100570,9,131,"Sep 11, 2016",,Department Transfer
600639,100571,4,115,2017-05-25,05/30/2020,
600640,100571,2,106,2020-05-31,,Career Growth
600641,100572,4,115,2024-01-27,,Original Assignment
600642,100573,7,125,2021/05/15,2023-12-04,Original Assignment
600643,100574,4,114,"Feb 08, 2018",2024-02-05,Original Assignment
600644,100574,8,127,2024-02-06,,Department Transfer
600645,100575,9,131,2018-11-07,,Original Assignment
600646,100576,1,101,2017-04-15,07-01-2022,Original Assignment
600647,100577,3,110,2025-01-03,,Original Assignment
600648,100578,4,116,2014-11-23,2022-04-11,Original Assignment
600649,100579,2,105,2023-07-02,,Original Assignment
600650,100580,1,101,2017-11-01,2019-06-27,Original Assignment
600651,100581,3,112,2017-06-20,,Original Assignment
600652,100582,6,120,2025-10-09,,Original Assignment
600653,100583,1,101,2018-05-08,,Original Assignment
600654,100584,2,105,"Sep 11, 2020",2022-03-16,Original Assignment
600655,100585,3,112,2015-11-21,,Original Assignment
600656,100586,3,110,2017-04-18,2020-10-31,Initial Hire
600657,100586,1,104,2020-11-01,,Department Transfer
600658,100587,1,103,2019-11-30,,Original Assignment
600659,100588,3,112,2020-01-10,,Original Assignment
600660,100589,3,109,2014-07-01,,Original Assignment
600661,100590,1,103,2020-05-31,,Original Assignment
600662,100591,1,101,2024-01-07,2025-09-21,Original Assignment
600663,100592,8,126,2023-02-14,"Jun 04, 2025",
600664,100592,1,101,2025-06-05,,Promotion
600665,100593,1,101,2020-10-02,,Original Assignment
600666,100594,8,126,10/13/2018,,Original Assignment
600667,100595,2,108,2018-03-16,,Original Assignment
600668,100596,2,105,2018-06-29,,Original Assignment
600669,100597,2,105,2018-09-26,,Original Assignment
600670,100598,3,111,2015-04-15,,Original Assignment
600671,100599,7,124,"Jan 19, 2016",05/20/2022,Initial Hire
600672,100599,3,112,2022-05-21,,Lateral Transfer
600673,100600,3,112,"May 18, 2024",,Original Assignment
600674,100601,3,110,2020-12-04,2022-06-23,Initial Hire
600675,100601,1,101,2022-06-24,,Department Transfer
600676,100602,3,111,2023-10-06,,Original Assignment
600677,100603,1,101,12-01-2022,,Original Assignment
600678,100604,2,107,2018-12-19,,Original Assignment
600679,100605,10,134,26-11-2018,,Original Assignment
600680,100606,1,101,2016-10-26,,Original Assignment
600681,100607,10,132,2023-08-26,,Original Assignment
600682,100608,1,102,2016-06-01,,Original Assignment
600683,100609,1,101,2020-10-10,,Original Assignment
600684,100610,1,101,2014-03-23,20-04-2025,Original Assignment
600685,100611,3,112,2016-11-06,,Original Assignment
600686,100612,9,129,"Feb 07, 2018",,Original Assignment
600687,100613,7,123,2015-09-18,,Original Assignment
600688,100614,5,117,2019-08-25,"Dec 21, 2021",Original Assignment
600689,100615,5,118,"Jul 02, 2020",2025-12-25,Initial Hire
600690,100615,2,108,12/26/2025,,Lateral Transfer
600691,100616,9,131,2017/08/03,,Original Assignment
600692,100617,1,101,2014-12-11,,Original Assignment
600693,100618,7,123,12/27/2025,,Original Assignment
600694,100619,7,124,2016-12-30,,Original Assignment
600695,100620,1,101,01-04-2017,,Original Assignment
600696,100621,1,101,13-06-2014,2022-07-02,Original Assignment
600697,100622,1,104,2023-09-11,2025-04-18,Original Assignment
600698,100623,4,114,2017/06/24,,Original Assignment
600699,100624,3,111,01/27/2026,,Original Assignment
600700,100625,7,124,2022-08-16,05/26/2023,Original Assignment
600701,100625,6,122,2023-05-27,,Promotion
600702,100626,6,122,2015-05-31,2023-06-06,Original Assignment
600703,100627,2,106,2022-07-17,,Original Assignment
600704,100628,7,124,2018-04-06,,Original Assignment
600705,100629,1,101,2018-07-24,,Original Assignment
600706,100630,1,101,2019-08-27,,Original Assignment
600707,100631,7,124,2023-11-11,,Original Assignment
600708,100632,9,129,2018-02-23,,Original Assignment
600709,100633,2,105,2024-12-21,01/25/2026,Original Assignment
600710,100634,3,110,2025-06-14,,Original Assignment
600711,100635,1,101,2018-01-27,,Original Assignment
600712,100636,1,101,2023-08-24,,Original Assignment
600713,100637,5,117,2024-04-08,2024-12-13,
600714,100637,3,112,2024-12-14,,Manager Request
600715,100638,1,103,2024-05-13,03/17/2026,Original Assignment
600716,100639,8,126,2014-04-04,,Original Assignment
600717,100640,4,113,2016-11-02,,Original Assignment
600718,100641,1,101,2020-09-18,,Original Assignment
600719,100642,3,110,2020-07-19,,Original Assignment
600720,100643,8,127,2021-09-11,,Original Assignment
600721,100644,1,101,2019/12/04,"Jul 26, 2023",Original Assignment
600722,100645,1,102,2021/11/12,,Original Assignment
600723,100646,6,121,12/10/2023,2025-10-15,
600724,100646,4,115,2025-10-16,,Manager Request
600725,100647,7,123,2017-10-27,,Original Assignment
600726,100648,3,112,2020-03-19,2022-06-09,Original Assignment
600727,100649,1,101,2024/08/26,,Original Assignment
600728,100650,5,117,2024-05-07,2024-11-13,Original Assignment
600729,100650,1,101,2024-11-14,2025-11-18,Department Transfer
600730,100651,6,121,2019-01-22,,Original Assignment
600731,100652,2,106,02-12-2021,,Original Assignment
600732,100653,8,127,2026/01/07,,Original Assignment
600733,100654,1,103,2023-01-20,2025-10-21,Original Assignment
600734,100654,3,110,2025-10-22,,Promotion
600735,100655,7,124,2017-04-30,2017-10-21,Original Assignment
600736,100656,7,123,2017-06-01,,Original Assignment
600737,100657,3,109,2019-08-03,2025-11-01,Original Assignment
600738,100658,2,107,2019-08-14,2022-03-07,Original Assignment
600739,100659,8,128,2022-01-15,2026-03-30,Initial Hire
600740,100659,4,114,2026-03-31,,Career Growth
600741,100660,1,101,2017-11-17,,Original Assignment
600742,100661,2,105,2019-10-20,,Original Assignment
600743,100662,1,103,17-10-2017,,Original Assignment
600744,100663,4,113,22-10-2015,,Original Assignment
600745,100664,1,103,2021-12-28,,Original Assignment
600746,100665,5,119,2018-01-04,,Original Assignment
600747,100666,1,101,2017-03-11,2023-04-12,Original Assignment
600748,100667,5,119,2021-12-16,,Original Assignment
600749,100668,3,109,2024-06-30,2026-03-20,Original Assignment
600750,100669,3,111,2020-06-07,2024-07-25,Original Assignment
600751,100670,3,109,2015-06-28,,Original Assignment
600752,100671,3,111,2018-12-25,,Original Assignment
600753,100672,1,101,"May 27, 2021",2024-09-14,Original Assignment
600754,100673,8,128,2022/02/15,2024-02-01,
600755,100673,1,104,2024/02/02,,Lateral Transfer
600756,100674,3,110,2024-10-12,2025-11-25,Original Assignment
600757,100675,4,116,2017-01-19,2020-05-20,Original Assignment
600758,100675,1,104,2020-05-21,,Career Growth
600759,100676,7,124,2021-07-04,,Original Assignment
600760,100677,3,109,2015-09-23,,Original Assignment
600761,100678,1,103,2022-05-06,,Original Assignment
600762,100679,9,129,2015-09-27,2021-01-24,Original Assignment
600763,100679,1,101,2021-01-25,,Department Transfer
600764,100680,8,126,2019-06-03,2023-11-13,Original Assignment
600765,100681,7,124,2016-10-24,,Original Assignment
600766,100682,3,110,"Apr 26, 2016",,Original Assignment
600767,100683,10,133,2019-01-28,,Original Assignment
600768,100684,1,101,2020-01-23,,Original Assignment
600769,100685,5,117,2019-03-17,,Original Assignment
600770,100686,5,118,2021-12-08,,Original Assignment
600771,100687,5,119,2021-03-17,,Original Assignment
600772,100688,1,103,2020-03-02,,Original Assignment
600773,100689,1,101,10-11-2021,2025-01-11,Original Assignment
600774,100690,7,123,2021-09-08,,Original Assignment
600775,100691,4,115,2024-11-24,,Original Assignment
600776,100692,1,101,2023-03-16,,Original Assignment
600777,100693,3,111,2015-07-24,,Original Assignment
600778,100694,7,123,2022-01-19,,Original Assignment
600779,100695,3,110,2014-09-24,2025-02-24,Original Assignment
600780,100696,8,126,2020-08-29,,Original Assignment
600781,100697,1,101,2025-06-03,,Original Assignment
600782,100698,1,102,2023-04-21,,Original Assignment
600783,100699,1,101,2022-10-07,,Original Assignment
600784,100700,6,122,2019/11/20,2022-03-10,
600785,100700,1,101,2022-03-11,,Promotion
600786,100701,9,130,2017-08-23,,Original Assignment
600787,100702,1,103,2015-03-01,,Original Assignment
600788,100703,3,112,"Sep 18, 2017",,Original Assignment
600789,100704,1,101,21-06-2016,,Original Assignment
600790,100705,7,123,2020/08/15,,Original Assignment
600791,100706,2,106,2014-12-11,,Original Assignment
600792,100707,2,106,2019-03-06,,Original Assignment
600793,100708,1,101,2023-02-26,2026-01-01,Original Assignment
600794,100709,10,133,2017-06-21,,Original Assignment
600795,100710,1,104,2024-07-17,,Original Assignment
600796,100711,2,106,2022-04-20,,Original Assignment
600797,100712,4,115,2024-10-24,,Original Assignment
600798,100713,3,110,2018-02-15,2022-06-20,Original Assignment
600799,100713,7,124,2022-06-21,,Promotion
600800,100714,7,124,2017-09-25,2019-12-10,Original Assignment
600801,100715,8,126,2019-07-07,2020-05-08,Original Assignment
600802,100716,1,101,2021-07-31,,Original Assignment
600803,100717,7,123,2020-04-30,,Original Assignment
600804,100718,7,125,2015-04-10,,Original Assignment
600805,100719,6,120,03-02-2017,,Original Assignment
600806,100720,3,109,2018-11-08,,Original Assignment
600807,100721,9,131,2025-01-21,2026-03-24,Original Assignment
600808,100722,1,101,2025-02-07,,Original Assignment
600809,100723,5,119,"Jan 09, 2016",2025-04-05,Original Assignment
600810,100723,2,105,2025-04-06,,Lateral Transfer
600811,100724,2,107,2025-12-03,,Original Assignment
600812,100725,1,101,2018-03-01,"Mar 02, 2026",Original Assignment
600813,100726,1,102,2017-02-26,2020-05-19,Original Assignment
600814,100727,3,109,2023-10-16,2026-01-17,Original Assignment
600815,100728,3,109,2018-08-26,,Original Assignment
600816,100729,7,124,01/20/2014,,Original Assignment
600817,100730,1,104,"Mar 25, 2020",2022-08-06,
600818,100730,7,125,2022-08-07,,Manager Request
600819,100731,7,123,12/20/2025,,Original Assignment
600820,100732,5,117,2025-04-21,2025-11-14,Original Assignment
600821,100733,2,108,2025-07-23,,Original Assignment
600822,100734,2,107,2021-03-26,2024-07-20,Original Assignment
600823,100735,7,124,2017-03-23,2021-03-04,Original Assignment
600824,100736,6,120,2020-03-27,,Original Assignment
600825,100737,2,105,2025-01-14,,Original Assignment
600826,100738,1,104,2014-12-01,,Original Assignment
600827,100739,1,101,2023-06-05,,Original Assignment
600828,100740,1,102,2025-03-25,2026-03-30,Original Assignment
600829,100741,10,134,2024-06-14,,Original Assignment
600830,100742,1,101,05/04/2025,,Original Assignment
600831,100743,1,101,2024-12-15,,Original Assignment
600832,100744,10,132,2019-01-20,,Original Assignment
600833,100745,2,105,2015-01-02,,Original Assignment
600834,100746,2,106,2019-12-28,,Original Assignment
600835,100747,9,131,2022-10-29,,Original Assignment
600836,100748,7,124,2024-07-24,07/02/2025,Initial Hire
600837,100748,5,118,2025-07-03,,Lateral Transfer
600838,100749,4,116,2020-02-19,,Original Assignment
600839,100750,1,101,2018-03-14,,Original Assignment
600840,100751,3,109,"Jun 11, 2023",,Original Assignment
600841,100752,1,101,01-01-2022,2026-02-28,
600842,100752,6,122,2026-03-01,,Department Transfer
600843,100753,9,130,2020-06-21,,Original Assignment
600844,100754,1,102,02/08/2021,09/29/2024,Original Assignment
600845,100755,3,109,2015-09-28,,Original Assignment
600846,100756,10,134,2021-07-09,2022-12-30,Original Assignment
600847,100757,1,101,2016-12-04,,Original Assignment
600848,100758,3,112,2020-09-06,,Original Assignment
600849,100759,10,133,2017-12-25,,Original Assignment
600850,100760,1,103,2023-02-23,,Original Assignment
600851,100761,2,106,2016-04-09,,Original Assignment
600852,100762,9,129,2020-02-22,2025-03-12,Original Assignment
600853,100762,3,112,2025-03-13,,Lateral Transfer
600854,100763,5,119,2023-02-04,2026-01-09,Original Assignment
600855,100763,1,102,2026-01-10,2026-03-12,Manager Request
600856,100764,2,106,07/19/2016,,Original Assignment
600857,100765,8,126,2019-08-19,,Original Assignment
600858,100766,1,101,2018-07-02,2019-11-10,Original Assignment
600859,100767,8,128,2020-10-21,,Original Assignment
600860,100768,2,105,"Oct 15, 2015",2020-01-11,
600861,100768,1,101,2020-01-12,,Department Transfer
600862,100769,8,126,2020/12/29,,Original Assignment
600863,100770,2,107,2018-09-02,,Original Assignment
600864,100771,5,118,2023-12-26,2025-05-20,
600865,100771,6,120,2025/05/21,,Career Growth
600866,100772,1,103,2026-01-09,,Original Assignment
600867,100773,2,107,18-10-2023,,Original Assignment
600868,100774,3,110,2016-11-21,,Original Assignment
600869,100775,3,111,2021-06-12,,Original Assignment
600870,100776,2,106,2020-02-18,,Original Assignment
600871,100777,8,126,2017-02-27,,Original Assignment
600872,100778,3,109,11-10-2018,2019-04-24,Initial Hire
600873,100778,1,102,"Apr 25, 2019",2020-04-04,Department Transfer
600874,100779,5,119,2022-01-21,,Original Assignment
600875,100780,8,126,2019-01-23,2025-09-04,Initial Hire
600876,100780,3,112,2025-09-05,,Promotion
600877,100781,1,101,15-11-2018,,Original Assignment
600878,100782,9,130,07/24/2024,2025-08-15,
600879,100782,4,116,2025-08-16,2026-01-29,Manager Request
600880,100783,1,101,2017-06-26,,Original Assignment
600881,100784,1,104,06-09-2018,,Original Assignment
600882,100785,3,111,03/29/2017,,Original Assignment
600883,100786,8,126,2021-05-02,"May 18, 2022",Initial Hire
600884,100786,2,107,19-05-2022,,Career Growth
600885,100787,2,105,"May 24, 2018",,Original Assignment
600886,100788,3,112,2020-01-19,2023-02-26,Original Assignment
600887,100788,2,106,2023-02-27,09-04-2025,Career Growth
600888,100789,10,133,2014-07-07,"Oct 19, 2021",Initial Hire
600889,100789,9,131,2021-10-20,,Promotion
600890,100790,1,101,05/24/2022,,Original Assignment
600891,100791,7,123,16-10-2018,,Original Assignment
600892,100792,3,109,2018-07-31,,Original Assignment
600893,100793,1,101,2026-02-03,,Original Assignment
600894,100794,1,101,2018-07-17,,Original Assignment
600895,100795,6,120,03/30/2024,,Original Assignment
600896,100796,10,132,2020-07-05,2021-10-20,
600897,100796,3,109,2021-10-21,,Lateral Transfer
600898,100797,6,120,06/13/2020,,Original Assignment
600899,100798,2,106,"Jul 23, 2016",2019-06-30,Original Assignment
600900,100799,7,124,2016-01-18,,Original Assignment
600901,100800,1,104,2017-03-03,,Original Assignment
600902,100801,6,122,2014-11-05,2022-04-11,Initial Hire
600903,100801,3,110,2022-04-12,,Lateral Transfer
600904,100802,2,105,05/14/2023,,Original Assignment
600905,100803,1,103,2024-01-17,2024/07/20,Original Assignment
600906,100803,4,115,2024-07-21,,Promotion
600907,100804,8,128,2025-10-18,,Original Assignment
600908,100805,3,110,2014-01-06,,Original Assignment
600909,100806,9,129,2015-07-28,,Original Assignment
600910,100807,9,131,21-05-2024,2025-02-10,Initial Hire
600911,100807,10,134,2025-02-11,,Department Transfer
600912,100808,2,106,2014-05-09,,Original Assignment
600913,100809,5,119,2015-02-12,,Original Assignment
600914,100810,4,116,2023-08-16,,Original Assignment
600915,100811,1,101,26-12-2021,2024-11-08,Original Assignment
600916,100812,2,105,2017-02-02,27-01-2018,Original Assignment
600917,100813,1,104,11-01-2022,,Original Assignment
600918,100814,2,106,2022-01-07,,Original Assignment
600919,100815,3,112,2016-08-28,,Original Assignment
600920,100816,2,106,2018/10/30,,Original Assignment
600921,100817,1,101,2015-06-08,,Original Assignment
600922,100818,2,107,2016/11/02,,Original Assignment
600923,100819,3,112,2024-02-14,,Original Assignment
600924,100820,6,120,2024/02/25,2025-10-11,Original Assignment
600925,100821,3,110,2016-04-03,,Original Assignment
600926,100822,3,111,06/12/2025,2025-12-20,Original Assignment
600927,100823,4,115,10/22/2015,,Original Assignment
600928,100824,9,130,07/24/2022,,Original Assignment
600929,100825,7,124,"Aug 10, 2015","Jun 05, 2019",Original Assignment
600930,100826,6,122,2019/02/10,2024-01-21,
600931,100826,2,106,2024-01-22,,Promotion
600932,100827,1,101,2018-04-27,,Original Assignment
600933,100828,3,109,2016-02-17,2022-01-02,Original Assignment
600934,100829,1,101,05-08-2015,2017-03-07,Original Assignment
600935,100830,4,115,2024-09-06,,Original Assignment
600936,100831,4,115,01-07-2015,,Original Assignment
600937,100832,3,111,2022-12-21,,Original Assignment
600938,100833,9,130,2018-11-03,,Original Assignment
600939,100834,1,101,2014-04-29,,Original Assignment
600940,100835,2,105,2016/04/24,,Original Assignment
600941,100836,9,131,2024-10-09,2025-05-12,Initial Hire
600942,100836,2,106,2025-05-13,2026-02-04,Department Transfer
600943,100837,7,123,10-07-2018,,Original Assignment
600944,100838,7,124,2025-09-24,,Original Assignment
600945,100839,9,129,05/29/2025,,Original Assignment
600946,100840,1,101,2025-09-29,,Original Assignment
600947,100841,2,106,2023/03/05,,Original Assignment
600948,100842,8,128,2020-09-30,2022/08/12,Initial Hire
600949,100842,3,109,2022-08-13,,Lateral Transfer
600950,100843,7,123,2025/04/19,,Original Assignment
600951,100844,3,109,29-12-2015,,Original Assignment
600952,100845,9,131,2019-05-16,,Original Assignment
600953,100846,6,120,10-02-2021,,Original Assignment
600954,100847,10,134,2023-08-23,,Original Assignment
600955,100848,3,112,02/20/2021,2024-02-15,Original Assignment
600956,100849,3,109,2014-05-18,,Original Assignment
600957,100850,7,123,2024-02-13,,Original Assignment
600958,100851,2,105,11-02-2023,,Original Assignment
600959,100852,7,123,2015-04-20,,Original Assignment
600960,100853,7,123,2019-10-17,,Original Assignment
600961,100854,9,130,19-03-2015,,Original Assignment
600962,100855,2,106,"Mar 16, 2016","Aug 20, 2018",
600963,100855,1,101,2018/08/21,,Promotion
600964,100856,4,116,2015-11-17,,Original Assignment
600965,100857,3,112,09-04-2017,"Jan 26, 2023",Original Assignment
600966,100857,1,104,2023-01-27,,Manager Request
600967,100858,1,104,2018-01-30,,Original Assignment
600968,100859,3,112,01/14/2025,,Original Assignment
600969,100860,1,101,2014/05/07,,Original Assignment
600970,100861,5,117,2021-06-07,,Original Assignment
600971,100862,1,101,2017-06-17,,Original Assignment
600972,100863,9,131,2017-07-23,,Original Assignment
600973,100864,3,111,2023-10-11,2024-08-19,Initial Hire
600974,100864,2,105,2024-08-20,,Lateral Transfer
600975,100865,3,112,2017-10-03,,Original Assignment
600976,100866,9,130,2016/05/04,,Original Assignment
600977,100867,6,122,12/20/2023,2025-05-01,Original Assignment
600978,100868,7,123,2014-07-03,,Original Assignment
600979,100869,3,109,2021-02-28,,Original Assignment
600980,100870,3,112,2022/01/27,03/13/2024,Original Assignment
600981,100871,3,111,2022-05-23,,Original Assignment
600982,100872,6,122,10/15/2018,2024-04-09,Original Assignment
600983,100873,3,110,2016-10-01,2024-05-22,Original Assignment
600984,100874,2,105,2023-12-26,,Original Assignment
600985,100875,10,132,2020-12-12,,Original Assignment
600986,100876,10,133,2014-07-26,2015-09-12,Original Assignment
600987,100876,3,111,2015-09-13,,Department Transfer
600988,100877,3,110,2016-06-05,,Original Assignment
600989,100878,4,116,2017-03-28,2025-04-09,Original Assignment
600990,100878,1,101,2025-04-10,,Promotion
600991,100879,7,124,2024-10-20,,Original Assignment
600992,100880,3,110,2016-04-23,,Original Assignment
600993,100881,1,101,2020-09-10,,Original Assignment
600994,100882,3,112,07/25/2014,,Original Assignment
600995,100883,1,102,2016/09/27,,Original Assignment
600996,100884,1,101,2015-08-27,,Original Assignment
600997,100885,4,116,2015-10-18,,Original Assignment
600998,100886,10,133,01/30/2016,,Original Assignment
600999,100887,1,104,2024-03-23,,Original Assignment
601000,100888,7,124,07-12-2023,2025-01-12,Original Assignment
601001,100888,8,127,2025-01-13,,Promotion
601002,100889,9,131,2026-02-07,,Original Assignment
601003,100890,3,109,2017-02-25,,Original Assignment
601004,100891,10,133,2019-07-22,,Original Assignment
601005,100892,3,112,2016-12-15,,Original Assignment
601006,100893,1,101,09-04-2021,,Original Assignment
601007,100894,2,105,"Nov 02, 2017",,Original Assignment
601008,100895,1,101,20-02-2019,,Original Assignment
601009,100896,6,122,2018-06-08,,Original Assignment
601010,100897,1,101,"Aug 24, 2022",,Original Assignment
601011,100898,1,101,2020-11-23,07/08/2025,Original Assignment
601012,100899,9,129,2017-06-13,,Original Assignment
601013,100900,3,110,2015-06-23,,Original Assignment
601014,100901,6,121,2017-09-01,03/12/2021,Original Assignment
601015,100902,3,109,2025-01-19,,Original Assignment
601016,100903,1,101,"Dec 19, 2018",,Original Assignment
601017,100904,3,109,21-08-2014,,Original Assignment
601018,100905,1,101,2025/08/05,,Original Assignment
601019,100906,5,119,2019/07/09,2022-02-12,Original Assignment
601020,100906,1,101,2022-02-13,,Lateral Transfer
601021,100907,5,118,2018/11/03,"Jul 31, 2020",Original Assignment
601022,100908,3,111,2015-12-27,2023-10-06,Original Assignment
601023,100909,1,101,2025-07-27,,Original Assignment
601024,100910,8,126,01/08/2025,,Original Assignment
601025,100911,7,123,"Oct 24, 2024",,Original Assignment
601026,100912,4,114,2014-10-26,,Original Assignment
601027,100913,3,112,21-05-2016,,Original Assignment
601028,100914,1,101,01/23/2022,,Original Assignment
601029,100915,3,111,2017-02-25,,Original Assignment
601030,100916,4,113,2022-07-13,,Original Assignment
601031,100917,2,105,2018-09-28,,Original Assignment
601032,100918,7,124,01/27/2015,,Original Assignment
601033,100919,3,110,2025-10-12,,Original Assignment
601034,100920,10,134,2014-08-08,,Original Assignment
601035,100921,1,103,2023-02-03,2025-11-13,Initial Hire
601036,100921,7,123,2025-11-14,2025-12-05,Manager Request
601037,100922,1,101,2020/08/03,,Original Assignment
601038,100923,5,119,28-08-2022,,Original Assignment
601039,100924,4,115,03/01/2024,,Original Assignment
601040,100925,9,130,2018-03-20,,Original Assignment
601041,100926,2,105,"Mar 25, 2015",,Original Assignment
601042,100927,4,116,17-10-2020,,Original Assignment
