attendance_id,employee_id,attendance_date,scheduled_hours,worked_hours,absence_flag,absence_type,late_minutes
803385,100121,2025-10-29,8.0,7.6,0,,30
803386,100121,2025-10-30,7.5,6.8,No,,0
803387,100121,2025/11/06,9.0,9.3,N,,5
803388,100121,2025-11-18,8.0,8.7,FALSE,,0
803389,100121,2025-11-24,8.0,8.4,FALSE,,15
803390,100121,2025-11-25,7.5,7.6,FALSE,,60
803391,100121,2025-12-05,8.0,7.6,0,,0
803392,100121,2025-12-12,8.0,7.7,No,,0
803393,100121,2025-12-15,7.5,7.4,0,,0
803394,100121,16-12-2025,8.0,8.0,FALSE,,15
803395,100121,2025-12-18,8.0,8.3,0,,0
803396,100121,2025-12-24,8.0,8.8,No,,0
803397,100121,2026-01-14,8.0,7.6,0,,0
803398,100121,09-02-2026,9.0,8.6,N,,15
803399,100121,2026-02-10,8.0,8.4,N,,0
803400,100121,2026-02-11,8.0,8.7,FALSE,,0
803401,100121,2026-02-17,9.0,8.9,FALSE,,0
803402,100121,2026-02-19,9.0,9.3,FALSE,,5
803403,100121,"Apr 02, 2026",8.0,8.7,FALSE,,5
803404,100121,2026-04-13,7.5,7.4,N,,0
803405,100121,"Apr 20, 2026",8.0,8.2,0,,30
803406,100121,2026-04-21,8.0,8.8,FALSE,,0
803407,100121,22-04-2026,8.0,8.4,No,,0
803408,100121,2026-04-24,7.5,6.8,No,,0
803409,100121,29-04-2026,9.0,9.2,0,,0
803410,100121,2026/04/30,9.0,9.3,FALSE,,10
803411,100122,09/03/2025,9.0,8.2,0,,0
803412,100122,2025-09-17,7.5,6.3,FALSE,,0
803413,100122,2025-09-25,8.0,8.4,No,,0
803414,100122,2025-09-29,7.5,7.0,N,,0
803415,100122,2025-10-01,8.0,7.6,N,,0
803416,100122,2025-10-03,8.0,8.4,0,,0
803417,100122,2025-10-09,8.0,9.0,0,,0
803418,100122,2025-10-20,8.0,7.6,No,,0
803419,100122,2025-10-21,9.0,8.7,N,,0
803420,100122,2025-10-23,8.0,7.5,0,,45
803421,100122,2025-10-29,8.0,8.5,N,,0
803422,100122,2025-10-30,8.0,7.4,N,,0
803423,100122,2025-11-06,7.5,8.3,FALSE,,0
803424,100122,2025-11-18,7.5,7.5,N,,0
803425,100122,24-11-2025,8.0,7.9,N,,0
803426,100122,11/25/2025,9.0,9.1,N,,0
803427,100122,"Dec 05, 2025",7.5,7.4,No,,10
803428,100122,2025-12-12,8.0,7.2,0,,0
803429,100122,2025-12-15,8.0,7.0,FALSE,,0
803430,100122,12/16/2025,8.0,7.1,N,,5
803431,100122,"Dec 18, 2025",9.0,8.3,FALSE,,60
803432,100122,2025-12-24,8.0,8.1,N,,0
803433,100122,2026/01/14,7.5,6.8,No,,0
803434,100122,2026-02-09,9.0,9.0,0,,0
803435,100122,2026-02-10,8.0,0.0,Y,UNKNOWN,0
803436,100122,2026-02-11,8.0,8.2,0,,0
803437,100122,02/17/2026,7.5,6.8,No,,0
803438,100122,2026-02-19,8.0,8.5,No,,10
803439,100122,02-04-2026,7.5,0.0,Yes,Sick Leave,0
803440,100122,2026-04-13,7.5,6.6,No,,0
803441,100122,2026-04-20,8.0,7.3,0,,0
803442,100122,2026-04-21,9.0,8.8,No,,0
803443,100122,2026-04-22,8.0,8.5,FALSE,,10
803444,100122,2026-04-24,8.0,8.7,No,,30
803445,100122,29-04-2026,9.0,9.6,No,,0
803446,100122,2026-04-30,8.0,7.8,FALSE,,0
803447,100123,2025-09-03,9.0,8.7,0,,0
803448,100123,2025-09-17,8.0,8.4,0,,10
803449,100123,25-09-2025,7.5,7.6,0,,0
803450,100123,2025-09-29,9.0,9.5,FALSE,,0
803451,100123,2025-10-01,7.5,7.2,FALSE,,0
803452,100123,2025-10-03,8.0,7.9,0,,0
803453,100123,2025-10-09,9.0,0.0,1,No Show,0
803454,100123,"Oct 20, 2025",9.0,8.6,0,,0
803455,100123,2025-10-21,8.0,7.8,N,,10
803456,100123,10/23/2025,8.0,7.5,No,,0
803457,100123,10/29/2025,9.0,8.3,0,,0
803458,100123,"Oct 30, 2025",8.0,7.6,FALSE,,0
803459,100123,2025-11-06,9.0,9.3,0,,0
803460,100123,2025-11-18,8.0,9.0,0,,0
803461,100123,11/24/2025,7.5,7.6,FALSE,,10
803462,100123,11/25/2025,9.0,9.0,FALSE,,0
803463,100123,2025-12-05,9.0,10.1,0,,60
803464,100123,2025-12-12,8.0,7.6,No,,10
803465,100123,2025-12-15,8.0,8.1,No,,0
803466,100123,2025/12/16,7.5,7.3,FALSE,,0
803467,100123,2025-12-18,7.5,8.1,N,,0
803468,100123,"Dec 24, 2025",8.0,7.6,N,,15
803469,100123,2026-01-14,8.0,7.8,0,,45
803470,100123,2026-02-09,8.0,6.7,0,,0
803471,100123,2026/02/10,8.0,8.1,0,,0
803472,100123,02/11/2026,8.0,6.6,N,,0
803473,100123,2026-02-17,7.5,7.2,FALSE,,0
803474,100123,02/19/2026,8.0,8.7,0,,30
803475,100123,2026-04-02,8.0,8.0,0,,0
803476,100123,2026-04-13,9.0,9.3,No,,0
803477,100123,2026-04-20,8.0,8.7,N,,30
803478,100123,2026-04-21,9.0,9.9,FALSE,,0
803479,100123,2026/04/22,9.0,8.1,FALSE,,0
803480,100123,2026-04-24,9.0,7.7,0,,0
803481,100123,2026-04-29,8.0,7.9,0,,0
803482,100123,2026-04-30,8.0,8.2,0,,0
803483,100124,2025-09-03,9.0,0.0,Y,sick,0
803484,100124,2025-09-17,7.5,8.3,FALSE,,0
803485,100124,2025-09-25,8.0,10.0,No,,15
803486,100124,2025-09-29,9.0,8.4,0,,10
803487,100124,2025-10-01,7.5,7.1,N,,0
803488,100124,2025-10-03,8.0,9.1,FALSE,,0
803489,100124,2025-10-09,8.0,7.4,N,,15
803490,100124,2025-10-20,9.0,9.6,No,,5
803491,100124,2025-10-21,8.0,8.2,No,,0
803492,100124,2025-10-23,9.0,8.6,FALSE,,0
803493,100124,10/29/2025,8.0,7.7,0,,0
803494,100124,2025-10-30,8.0,7.4,N,,0
803495,100124,06-11-2025,8.0,8.2,FALSE,,0
803496,100124,11/18/2025,8.0,8.7,FALSE,,45
803497,100124,2025-11-24,8.0,7.9,FALSE,,0
803498,100124,11/25/2025,7.5,6.9,N,,0
803499,100124,2025-12-05,9.0,8.7,FALSE,,0
803500,100124,2025-12-12,7.5,7.2,N,,0
803501,100124,2025-12-15,8.0,8.1,N,,15
803502,100124,2025-12-16,8.0,8.4,No,,0
803503,100124,12/18/2025,8.0,8.4,0,,45
803504,100124,2025-12-24,9.0,8.5,No,,0
803505,100124,2026-01-14,9.0,8.1,FALSE,,0
803506,100124,09-02-2026,8.0,7.8,N,,10
803507,100124,"Feb 10, 2026",8.0,8.3,FALSE,,0
803508,100124,2026-02-11,8.0,7.4,N,,0
803509,100124,"Feb 17, 2026",8.0,8.2,0,,0
803510,100124,2026-02-19,8.0,7.9,No,,0
803511,100124,2026-04-02,8.0,7.7,FALSE,,5
803512,100124,04/13/2026,8.0,7.0,No,,0
803513,100124,04/20/2026,8.0,7.5,N,,0
803514,100124,21-04-2026,8.0,8.7,0,,0
803515,100124,04/22/2026,7.5,7.8,0,,0
803516,100124,04/24/2026,8.0,8.5,FALSE,,0
803517,100124,2026-04-29,8.0,7.5,FALSE,,5
803518,100124,2026-04-30,8.0,0.0,1,No Show,0
803519,100125,2025-09-03,7.5,8.3,0,,0
803520,100125,2025-09-17,8.0,8.2,No,,10
803521,100125,25-09-2025,7.5,7.1,FALSE,,45
803522,100125,2025-09-29,8.0,8.0,0,,0
803523,100125,2025-10-01,9.0,8.7,No,,15
803524,100125,2025/10/03,8.0,8.1,FALSE,,0
803525,100125,2025-10-09,9.0,9.0,N,,5
803526,100125,2025-10-20,8.0,7.9,N,,0
803527,100125,2025/10/21,9.0,10.4,N,,0
803528,100125,2025-10-23,8.0,9.0,FALSE,,0
803529,100125,2025-10-29,8.0,7.4,FALSE,,15
803530,100125,2025-10-30,8.0,0.0,Yes,UNKNOWN,0
803531,100125,2025-11-06,8.0,8.4,N,,0
803532,100125,2025-11-18,8.0,8.2,0,,0
803533,100125,11/24/2025,9.0,8.8,0,,0
803534,100125,"Nov 25, 2025",8.0,9.2,N,,0
803535,100125,2025-12-05,8.0,8.3,No,,0
803536,100125,2025-12-12,7.5,7.5,FALSE,,0
803537,100125,2025-12-15,9.0,0.0,Y,Personal,0
803538,100125,2025/12/16,8.0,8.1,FALSE,,0
803539,100125,2025-12-18,7.5,7.1,0,,0
803540,100125,24-12-2025,8.0,7.2,FALSE,,0
803541,100125,01/14/2026,9.0,9.4,N,,10
803542,100125,2026-02-09,8.0,7.8,No,,0
803543,100125,"Feb 10, 2026",8.0,7.0,FALSE,,15
803544,100125,2026-02-11,8.0,8.5,N,,0
803545,100125,2026-02-17,8.0,9.0,N,,0
803546,100125,2026/02/19,8.0,7.0,N,,0
803547,100125,2026-04-02,8.0,7.9,FALSE,,0
803548,100125,2026-04-13,8.0,8.0,No,,0
803549,100125,2026/04/20,8.0,7.6,N,,0
803550,100125,2026-04-21,8.0,9.1,FALSE,,0
803551,100125,2026-04-22,8.0,0.0,1,Sick Leave,0
803552,100125,04/24/2026,7.5,6.9,No,,10
803553,100125,2026-04-29,7.5,6.6,FALSE,,5
803554,100125,2026-04-30,8.0,7.6,0,,30
803555,100126,09/03/2025,8.0,8.5,N,,5
803556,100126,09/17/2025,8.0,7.9,0,,0
803557,100126,2025-09-25,9.0,9.8,No,,0
803558,100126,09/29/2025,8.0,8.6,No,,10
803559,100126,2025-10-01,8.0,7.7,N,,0
803560,100126,2025-10-03,8.0,0.0,Y,No Show,0
803561,100126,2025/10/09,7.5,7.6,FALSE,,0
803562,100126,20-10-2025,8.0,7.8,FALSE,,0
803563,100126,2025-10-21,9.0,9.6,FALSE,,0
803564,100126,10/23/2025,7.5,7.3,N,,10
803565,100126,2025-10-29,9.0,8.4,No,,0
803566,100126,2025-10-30,8.0,7.8,0,,0
803567,100126,2025-11-06,8.0,8.1,FALSE,,0
803568,100126,2025-11-18,7.5,7.3,0,,0
803569,100126,2025-11-24,8.0,8.0,No,,0
803570,100126,25-11-2025,9.0,8.2,No,,0
803571,100126,"Dec 05, 2025",7.5,7.2,FALSE,,5
803572,100126,12-12-2025,9.0,10.0,FALSE,,5
803573,100126,2025-12-15,7.5,7.4,N,,0
803574,100126,2025-12-16,8.0,7.8,No,,0
803575,100126,18-12-2025,8.0,0.0,1,Personal Leave,0
803576,100126,2025-12-24,8.0,8.0,N,,0
803577,100126,2026-01-14,9.0,9.8,N,,15
803578,100126,2026-02-09,8.0,8.9,0,,0
803579,100126,2026-02-10,9.0,9.2,No,,0
803580,100126,2026-02-11,8.0,8.4,0,,45
803581,100126,02/17/2026,8.0,8.4,N,,60
803582,100126,2026-02-19,7.5,8.1,0,,0
803583,100126,2026-04-02,7.5,6.8,0,,0
803584,100126,2026-04-13,8.0,7.8,FALSE,,0
803585,100126,2026-04-20,9.0,8.1,0,,0
803586,100126,04/21/2026,7.5,7.3,No,,0
803587,100126,2026-04-22,9.0,9.3,FALSE,,15
803588,100126,04/24/2026,9.0,8.7,N,,5
803589,100126,2026-04-29,8.0,7.4,0,,0
803590,100126,2026-04-30,8.0,8.1,N,,0
803591,100128,2025-09-03,8.0,7.6,N,,30
803592,100128,09/17/2025,8.0,9.2,FALSE,,0
803593,100128,2025-09-25,9.0,0.0,Y,No Show,0
803594,100128,2025-09-29,8.0,8.2,0,,0
803595,100128,10/01/2025,8.0,7.7,N,,0
803596,100128,2025-10-03,9.0,8.6,No,,45
803597,100128,2025/10/09,9.0,9.0,N,,0
803598,100128,10/20/2025,9.0,8.5,FALSE,,5
803599,100128,2025-10-21,9.0,8.8,N,,0
803600,100128,2025-10-23,9.0,8.1,No,,0
803601,100128,2025-10-29,7.5,7.3,N,,30
803602,100128,2025-10-30,7.5,7.4,No,,0
803603,100128,2025-11-06,9.0,9.6,0,,5
803604,100128,2025-11-18,9.0,9.0,FALSE,,0
803605,100128,2025-11-24,8.0,7.8,FALSE,,0
803606,100128,2025-11-25,7.5,7.4,FALSE,,0
803607,100128,2025-12-05,8.0,8.3,No,,0
803608,100128,2025-12-12,7.5,7.7,FALSE,,0
803609,100128,2025-12-15,8.0,7.7,No,,0
803610,100128,12/16/2025,8.0,8.5,No,,30
803611,100128,2025-12-18,8.0,7.9,0,,10
803612,100128,24-12-2025,7.5,8.3,N,,5
803613,100128,2026-01-14,8.0,8.0,0,,30
803614,100128,2026-02-09,8.0,8.1,0,,0
803615,100128,10-02-2026,7.5,7.3,No,,0
803616,100128,2026-02-11,8.0,8.3,No,,30
803617,100128,2026-02-17,9.0,10.3,0,,0
803618,100128,2026-02-19,8.0,8.0,N,,0
803619,100128,2026-04-02,8.0,7.3,0,,0
803620,100128,2026-04-13,8.0,9.1,0,,0
803621,100128,2026-04-20,8.0,8.6,FALSE,,0
803622,100128,2026-04-21,9.0,8.3,0,,0
803623,100128,2026/04/22,8.0,8.0,No,,0
803624,100128,04/24/2026,8.0,7.9,FALSE,,0
803625,100128,2026-04-29,8.0,7.5,0,,0
803626,100128,2026-04-30,7.5,7.6,0,,0
803627,100129,03-09-2025,8.0,7.4,0,,0
803628,100129,2025-09-17,8.0,8.4,N,,0
803629,100129,2025-09-25,9.0,8.5,0,,0
803630,100129,2025-09-29,8.0,8.6,No,,0
803631,100129,2025-10-01,8.0,8.3,N,,0
803632,100129,10/03/2025,7.5,7.8,0,,0
803633,100129,2025-10-09,8.0,0.0,1,Sick Leave,0
803634,100129,2025-10-20,7.5,6.7,0,,15
803635,100129,"Oct 21, 2025",8.0,0.0,Y,,0
803636,100129,2025-10-23,8.0,7.6,N,,0
803637,100129,2025-10-29,9.0,8.2,N,,0
803638,100129,2025-10-30,9.0,8.8,N,,0
803639,100129,2025-11-06,8.0,0.0,Y,sick,0
803640,100129,2025-11-18,7.5,7.7,N,,0
803641,100129,"Nov 24, 2025",9.0,9.4,No,,30
803642,100129,2025-11-25,9.0,9.5,FALSE,,0
803643,100129,2025-12-05,8.0,7.9,No,,0
803644,100129,2025/12/12,9.0,9.0,N,,0
803645,100129,2025/12/15,8.0,7.5,N,,0
803646,100129,2025-12-16,8.0,8.8,FALSE,,0
803647,100129,2025-12-18,9.0,9.1,N,,0
803648,100129,2025-12-24,8.0,8.4,N,,5
803649,100129,2026/01/14,7.5,6.9,N,,0
803650,100129,09-02-2026,9.0,8.7,N,,5
803651,100129,2026-02-10,8.0,8.2,No,,15
803652,100129,2026-02-11,7.5,7.8,0,,15
803653,100129,2026-02-17,7.5,15.5,0,,0
803654,100129,2026-02-19,8.0,8.0,No,,0
803655,100129,2026-04-02,7.5,6.7,0,,0
803656,100129,2026-04-13,7.5,6.9,0,,0
803657,100129,20-04-2026,8.0,8.4,No,,0
803658,100129,2026-04-21,9.0,9.1,N,,0
803659,100129,2026-04-22,8.0,8.0,0,,15
803660,100129,2026-04-24,8.0,7.4,FALSE,,0
803661,100129,2026-04-29,9.0,9.3,0,,60
803662,100129,2026-04-30,7.5,7.1,No,,0
803663,100130,2025-09-03,9.0,9.0,No,,0
803664,100130,09/17/2025,9.0,9.0,N,,0
803665,100130,2025-09-25,8.0,8.2,0,,0
803666,100130,2025-09-29,8.0,7.0,FALSE,,45
803667,100130,01-10-2025,9.0,9.7,FALSE,,0
803668,100130,10/03/2025,7.5,7.2,0,,5
803669,100130,2025-10-09,9.0,9.5,N,,0
803670,100130,2025-10-20,8.0,7.4,N,,0
803671,100130,2025-10-21,7.5,7.7,FALSE,,15
803672,100130,10/23/2025,7.5,7.0,No,,10
803673,100130,2025-10-29,8.0,8.8,N,,0
803674,100130,2025-10-30,8.0,8.3,N,,0
803675,100130,2025-11-06,7.5,7.1,FALSE,,0
803676,100130,2025-11-18,8.0,8.2,FALSE,,0
803677,100130,2025/11/24,8.0,8.8,0,,10
803678,100130,2025-11-25,8.0,8.5,No,,0
803679,100130,2025-12-05,9.0,9.4,0,,0
803680,100130,2025-12-12,9.0,8.7,0,,0
803681,100130,2025-12-15,8.0,7.7,0,,0
803682,100130,"Dec 16, 2025",8.0,7.8,No,,15
803683,100130,2025-12-18,7.5,7.9,N,,0
803684,100130,2025-12-24,9.0,9.4,N,,0
803685,100130,2026-01-14,9.0,9.6,N,,45
803686,100130,2026-02-09,9.0,9.1,FALSE,,0
803687,100130,2026-02-10,8.0,8.4,No,,0
803688,100130,2026-02-11,8.0,0.0,Y,Unpaid Leave,0
803689,100130,2026-02-17,8.0,8.2,N,,0
803690,100130,2026-02-19,7.5,6.6,FALSE,,30
803691,100130,04/02/2026,7.5,8.1,0,,0
803692,100130,2026-04-13,7.5,7.8,0,,5
803693,100130,2026-04-20,9.0,9.2,No,,0
803694,100130,2026/04/21,8.0,8.3,N,,0
803695,100130,22-04-2026,8.0,7.3,N,,15
803696,100130,04/24/2026,9.0,9.8,N,,0
803697,100130,2026-04-29,8.0,7.5,0,,10
803698,100130,2026-04-30,9.0,8.3,0,,0
803699,100131,2025-09-03,8.0,7.5,0,,15
803700,100131,2025-09-17,8.0,8.1,FALSE,,0
803701,100131,25-09-2025,7.5,0.0,TRUE,sick,0
803702,100131,2025-09-29,8.0,8.6,No,,5
803703,100131,2025-10-01,9.0,8.4,N,,0
803704,100131,2025-10-03,8.0,8.3,0,,0
803705,100131,09-10-2025,8.0,7.6,N,,5
803706,100131,2025-10-20,7.5,7.7,FALSE,,0
803707,100131,2025-10-21,8.0,8.5,FALSE,,0
803708,100131,2025-10-23,8.0,8.6,N,,45
803709,100131,"Oct 29, 2025",8.0,8.1,FALSE,,0
803710,100131,2025-10-30,7.5,7.3,0,,0
803711,100131,2025/11/06,8.0,8.1,No,,0
803712,100131,2025-11-18,7.5,7.5,0,,5
803713,100131,2025-11-24,8.0,8.9,N,,0
803714,100131,2025/11/25,7.5,7.0,No,,0
803715,100131,2025-12-05,8.0,7.4,0,,0
803716,100131,12/12/2025,8.0,8.2,No,,0
803717,100131,2025-12-15,7.5,6.9,N,,0
803718,100131,2025/12/16,9.0,9.9,0,,5
803719,100131,2025/12/18,9.0,10.1,0,,5
803720,100131,12/24/2025,9.0,8.5,No,,0
803721,100131,2026-01-14,7.5,7.3,N,,0
803722,100131,2026/02/09,7.5,8.1,0,,10
803723,100131,2026-02-10,9.0,8.5,FALSE,,10
803724,100131,2026-02-11,8.0,7.9,0,,10
803725,100131,2026-02-17,8.0,8.4,N,,10
803726,100131,2026-02-19,7.5,7.0,N,,60
803727,100131,2026-04-02,8.0,8.4,No,,15
803728,100131,2026-04-13,9.0,9.8,No,,0
803729,100131,2026-04-20,8.0,8.4,0,,0
803730,100131,2026-04-21,8.0,7.7,FALSE,,0
803731,100131,"Apr 22, 2026",8.0,8.3,0,,0
803732,100131,04/24/2026,8.0,8.2,0,,0
803733,100131,2026-04-29,7.5,8.0,0,,0
803734,100131,2026-04-30,9.0,8.8,FALSE,,0
803735,100132,2025-09-03,8.0,7.4,0,,0
803736,100132,2025-09-17,8.0,8.4,FALSE,,0
803737,100132,2025-09-25,8.0,8.2,N,,0
803738,100132,2025-09-29,7.5,8.4,0,,5
803739,100132,2025-10-01,8.0,8.3,0,,0
803740,100132,10/03/2025,8.0,8.0,0,,0
803741,100132,2025-10-09,8.0,7.9,0,,0
803742,100132,2025-10-20,7.5,7.7,N,,0
803743,100132,2025-10-21,9.0,9.1,FALSE,,0
803744,100132,2025-10-23,8.0,8.4,No,,0
803745,100132,2025-10-29,9.0,8.5,No,,10
803746,100132,2025-10-30,8.0,8.3,0,,0
803747,100132,2025-11-06,8.0,8.1,FALSE,,0
803748,100132,2025-11-18,7.5,7.2,FALSE,,0
803749,100132,2025-11-24,8.0,6.9,N,,0
803750,100132,11/25/2025,9.0,8.4,N,,5
803751,100132,2025/12/05,8.0,8.9,N,,0
803752,100132,2025-12-12,7.5,7.1,No,,0
803753,100132,2025-12-15,8.0,7.9,N,,0
803754,100132,2025-12-16,8.0,7.3,No,,10
803755,100132,2025-12-18,8.0,7.6,No,,10
803756,100132,2025-12-24,9.0,9.4,FALSE,,30
803757,100132,2026-01-14,8.0,7.9,No,,0
803758,100132,2026-02-09,9.0,9.1,FALSE,,30
803759,100132,2026-02-10,8.0,7.9,FALSE,,10
803760,100132,2026-02-11,8.0,7.1,FALSE,,15
803761,100132,2026-02-17,8.0,8.0,N,,0
803762,100132,2026-02-19,8.0,0.0,Y,Personal Leave,0
803763,100132,2026-04-02,8.0,8.9,No,,0
803764,100132,2026-04-13,8.0,7.6,No,,45
803765,100132,2026-04-20,9.0,8.9,FALSE,,0
803766,100132,"Apr 21, 2026",8.0,9.6,FALSE,,0
803767,100132,2026-04-22,8.0,7.1,N,,45
803768,100132,2026-04-24,8.0,9.0,No,,0
803769,100132,2026-04-29,7.5,5.8,N,,5
803770,100132,04/30/2026,7.5,8.1,No,,30
803771,100133,2025-09-03,7.5,7.6,0,,15
803772,100133,2025-09-17,8.0,8.0,No,,0
803773,100133,2025-09-25,9.0,9.4,FALSE,,0
803774,100133,2025-09-29,8.0,8.7,FALSE,,60
803775,100133,2025-10-01,8.0,8.3,N,,0
803776,100133,2025-10-03,8.0,8.2,FALSE,,0
803777,100133,2025-10-09,8.0,7.9,N,,0
803778,100133,20-10-2025,8.0,7.6,0,,0
803779,100133,21-10-2025,9.0,8.8,N,,0
803780,100133,2025-10-23,8.0,9.0,No,,0
803781,100133,2025-10-29,7.5,8.2,FALSE,,0
803782,100133,10/30/2025,8.0,8.6,FALSE,,0
803783,100133,11/06/2025,7.5,8.1,FALSE,,0
803784,100133,2025-11-18,8.0,7.8,FALSE,,30
803785,100133,11/24/2025,9.0,8.4,0,,0
803786,100133,11/25/2025,9.0,8.5,N,,0
803787,100133,2025-12-05,8.0,8.6,N,,15
803788,100133,2025-12-12,8.0,8.5,No,,0
803789,100133,2025-12-15,8.0,8.0,0,,0
803790,100133,2025-12-16,8.0,8.0,N,,0
803791,100133,2025-12-18,8.0,9.2,N,,0
803792,100133,2025-12-24,8.0,9.2,N,,30
803793,100133,2026-01-14,7.5,7.0,FALSE,,0
803794,100133,2026-02-09,8.0,7.1,0,,0
803795,100133,2026/02/10,7.5,6.2,0,,45
803796,100133,2026-02-11,8.0,8.4,No,,5
803797,100133,2026-02-17,8.0,8.8,0,,0
803798,100133,2026-02-19,8.0,7.8,FALSE,,0
803799,100133,"Apr 02, 2026",9.0,9.7,0,,0
803800,100133,13-04-2026,7.5,8.0,0,,0
803801,100133,"Apr 20, 2026",8.0,8.2,N,,0
803802,100133,04/21/2026,9.0,7.9,FALSE,,15
803803,100133,2026-04-22,8.0,8.1,N,,0
803804,100133,2026-04-24,8.0,7.9,FALSE,,0
803805,100133,04/29/2026,8.0,7.2,FALSE,,5
803806,100133,04/30/2026,8.0,7.9,No,,0
803807,100134,2025-11-24,7.5,7.7,No,,0
803808,100134,2025-11-25,8.0,7.6,0,,10
803809,100134,2025-12-05,8.0,8.2,0,,0
803810,100134,2025-12-12,8.0,0.0,1,sick,0
803811,100134,15-12-2025,8.0,0.0,Y,UNKNOWN,0
803812,100134,12/16/2025,8.0,8.0,0,,0
803813,100134,2025-12-18,8.0,8.4,0,,0
803814,100134,12/24/2025,8.0,9.2,N,,5
803815,100134,2026-01-14,9.0,8.8,0,,0
803816,100134,2026-02-09,8.0,8.0,No,,0
803817,100134,2026-02-10,8.0,8.2,FALSE,,30
803818,100134,2026-02-11,8.0,8.0,0,,0
803819,100134,2026-02-17,8.0,9.4,0,,0
803820,100134,2026-02-19,8.0,8.2,No,,30
803821,100134,2026-04-02,8.0,6.7,0,,0
803822,100134,2026-04-13,8.0,7.9,0,,0
803823,100134,20-04-2026,8.0,8.2,0,,15
803824,100134,04/21/2026,8.0,7.2,FALSE,,0
803825,100134,2026-04-22,7.5,7.0,N,,5
803826,100134,2026-04-24,9.0,8.4,No,,0
803827,100134,2026-04-29,9.0,8.6,N,,0
803828,100134,2026-04-30,8.0,7.5,0,,5
803829,100135,2025-09-03,8.0,7.6,N,,0
803830,100135,2025-09-17,9.0,9.0,No,,5
803831,100135,2025-09-25,8.0,8.0,No,,5
803832,100135,09/29/2025,8.0,8.2,No,,0
803833,100135,"Oct 01, 2025",8.0,7.4,No,,0
803834,100135,2025-10-03,8.0,8.2,No,,
803835,100135,2025-10-09,8.0,7.2,FALSE,,0
803836,100135,10/20/2025,9.0,9.3,N,,5
803837,100135,2025-10-21,9.0,8.8,N,,0
803838,100135,2025-10-23,8.0,8.1,FALSE,,0
803839,100135,2025-10-29,7.5,6.8,N,,0
803840,100135,30-10-2025,8.0,8.2,0,,0
803841,100135,2025-11-06,7.5,7.2,N,,0
803842,100135,2025-11-18,8.0,7.0,FALSE,,5
803843,100135,2025-11-24,7.5,7.5,N,,0
803844,100135,2025-11-25,9.0,9.2,N,,0
803845,100135,12/05/2025,9.0,9.1,FALSE,,5
803846,100135,2025-12-12,7.5,7.4,0,,45
803847,100135,2025/12/15,8.0,7.7,No,,0
803848,100135,2025-12-16,9.0,8.6,0,,0
803849,100135,2025-12-18,8.0,7.2,FALSE,,0
803850,100135,12/24/2025,8.0,8.8,0,,60
803851,100135,2026-01-14,8.0,7.3,No,,0
803852,100135,2026-02-09,8.0,8.5,FALSE,,0
803853,100135,2026-02-10,7.5,0.0,1,No Show,0
803854,100135,2026-02-11,9.0,9.5,No,,30
803855,100135,2026-02-17,8.0,8.7,FALSE,,0
803856,100135,2026-02-19,7.5,8.3,FALSE,,0
803857,100135,2026-04-02,8.0,8.5,0,,10
803858,100135,04/13/2026,8.0,8.4,N,,0
803859,100135,20-04-2026,8.0,7.9,No,,0
803860,100135,2026-04-21,8.0,7.5,0,,60
803861,100135,2026-04-22,7.5,8.4,FALSE,,0
803862,100135,2026-04-24,8.0,7.7,0,,10
803863,100135,29-04-2026,8.0,7.4,FALSE,,5
803864,100135,2026-04-30,8.0,8.7,No,,60
803865,100136,2025/09/03,8.0,8.5,0,,0
803866,100136,2025-09-17,7.5,7.1,0,,15
803867,100136,2025-09-25,8.0,8.0,FALSE,,0
803868,100136,2025-09-29,8.0,7.3,N,,0
803869,100136,2025-10-01,9.0,9.5,0,,0
803870,100136,2025-10-03,8.0,8.1,FALSE,,0
803871,100136,2025-10-09,8.0,8.1,FALSE,,0
803872,100136,2025-10-20,9.0,9.7,0,,0
803873,100136,2025-10-21,8.0,7.7,0,,0
803874,100136,10/23/2025,8.0,7.2,FALSE,,30
803875,100136,2025-10-29,9.0,8.4,N,,0
803876,100136,2025-10-30,8.0,8.6,FALSE,,0
803877,100136,"Nov 06, 2025",8.0,8.0,N,,15
803878,100136,2025-11-18,8.0,7.7,N,,0
803879,100136,2025/11/24,7.5,7.6,0,,5
803880,100136,2025-11-25,8.0,9.0,FALSE,,45
803881,100136,2025-12-05,9.0,8.5,No,,0
803882,100136,12/12/2025,8.0,8.4,0,,0
803883,100136,2025-12-15,7.5,7.6,No,,0
803884,100136,2025-12-16,8.0,7.3,No,,0
803885,100136,"Dec 18, 2025",8.0,7.7,No,,0
803886,100136,24-12-2025,8.0,8.0,N,,10
803887,100136,2026-01-14,8.0,8.7,N,,0
803888,100136,2026-02-09,8.0,7.3,FALSE,,30
803889,100136,2026-02-10,7.5,6.5,0,,30
803890,100136,2026-02-11,7.5,9.0,N,,0
803891,100136,02/17/2026,8.0,8.4,FALSE,,0
803892,100136,2026-02-19,8.0,7.9,FALSE,,0
803893,100136,"Apr 02, 2026",7.5,6.7,0,,0
803894,100136,2026-04-13,8.0,8.4,0,,0
803895,100136,20-04-2026,9.0,8.9,0,,0
803896,100136,04/21/2026,8.0,8.3,FALSE,,0
803897,100136,04/22/2026,9.0,9.3,N,,10
803898,100136,"Apr 24, 2026",8.0,7.9,No,,0
